2,24,6,0.000926157208671349,0.00564696268840938,0.00128027461460348,4861495907.52392,2378803139.12058,106376.983768189,11203.3706816554,1113.74556827394,153195.752844373,182505.858120796,253193.851389181
2,30,9,0.000905860128997643,0.0028445537128764,0.00109289130309071,4334593788.14853,1427140284.37031,20043.9927503785,3384.76579713584,502.015169843317,172094.006251168,174491.927957643,175381.487334949
2,36,12,0.000531380272447324,0.00343489851854551,0.00369107101474711,1299381932.83118,4777049921.04826,20233.8571862237,4285.42028166982,868.765990681124,7144.17376545976,14539.9669101723,69697.2552703301
2,36,12,0.000564364012922873,0.00279532254313454,0.00240020976250243,4231916897.46352,1015354329.44453,4317.14880214097,913.743155069779,191.18770414835,28657.0270447574,41799.1470118426,94569.0777103714
2,30,9,0.000700024210117423,0.00506714075893697,0.00330445311173786,1561065679.59058,4082107272.7829,65099.6771139917,9700.91004219221,1217.2070878604,16120.2440320367,31015.4884323181,131969.671772278
2,36,12,0.00095287592007279,0.00141673421481509,0.00273020598164996,4394506632.42812,1409259432.94671,3570.94395580116,824.617099310058,186.964295235122,91864.319262186,100314.777201579,114691.473205656
2,30,12,0.00061904747470088,0.00200968396442046,0.00124954769868533,3427635204.39086,2236659252.21515,8249.67734069087,2183.44438583982,650.648070491097,48845.9349074278,76132.4059153384,209040.466181078
2,36,6,0.000613651200555072,0.00383003780946452,0.00105020727926169,1340830368.63077,1288432166.50226,7800.18242139281,563.362690416347,56.8291321115071,22537.6936610488,23139.779277172,24958.8283066329
2,36,12,0.000559696528481022,0.00522985654448221,0.00295126046600787,4810544381.40594,4410578013.49507,70923.7559615913,10514.2737958284,1335.09371901488,32457.6151778062,59143.0776809413,241021.894491238
2,36,9,0.000500230915612192,0.00210255311751771,0.00215628911460273,3798153656.01993,3544080969.88238,6618.34782231273,1170.64172335023,186.724947595628,20510.7784374327,30511.1608288165,75249.6318196572
2,24,9,0.000569010382322501,0.00423730796312709,0.00194082603306305,2593268340.58719,3447591125.39774,71016.9662904832,14164.2748531064,2610.41652407413,19069.5691245832,38845.7846116167,183748.147062285
2,30,9,0.000802915576907104,0.00494896567678569,0.00354163272437742,4535625307.19713,3351592370.04989,49257.072785447,7737.33319419191,1055.56991718942,53389.7011790397,85614.6816522581,248839.534827195
2,24,6,0.000519932269146289,0.00156098212593408,0.00105467797847762,3252060867.9075,1350505484.32336,4523.46312675477,891.120420759586,156.290461677519,19810.1864076358,24704.4475480252,37285.6189420851
2,24,6,0.000923449138927589,0.00193126744829563,0.00219213128266918,1735418314.48628,3304526111.97598,9287.26767739547,1980.78244425564,388.808081267965,31143.5280067158,42957.5467089251,85101.4574372583
2,24,6,0.000761954517011798,0.00388252694644096,0.00330806941707114,2425762175.89882,2259884033.84783,22366.7243729335,3571.4726066478,479.522185015096,19164.7947578508,29655.4495499941,77608.6394246626
2,36,6,0.00092736126581125,0.00135018599240414,0.00270328133298244,2451773661.21894,1246530477.13622,1974.84437355364,261.71601684144,37.0148665979361,29043.6819276508,17866.4608487327,10608.4911660107
2,24,12,0.000846674804990735,0.00278897768797915,0.00246483640441087,3172221455.98576,4218915229.75316,22650.5865995533,7747.72433802118,3737.38048133875,51113.2375980937,90728.9985458302,416661.828413403
2,30,12,0.00071260600432978,0.00441756882591107,0.00112974636017031,3034173487.0794,3177902168.73103,91955.1707300546,14918.7848245372,2109.50342599486,80029.0652895583,136559.714333828,474780.591239421
2,36,9,0.000807122776798146,0.0035962244330059,0.00397115217623083,3689819657.8275,4010748405.12087,18404.4927894248,2791.40572499642,373.570721180488,45291.0288549962,66627.5526682109,158225.181538934
2,24,12,0.000686680924806813,0.00533495448808312,0.0014108314641077,4285132367.81594,2068215659.61047,102224.747935045,21439.5666760995,4372.75159797143,64723.3261215023,118826.179601988,541283.990843658
2,36,9,0.000630192465436479,0.00444407529251147,0.00166926832321032,4317340640.81769,1458773952.01491,21325.3369325379,2168.02769876667,218.494554420827,55756.2378551086,70834.0846560182,114143.765811819
