sample	pattern	L1 	L2	t1	t2	tp	rate	W	freq	Q	Tmax	Stiff
530	2	0.004894843	0.003902394	1.75E-07	7.55E-07	1.86E-05	0	0.000266177	34.59936817	0.241418227	209.3750252	0.000129144
531	2	0.006298587	0.002905997	1.88E-07	9.70E-07	2.48E-05	0	0.000247527	30.66106701	0.345375833	274.973286	1.85E-03
532	2	0.006787664	0.003020199	2.29E-07	7.81E-07	2.70E-05	0	0.000178086	24.3647483	0.344107613	250.4907222	9.84E-05
533	2	0.005953506	0.003952877	2.02E-07	7.72E-07	1.41E-05	0	0.00016468	38.94865884	0.41650046	297.5652029	0.000165371
534	2	0.003443481	0.00275042	1.83E-07	7.37E-07	2.63E-05	0	0.000206337	56.48921317	0.238420857	269.4092184	0.001533397
535	2	0.005084488	0.003548619	1.62E-07	8.50E-07	1.69E-05	0	0.000166924	47.97638173	0.479290625	380.6597418	0.000240149
536	2	0.005298466	0.003727875	1.70E-07	8.69E-07	2.80E-05	0	0.000139831	39.34436563	0.618243261	455.1451142	0.000231476
537	2	0.004193137	0.002993041	2.39E-07	8.01E-07	1.55E-05	0	0.000206792	64.65845897	0.262809544	258.9141817	0.00024229
538	2	0.005296998	0.002825609	1.51E-07	8.81E-07	2.01E-05	0	0.000176253	42.7514847	0.449335192	377.0639495	0.000223045
539	2	0.003259726	0.00271716	1.73E-07	6.81E-07	2.63E-05	0	0.000178687	58.41549741	0.248763807	285.7298996	0.000251018
540	2	0.003214301	0.002750103	2.27E-07	6.66E-07	2.82E-05	0	0.000163841	63.6606801	0.247586389	281.4005026	0.000301452
541	2	0.004319119	0.002408471	2.27E-07	6.28E-07	2.90E-05	0	0.000131642	42.16868168	0.28983325	286.8891032	0.000176286
542	2	0.004145783	0.003374258	1.64E-07	8.05E-07	2.44E-05	0	0.000285769	40.99190908	0.227023963	226.0700058	0.000133625
543	2	0.005928415	0.003499696	1.91E-07	6.96E-07	2.04E-05	0	0.000143815	30.4798856	0.403958166	297.9038343	0.000170377
544	2	0.006369552	0.003325866	2.32E-07	9.18E-07	1.94E-05	0	0.000161905	39.46800548	0.489652211	343.2170333	0.000554214
545	2	0.005750317	0.003973704	2.27E-07	9.32E-07	2.41E-05	0	0.000219067	36.00098111	0.386297883	285.5282112	0.000212643
546	2	0.006011496	0.002993444	2.37E-07	6.27E-07	2.94E-05	0	0.000119751	26.40206595	0.384618604	287.9304228	0.000119789
547	2	0.005187908	0.00280594	1.61E-07	8.90E-07	2.23E-05	0	0.000256594	37.09171062	0.290857497	267.465	0.000134076
548	2	0.005266482	0.003622638	2.08E-07	9.78E-07	2.74E-05	0	0.00020152	41.73156894	0.446288914	348.4625454	0.000242691
549	2	0.006155293	0.002946061	2.33E-07	7.29E-07	2.95E-05	0	0.000155642	26.64777541	0.351209696	268.4080034	0.000203758
550	2	0.003291323	0.003502447	2.33E-07	9.69E-07	1.65E-05	0	0.000260814	99.76916803	0.278797433	290.8185435	0.000581649
551	2	0.005153001	0.00292659	2.32E-07	9.81E-07	1.15E-05	0	0.000241734	64.98495342	0.30447468	271.4697176	0.000277244
552	2	0.003939706	0.002797791	1.77E-07	9.33E-07	2.99E-05	0	0.00022995	54.88663212	0.31895743	328.8732195	0.000326579
553	2	0.005815811	0.003864606	2.19E-07	8.27E-07	1.76E-05	0	0.000226916	35.04754461	0.314948483	240.3930392	0.00021035
554	2	0.004452914	0.002815239	1.87E-07	7.87E-07	2.01E-05	0	0.000282107	42.35632658	0.196159794	205.0915579	0.000119539
555	2	0.003825724	0.002677207	2.07E-07	7.95E-07	1.52E-05	0	0.000215919	70.77534973	0.23949055	260.3393231	0.00066758
556	2	0.006513311	0.0021219	1.94E-07	6.34E-07	2.13E-05	0	0.000207862	21.55394218	0.191040976	173.7049775	3.70E-05
557	2	0.006072232	0.002466181	2.09E-07	7.84E-07	2.72E-05	0	0.000232167	25.90900876	0.236109861	209.5039778	7.45E-05
558	2	0.004415517	0.002694373	1.75E-07	9.81E-07	1.60E-05	0	0.000131681	85.00677582	0.63495118	559.3327074	4.16E-03
559	2	0.004445188	0.003483258	2.21E-07	8.80E-07	1.01E-05	0	0.000174869	84.08079396	0.39778765	344.1325147	0.000581292
560	2	0.006605982	0.00263669	2.10E-07	7.19E-07	1.25E-05	0	0.000177671	33.33690641	0.289929378	228.1971588	4.43E-04
561	2	0.006270751	0.003962351	2.36E-07	6.34E-07	1.68E-05	0	0.000147226	29.40313961	0.355555099	249.3161935	0.00017083
562	2	0.004271222	0.003968897	2.05E-07	9.00E-07	2.68E-05	0	0.000133378	61.88538063	0.61771561	492.5713093	5.18E-04
563	2	0.00661239	0.002210248	2.25E-07	8.92E-07	2.43E-05	0	0.000126686	37.28445047	0.519291618	379.9906636	0.000334913
564	2	0.004783156	0.003017574	2.03E-07	9.44E-07	2.36E-05	0	0.000261168	45.60907602	0.283006901	263.9671702	0.000166132
565	2	0.005124971	0.003911792	1.57E-07	8.17E-07	1.56E-05	0	0.00019618	42.9226313	0.404190201	319.3338219	0.000230323
566	2	0.005739455	0.002416517	2.11E-07	7.30E-07	2.76E-05	0	0.000126679	33.15716388	0.403616283	326.5021319	0.000150537
567	2	0.003409631	0.003918234	1.65E-07	6.61E-07	1.31E-05	0	0.000117914	84.87649197	0.457327612	422.6774928	0.000432296
568	2	0.004817698	0.003337791	2.33E-07	9.16E-07	2.43E-05	0	0.00019452	49.58687532	0.37374521	317.2508457	0.000252587
569	2	0.005834353	0.003916119	2.01E-07	7.22E-07	2.58E-05	0	0.000147277	28.90604066	0.431728992	308.9991482	0.000167501
570	2	0.003937211	0.002929399	2.12E-07	8.46E-07	1.25E-05	0	0.000124759	101.4414048	0.498025765	461.3891672	0.000438779
571	2	0.004137836	0.003471466	1.91E-07	9.32E-07	2.87E-05	0	0.000179813	56.99341352	0.451365204	400.5291356	0.000491044
572	2	0.003208846	0.003142372	2.25E-07	7.28E-07	1.99E-05	0	0.000144331	87.0536717	0.339886624	355.2268296	0.000614351
573	2	0.006757095	0.002964611	2.04E-07	6.88E-07	1.19E-05	0	0.000112033	37.55692482	0.484641435	331.2873462	0.000126255
574	2	0.006278035	0.003542957	1.70E-07	9.58E-07	2.37E-05	0	0.000231369	30.2559058	0.420988908	308.5475507	0.000159181
575	2	0.006961525	0.002067384	1.92E-07	7.96E-07	2.17E-05	0	0.000116654	31.88734355	0.502420743	361.9171965	0.000102396
576	2	0.005640619	0.00210461	2.06E-07	8.85E-07	1.98E-05	0	0.00022352	40.77728723	0.262128783	249.868643	0.000114409
577	2	0.00385511	0.003291317	1.88E-07	6.41E-07	1.76E-05	0	0.000152572	55.5403933	0.298838033	290.4343512	0.000191941
578	2	0.003965142	0.003245848	2.02E-07	7.65E-07	1.44E-05	0	0.000271711	58.20817304	0.197258984	205.4451402	3.27E-04
579	2	0.006444033	0.002567878	2.12E-07	9.12E-07	2.91E-05	0	0.000283921	25.49596102	0.244546747	211.3472736	0.000142331
580	2	0.004539263	0.002325286	2.30E-07	6.46E-07	1.32E-05	0	0.000171166	53.92432925	0.221026757	228.2829124	1.89E-04
581	2	0.006391034	0.003165562	2.09E-07	9.70E-07	2.15E-05	0	0.000101995	47.96848574	0.899086067	576.4188015	0.000307595
582	2	0.006237509	0.003217617	1.98E-07	7.07E-07	1.52E-05	0	0.000196202	29.74011165	0.284786779	222.4760682	7.32E-05
583	2	0.003909366	0.002097205	1.67E-07	7.03E-07	1.40E-05	0	0.000221139	60.01158862	0.189262771	229.8642371	0.000243686
584	2	0.006294815	0.00362123	2.30E-07	8.83E-07	2.72E-05	0	0.000256217	26.4178171	0.297349278	224.9274567	0.000146621
585	2	0.003815187	0.003986686	1.59E-07	8.60E-07	1.43E-05	0	0.000148775	84.51043067	0.555517631	480.4514501	0.00049312
586	2	0.004358751	0.002395725	2.01E-07	9.80E-07	1.79E-05	0	0.000216893	69.87384502	0.320647369	328.4486744	0.000387365
587	2	0.005426149	0.003429286	1.90E-07	9.43E-07	2.84E-05	0	0.000250168	33.75479597	0.339359275	278.370696	0.000179643
588	2	0.004142367	0.003593632	1.64E-07	8.02E-07	2.22E-05	0	0.000240759	45.44753629	0.282129996	265.4871501	0.000202277
589	2	0.00453336	0.003457367	2.39E-07	6.22E-07	1.28E-05	0	0.000272613	41.95538032	0.151782705	151.2890836	8.88E-05
590	2	0.004686986	0.002822628	2.46E-07	9.00E-07	2.96E-05	0	0.000146703	53.62083512	0.449118957	388.4501543	0.000583424
591	2	0.003384907	0.002769164	2.00E-07	8.28E-07	2.95E-05	0	0.000198571	65.62042781	0.283789743	314.1489361	3.12E-04
592	2	0.004603531	0.003989981	1.76E-07	8.66E-07	2.93E-05	0	0.00023423	37.86926136	0.346509696	291.9090138	2.02E-04
593	2	0.004196699	0.003062253	1.50E-07	9.54E-07	1.81E-05	0	0.000160241	72.80626615	0.561876113	506.4208655	0.000387977
594	2	0.006802326	0.002921296	1.79E-07	6.34E-07	2.16E-05	0	0.000130614	22.47640433	0.384075557	273.818747	1.16E-04
595	2	0.003292377	0.00316113	1.79E-07	7.45E-07	2.45E-05	0	0.000271662	55.4270401	0.193150447	220.6101207	0.000239132
596	2	0.004391663	0.003923491	2.45E-07	6.82E-07	2.54E-05	0	0.000223106	37.50544678	0.226671913	204.6179809	0.000262937
597	2	0.00667569	0.003205075	2.20E-07	8.97E-07	1.77E-05	0	0.000150301	38.28328506	0.521281354	355.2117295	0.000175338
598	2	0.003147039	0.002944246	2.15E-07	7.12E-07	2.04E-05	0	0.000149133	84.19271496	0.311633314	339.8450815	0.000421092
599	2	0.004190033	0.003300948	2.39E-07	9.44E-07	1.42E-05	0	0.000179819	86.11544037	0.403817834	363.9803756	0.000393449
600	2	0.006551532	0.002513056	2.47E-07	8.48E-07	1.33E-05	0	0.00026524	35.97998534	0.221653732	191.6514411	0.000100936
601	2	0.005622772	0.003092905	1.75E-07	6.16E-07	1.47E-05	0	0.000172223	30.67678689	0.266518923	223.4799541	0.000113443
602	2	0.00553382	0.003972196	1.71E-07	9.03E-07	2.77E-05	0	0.000194446	33.43331197	0.474626502	350.928744	0.000180148
603	2	0.003635654	0.003621842	1.98E-07	6.47E-07	2.75E-05	0	0.000227037	41.59113881	0.201653592	207.1544362	1.77E-04
604	2	0.003389125	0.003816879	1.54E-07	6.16E-07	2.98E-05	0	0.000237236	37.75026611	0.202624945	211.5681822	0.000120273
605	2	0.004506757	0.003008649	2.26E-07	6.20E-07	2.45E-05	0	0.000240266	32.06999715	0.166256479	170.1808051	0.000245758
606	2	0.004835563	0.00316459	1.84E-07	6.68E-07	1.80E-05	0	0.000283955	31.62267512	0.166783012	165.0204184	0.000149802
607	2	0.003904182	0.002722013	1.82E-07	6.33E-07	2.03E-05	0	0.000266573	40.48750529	0.146046633	170.2948635	3.12E-04
608	2	0.006618454	0.003447192	1.88E-07	7.19E-07	2.38E-05	0	0.000276091	18.82550707	0.217051684	171.5866622	8.11E-05
609	2	0.006698193	0.002162506	1.98E-07	6.51E-07	1.51E-05	0	0.000276792	22.99242776	0.145811737	140.9345299	3.18E-05
610	2	0.003785108	0.002242707	2.04E-07	7.26E-07	1.76E-05	0	0.000258308	57.99866953	0.158983721	198.2413695	7.25E-04
611	2	0.006356718	0.003360473	1.92E-07	8.57E-07	1.43E-05	0	0.000223454	34.91011909	0.338936953	255.755204	0.000128825
612	2	0.005700765	0.003202047	1.85E-07	7.46E-07	1.34E-05	0	0.000259072	33.58509459	0.223526359	193.6224727	0.000137968
613	2	0.004970668	0.002709246	2.28E-07	6.95E-07	2.69E-05	0	0.000263305	29.5965478	0.173187948	175.3185125	0.000109143
614	2	0.006384913	0.002740374	1.88E-07	9.45E-07	1.93E-05	0	0.00021411	35.14356307	0.373649335	293.2955627	0.000141898
615	2	0.005781227	0.003921835	2.05E-07	8.55E-07	2.14E-05	0	0.000285422	29.69560665	0.264753682	209.200094	0.001454213
616	2	0.006455062	0.002339679	1.68E-07	6.97E-07	2.50E-05	0	0.000139827	24.78267229	0.374309599	292.5382976	9.81E-05
617	2	0.006931762	0.003419277	1.68E-07	9.43E-07	2.82E-05	0	0.000292333	21.41231944	0.325948374	240.1819399	0.00087388
618	2	0.005282399	0.003125758	1.68E-07	8.05E-07	2.10E-05	0	0.000133055	43.02078649	0.53162918	416.8457473	2.30E-04
619	2	0.004975572	0.003070235	1.70E-07	8.49E-07	1.05E-05	0	0.000163758	64.73962651	0.438667471	370.2129692	0.000318546
620	2	0.005131998	0.002653547	2.10E-07	7.45E-07	1.27E-05	0	0.000282763	41.94742234	0.173179838	175.395772	0.000106848
621	2	0.005562235	0.003317548	2.18E-07	8.98E-07	2.68E-05	0	0.000203331	35.70396168	0.36925174	293.534176	0.000248842
622	2	0.003607475	0.002761329	2.32E-07	6.69E-07	1.66E-05	0	0.000293294	56.10473379	0.134871706	164.4794762	1.42E-04
623	2	0.00622517	0.002444376	2.50E-07	6.25E-07	1.85E-05	0	0.000180868	27.61477202	0.219479221	188.8907478	0.000205946
624	2	0.004601172	0.002223845	1.92E-07	8.45E-07	2.98E-05	0	0.00014398	49.29669584	0.406935144	386.8344836	0.000213115
625	2	0.004416324	0.002532484	1.79E-07	6.75E-07	1.05E-05	0	0.000189881	57.46052363	0.228922122	236.492521	0.000292123
626	2	0.003974561	0.003737453	2.03E-07	9.66E-07	2.95E-05	0	0.000217085	58.06453158	0.388388082	350.3852458	3.75E-04
627	2	0.003475902	0.003853065	2.09E-07	9.53E-07	1.85E-05	0	0.000221451	87.70348343	0.361741625	345.0068745	0.000680943
628	2	0.003283054	0.003849545	2.14E-07	6.42E-07	2.40E-05	0	0.000179161	58.19384608	0.256253426	258.4456068	0.000322031
629	2	0.003339619	0.002428958	1.75E-07	6.91E-07	2.41E-05	0	0.000250831	53.60479943	0.165837066	211.1575676	0.000146362
630	2	0.005189147	0.003106967	2.13E-07	9.94E-07	2.27E-05	0	0.000220091	47.28726969	0.37617549	317.8559916	0.001185669
631	2	0.006636748	0.003141673	1.84E-07	9.83E-07	1.88E-05	0	0.000220309	33.99265359	0.423505497	309.5507432	1.19E-04
632	2	0.005881049	0.003357557	1.71E-07	6.33E-07	1.55E-05	0	0.000273504	23.37224552	0.178152514	155.7398322	5.96E-05
633	2	0.005237428	0.002929256	1.93E-07	9.10E-07	2.31E-05	0	0.000231546	39.91231046	0.317265584	279.2029527	0.000164811
634	2	0.003644084	0.002864754	2.01E-07	7.50E-07	1.96E-05	0	0.000168484	68.19702928	0.301250639	313.9332351	0.000252872
635	2	0.006108586	0.002767888	2.21E-07	7.92E-07	2.46E-05	0	0.000287512	25.22978492	0.200338052	179.1042053	2.10E-05
636	2	0.005069018	0.003806137	1.72E-07	9.49E-07	1.17E-05	0	0.000193081	62.86150501	0.486834069	381.2531858	0.000328487
637	2	0.003087719	0.003616561	1.68E-07	6.66E-07	1.36E-05	0	0.000238287	72.36709089	0.201938817	222.793343	0.000221686
638	2	0.003855054	0.00259621	2.27E-07	8.00E-07	2.82E-05	0	0.000111571	71.12145207	0.485359278	463.8405106	4.73E-04
639	2	0.004747008	0.003144509	2.07E-07	9.30E-07	1.25E-05	0	0.000160023	75.57896977	0.472825421	398.8829842	0.000430607
640	2	0.003008488	0.003902215	2.27E-07	9.01E-07	1.28E-05	0	0.000169864	139.7520665	0.418935785	411.2140664	0.0011151
641	2	0.003605362	0.002993441	2.31E-07	8.53E-07	2.38E-05	0	0.000227914	67.32878865	0.252760388	269.6439716	0.000306179
642	2	0.005917287	0.003719691	2.13E-07	6.72E-07	2.15E-05	0	0.000132713	30.6709288	0.423334221	303.5385134	0.00016511
643	2	0.006624207	0.002154686	1.84E-07	8.32E-07	1.95E-05	0	0.000261064	27.42135816	0.225604098	203.7556282	9.22E-05
644	2	0.005123113	0.002454621	2.21E-07	6.59E-07	2.32E-05	0	0.000226797	30.55880703	0.182438799	183.7498025	8.28E-05
645	2	0.003917225	0.002364456	1.67E-07	6.60E-07	1.41E-05	0	0.000290992	49.05701717	0.13438182	168.6345829	1.32E-04
646	2	0.003063633	0.003915029	1.53E-07	9.88E-07	1.60E-05	0	0.000205015	114.314067	0.482907391	472.9576393	0.002896452
647	2	0.006449357	0.00379281	1.69E-07	8.64E-07	2.88E-05	0	0.000295141	20.77988526	0.290056888	218.1394106	7.84E-05
648	2	0.003431741	0.002357798	2.25E-07	6.20E-07	1.14E-05	0	0.000197825	78.41854889	0.169673844	209.9155862	0.00015789
649	2	0.006399575	0.003994083	1.50E-07	8.17E-07	2.72E-05	0	0.000281828	19.82996573	0.303441496	224.1158585	7.18E-05
650	2	0.006381402	0.003757746	2.25E-07	6.47E-07	2.02E-05	0	0.000133766	27.48498664	0.40085173	276.5171493	0.000121799
651	2	0.006324446	0.003856022	1.67E-07	9.53E-07	1.78E-05	0	0.000176514	38.0562062	0.589761104	399.1089287	0.000171243
652	2	0.004085812	0.003735766	2.24E-07	7.79E-07	2.42E-05	0	0.000288866	43.51730602	0.200097423	195.1269659	0.000407231
653	2	0.003696471	0.002489193	2.14E-07	9.23E-07	2.71E-05	0	0.000179624	73.85598325	0.349599029	372.4065734	0.000671647
654	2	0.003461975	0.002160562	1.86E-07	9.32E-07	1.43E-05	0	0.000258208	97.09626007	0.22840825	288.8063568	1.11E-03
655	2	0.005618753	0.002052293	2.29E-07	9.69E-07	1.98E-05	0	0.000266802	44.65183399	0.232521899	232.6225685	0.000717263
656	2	0.003525415	0.003519567	2.43E-07	9.33E-07	1.52E-05	0	0.000142604	117.6228226	0.506988588	467.6120049	0.000853358
657	2	0.005089259	0.002794714	1.98E-07	9.98E-07	2.21E-05	0	0.000288982	44.5370527	0.271654017	256.2454096	4.59E-04
658	2	0.004961769	0.002875893	2.27E-07	8.98E-07	1.89E-05	0	0.0001106	67.75974165	0.634033357	501.3545558	0.000383625
659	2	0.003351287	0.003595972	2.16E-07	6.13E-07	2.11E-05	0	0.00024396	50.58882664	0.167236245	182.8232327	0.000170816
660	2	0.003441632	0.002433295	2.31E-07	6.55E-07	2.76E-05	0	0.000284711	47.5409456	0.124929149	164.4100864	0.000305965
661	2	0.003051022	0.002754319	1.67E-07	8.16E-07	1.20E-05	0	0.000107854	145.2508807	0.568161728	599.7510227	9.69E-04
662	2	0.006732916	0.003943184	1.86E-07	8.58E-07	1.14E-05	0	0.000141582	42.84872552	0.610323306	388.7548259	0.000260658
663	2	0.003158415	0.002938719	1.65E-07	9.97E-07	1.85E-05	0	0.000291074	93.84844611	0.275095401	318.5732613	0.000452297
664	2	0.005896988	0.003161783	2.04E-07	8.82E-07	1.01E-05	0	0.000256503	46.39062784	0.276509537	229.0281097	0.000141061
665	2	0.006707438	0.002016591	2.32E-07	9.07E-07	2.99E-05	0	0.000145531	32.5158874	0.437458271	335.2933477	0.000136446
666	2	0.006678169	0.003283999	1.61E-07	7.07E-07	2.53E-05	0	0.000261102	17.37412167	0.235339937	185.5163555	9.61E-05
667	2	0.003417012	0.002939518	1.72E-07	9.69E-07	1.64E-05	0	0.000271509	88.46471762	0.280179552	311.276517	0.000488099
668	2	0.004039387	0.003756126	1.69E-07	9.04E-07	1.06E-05	0	0.000228468	80.53395939	0.358401515	326.8761394	4.63E-04
669	2	0.005267484	0.002752819	1.71E-07	9.17E-07	1.29E-05	0	0.000197828	55.44379529	0.386178031	335.0262924	0.000155021
670	2	0.003051383	0.002373224	1.99E-07	9.35E-07	1.28E-05	0	0.000246443	125.7757504	0.240144786	305.9333231	0.000360268
671	2	0.005764268	0.002068985	1.99E-07	9.89E-07	1.22E-05	0	0.000248643	54.52783996	0.278271887	266.1958848	0.000146034
672	2	0.005554165	0.003188366	2.00E-07	8.27E-07	1.85E-05	0	0.000115248	48.98371667	0.608494205	446.9226458	0.000311889
673	2	0.004162347	0.00312267	2.13E-07	9.72E-07	2.96E-05	0	0.000118719	73.32189447	0.688470791	583.5077764	0.000579799
674	2	0.00564694	0.003205546	1.97E-07	7.43E-07	1.95E-05	0	0.000234204	29.97902186	0.245718367	209.0452819	9.06E-05
675	2	0.006838581	0.002178169	2.30E-07	8.36E-07	2.82E-05	0	0.000120226	31.51575577	0.50262324	360.0260152	0.000129074
676	2	0.004173179	0.002103176	2.00E-07	9.07E-07	1.57E-05	0	0.000145072	86.71710405	0.412926006	420.3327912	0.000300137
677	2	0.004325159	0.002906503	2.24E-07	8.04E-07	1.77E-05	0	0.000281097	50.77792742	0.191220779	200.17944	0.000243781
678	2	0.006861031	0.003256535	1.63E-07	8.47E-07	1.77E-05	0	0.000298239	23.75959563	0.26267659	203.8384195	7.00E-05
679	2	0.004147309	0.003412383	2.04E-07	6.77E-07	2.38E-05	0	0.000110091	54.04991738	0.466756568	403.6136531	3.86E-04
680	2	0.003737736	0.002091317	2.39E-07	9.36E-07	1.24E-05	0	0.000182083	114.2208746	0.301631354	343.2010161	7.02E-04
681	2	0.003480914	0.003144185	2.45E-07	7.03E-07	2.98E-05	0	0.000169962	58.21727364	0.270980217	281.3441284	0.000290967
682	2	0.003834089	0.003331654	2.47E-07	8.49E-07	1.13E-05	0	0.000174702	99.43301634	0.346929417	330.0178054	0.000649662
683	2	0.003665006	0.002462556	1.55E-07	9.61E-07	2.59E-05	0	0.000174603	75.3162478	0.445722015	471.8763964	0.000604477
684	2	0.006328219	0.003507669	2.12E-07	7.58E-07	1.72E-05	0	0.00011777	37.69988085	0.555775969	374.2135565	0.000159549
685	2	0.004366708	0.003097341	1.96E-07	8.58E-07	2.03E-05	0	0.000262885	49.31203499	0.246213436	242.2436072	0.000708234
686	2	0.003388733	0.002927427	2.09E-07	6.75E-07	2.22E-05	0	0.000110388	76.92069497	0.410632872	414.5014463	0.000448946
687	2	0.005302908	0.003684689	2.00E-07	7.76E-07	1.30E-05	0	0.000105656	59.68110483	0.640147992	461.445887	0.000277163
688	2	0.006026679	0.003592212	1.79E-07	6.46E-07	1.75E-05	0	0.000265779	22.10896645	0.194573328	161.8414271	0.000322691
689	2	0.006367106	0.003330477	2.46E-07	9.77E-07	1.23E-05	0	0.000229657	46.68962166	0.35343694	264.1839943	0.000318858
690	2	0.004923216	0.002133041	2.40E-07	7.99E-07	2.54E-05	0	0.000112072	53.94735057	0.454382791	400.816858	0.000234488
691	2	0.00404983	0.003302139	1.63E-07	8.55E-07	1.77E-05	0	0.00025314	56.38514197	0.28309262	278.1537523	2.22E-04
692	2	0.005611663	0.002762978	1.80E-07	7.36E-07	2.84E-05	0	0.000191253	26.83019321	0.289628423	249.0545013	0.000116964
693	2	0.004769988	0.002908372	2.45E-07	6.88E-07	2.76E-05	0	0.000103975	46.09077817	0.466046228	385.7823171	4.27E-04
694	2	0.00436706	0.003532055	1.84E-07	8.48E-07	1.91E-05	0	0.000102033	73.12392871	0.746152839	592.4737157	0.001949851
695	2	0.005396325	0.003203137	2.15E-07	7.37E-07	1.99E-05	0	0.000240355	32.0919842	0.225300695	198.4210177	0.000866647
696	2	0.00655121	0.002110116	1.60E-07	8.60E-07	2.53E-05	0	0.000297592	23.92809995	0.219620023	206.5312539	4.78E-05
697	2	0.003501299	0.002728954	2.18E-07	7.50E-07	2.73E-05	0	0.000158395	65.22547736	0.307532795	328.2269183	0.000308335
698	2	0.0035339	0.003345301	1.70E-07	9.47E-07	2.50E-05	0	0.000183876	76.30927686	0.456740488	443.6676896	5.93E-04
699	2	0.003000924	0.002298927	1.77E-07	9.49E-07	2.20E-05	0	0.000164238	115.3729711	0.404654318	481.5905458	6.00E-04
700	2	0.004137172	0.002870632	2.40E-07	9.70E-07	2.01E-05	0	0.000225516	70.83961345	0.306455599	304.0316823	4.36E-04
701	2	0.005877056	0.002047826	2.07E-07	6.19E-07	1.85E-05	0	0.000193547	27.78090093	0.188955017	182.4799008	7.28E-05
702	2	0.003090512	0.002130148	2.42E-07	8.14E-07	1.73E-05	0	0.000172789	111.8546683	0.256953033	322.3378494	0.000361173
703	2	0.003605495	0.002299217	1.85E-07	7.34E-07	2.57E-05	0	0.000197348	55.87900831	0.225548799	265.8149016	1.77E-04
704	2	0.004859192	0.002262505	2.39E-07	8.70E-07	2.67E-05	0	0.000231298	43.86986699	0.235956213	241.6023847	0.000417415
705	2	0.006935668	0.00395958	1.75E-07	8.50E-07	2.46E-05	0	0.000199634	23.33273717	0.44121634	292.0388036	0.000886795
706	2	0.006399313	0.002381836	1.62E-07	6.01E-07	1.31E-05	0	0.000206832	24.42319959	0.198657658	176.5724728	3.95E-05
707	2	0.005042534	0.002770432	1.81E-07	6.01E-07	2.63E-05	0	0.000227684	24.09732341	0.175638215	173.516608	7.14E-05
708	2	0.004793358	0.002488172	2.30E-07	9.30E-07	2.70E-05	0	0.00019345	50.06220627	0.332490821	313.1293965	0.000209941
709	2	0.006882796	0.003682488	1.58E-07	6.95E-07	2.64E-05	0	0.000181166	18.19865415	0.364832779	252.3749658	6.51E-05
710	2	0.004865249	0.003903072	2.47E-07	9.06E-07	2.15E-05	0	0.000283185	43.7478239	0.259784957	222.483354	0.000262388
711	2	0.00498173	0.002332025	1.83E-07	7.19E-07	2.12E-05	0	0.000113495	46.15955332	0.438987029	384.0930226	0.000240912
712	2	0.003275911	0.002333569	2.45E-07	9.24E-07	2.42E-05	0	0.000294049	82.4097722	0.180242197	234.6251937	0.000377876
713	2	0.006993707	0.00397491	1.65E-07	9.83E-07	2.06E-05	0	0.000114817	38.27058789	1.038985823	605.2253211	0.000263661
714	2	0.004247284	0.003790342	2.33E-07	6.01E-07	2.28E-05	0	0.000260637	33.38572931	0.161434028	158.455748	0.000128241
715	2	0.003980523	0.002128244	1.76E-07	6.41E-07	1.97E-05	0	0.000183777	48.02578075	0.201864061	234.7081565	0.000780535
716	2	0.004525156	0.00377353	1.92E-07	7.14E-07	1.10E-05	0	0.000143833	63.76221565	0.401623739	334.816982	0.000404346
717	2	0.003956704	0.002058517	2.20E-07	6.03E-07	2.22E-05	0	0.000181618	46.6213621	0.175452877	209.1274258	0.000149396
718	2	0.003995787	0.003304919	1.82E-07	6.41E-07	2.07E-05	0	0.000132974	50.95534819	0.354570876	329.8999453	3.09E-04
719	2	0.006533755	0.003332914	2.35E-07	9.05E-07	2.61E-05	0	0.00022659	28.03724285	0.337394869	249.6929895	0.000119369
720	2	0.005841709	0.003377327	1.82E-07	8.13E-07	2.75E-05	0	0.000110908	36.06052452	0.678953408	472.3059653	0.000231571
721	2	0.005001603	0.002865526	2.40E-07	8.52E-07	2.97E-05	0	0.00021704	38.36828964	0.279022475	253.826357	0.000219279
722	2	0.006362546	0.002937628	2.05E-07	6.72E-07	2.27E-05	0	0.000292592	19.51771605	0.16528433	146.8546341	6.74E-05
723	2	0.005136055	0.002959229	2.29E-07	6.37E-07	2.76E-05	0	0.000100775	37.4760007	0.453666813	360.7294407	1.89E-04
724	2	0.005046116	0.003356927	2.07E-07	7.91E-07	1.64E-05	0	0.000220316	43.08107046	0.277998553	241.6207115	0.000635323
725	2	0.006652611	0.003365036	2.45E-07	6.40E-07	2.02E-05	0	0.000122026	27.74593544	0.410773812	280.5196247	0.000122267
726	2	0.005181048	0.003377572	1.65E-07	9.11E-07	1.80E-05	0	0.00027966	40.1752589	0.296019352	257.1063398	0.00017198
727	2	0.004228175	0.002122102	1.72E-07	6.33E-07	2.90E-05	0	0.000103274	44.91425463	0.383919406	380.2261177	0.000247651
728	2	0.003458674	0.00202482	1.72E-07	6.05E-07	2.28E-05	0	0.000203398	49.54401957	0.160574321	211.6464136	0.001447685
729	2	0.003982169	0.002387495	1.59E-07	7.47E-07	1.02E-05	0	0.00022054	70.6513064	0.226765134	255.8018323	0.001055256
730	2	0.004915419	0.002616235	2.24E-07	9.36E-07	1.52E-05	0	0.000202848	62.19492203	0.329658456	304.331059	0.000199069
