Sample	pattern	L1 	L2	t1	t2	tp	rate	W	freq	Q	Tmax	Stiff		400	sample	10975	sec	27.4375
537	1	0.005305999	0.003919001	2.12E-07	6.60E-07	2.68E-05	0.24353848	0.000245233	24.33840244	0.385641461	231.8478742	0.000442693						
538	1	0.003645406	0.002594021	1.92E-07	8.11E-07	1.55E-05	0.517113895	0.000265591	63.20718362	0.248861977	218.1617653	0.012981838						
539	1	0.004094992	0.003231389	1.60E-07	8.68E-07	1.69E-05	0.318120896	0.000233899	59.95638796	0.501241775	345.5192294	0.000877338						
540	1	0.005721712	0.002787546	1.89E-07	6.83E-07	2.45E-05	0.570588655	0.000263861	19.77210932	0.235829812	163.7602915	8.10E-05						
541	1	0.00505648	0.002386287	2.10E-07	6.79E-07	1.82E-05	0.371632716	0.000270615	30.74250578	0.234548118	182.3524533	0.000346263						
542	1	0.006702634	0.002746155	2.20E-07	8.35E-07	1.20E-05	0.569883291	0.000182479	35.38134913	0.460668128	272.825581	0.000484487						
543	1	0.003222202	0.002768095	1.74E-07	6.91E-07	1.71E-05	0.400999339	0.000284821	60.27494785	0.213320365	192.6587615	0.000544558						
544	1	0.006212951	0.002700544	1.96E-07	9.80E-07	1.27E-05	0.482432577	0.000114061	59.9245436	1.067089131	600.1510267	0.000552324						
545	1	0.006726811	0.002217802	2.15E-07	6.58E-07	2.39E-05	0.21748936	0.000225123	18.51387089	0.342676142	228.6319978	0.000261473						
546	1	0.006191695	0.003972421	1.94E-07	7.38E-07	1.10E-05	0.432405167	0.000145041	40.94843696	0.68691256	359.491844	0.000442491						
547	1	0.005405501	0.002505037	2.15E-07	6.24E-07	2.88E-05	0.333591172	0.000118506	30.34396723	0.56612068	374.7280629	0.000520975						
548	1	0.005604199	0.003007822	2.03E-07	7.52E-07	2.54E-05	0.459709096	0.000156502	31.32570611	0.531528836	326.9671453	0.000365872						
549	1	0.006688735	0.002661344	2.31E-07	9.15E-07	1.25E-05	0.365999309	0.000131478	49.78066771	0.879946715	489.5789437	0.000586917						
550	1	0.005749331	0.003315408	2.18E-07	6.04E-07	1.26E-05	0.536766199	0.000252781	25.99173094	0.223480137	147.6819928	9.95E-05						
551	1	0.005987794	0.003889047	2.42E-07	6.89E-07	2.02E-05	0.408980766	0.000257548	24.3071025	0.32428639	189.3930035	0.000224031						
552	1	0.005469568	0.003116481	2.23E-07	6.25E-07	1.99E-05	0.334956433	0.000145985	32.77156454	0.500198772	310.2969931	0.000750986						
553	1	0.005206552	0.003487371	1.91E-07	8.03E-07	1.26E-05	0.317131857	0.000142967	56.9028193	0.791311326	461.250022	0.000970786						
554	1	0.004799863	0.002480564	1.76E-07	9.57E-07	2.17E-05	0.447231951	0.000287735	41.54138573	0.359966945	267.4660522	0.000968229						
555	1	0.004002876	0.002205075	2.05E-07	7.77E-07	2.38E-05	0.359768475	0.000251888	46.91840039	0.273689135	236.3278984	0.000576265						
556	1	0.005269654	0.002411168	2.44E-07	8.05E-07	1.55E-05	0.581171366	0.000145828	49.6399925	0.453105952	312.2307649	0.000321627						
557	1	0.005757683	0.003415745	2.16E-07	9.12E-07	2.16E-05	0.551492524	0.000200646	35.36090259	0.512814132	298.5977678	0.000313001						
558	1	0.004571797	0.002485271	1.78E-07	9.62E-07	2.41E-05	0.351473478	0.000270611	45.74662735	0.421347155	314.3359338	0.000709123						
559	1	0.005532087	0.002063114	2.42E-07	7.88E-07	2.04E-05	0.33448664	0.000253262	32.72070149	0.291468988	223.0707416	0.000254144						
560	1	0.00550394	0.002653804	1.81E-07	8.58E-07	1.87E-05	0.294460387	0.000120577	50.02597879	0.985188088	604.7867331	0.000879379						
561	1	0.006887131	0.003397795	2.16E-07	7.30E-07	1.04E-05	0.214533961	0.000214095	30.81684571	0.526179362	287.1507958	0.000744154						
562	1	0.004058971	0.002381317	1.95E-07	9.07E-07	2.26E-05	0.316817254	0.00016294	69.51011491	0.619951792	474.6537912	0.001085844						
563	1	0.003312952	0.002343888	2.22E-07	6.36E-07	2.84E-05	0.231889148	0.000185935	56.00673646	0.317500728	283.0987714	0.003239436						
564	1	0.005288576	0.003663545	1.85E-07	9.12E-07	2.42E-05	0.350797478	0.000218188	37.88067828	0.622862827	362.891935	0.000892371						
565	1	0.0045753	0.002856618	1.92E-07	6.88E-07	1.99E-05	0.425926599	0.000107974	51.87717696	0.656312787	439.7562814	0.003125219						
566	1	0.003196572	0.003744562	2.36E-07	7.35E-07	2.95E-05	0.26308707	0.000290955	57.76479754	0.294156378	221.792343	0.001530492						
567	1	0.003011673	0.00249636	1.85E-07	6.93E-07	2.51E-05	0.379377298	0.000145186	78.29867865	0.411077923	363.3758752	0.000942617						
568	1	0.004037778	0.002691589	2.40E-07	6.05E-07	1.26E-05	0.536248404	0.000177613	55.5913268	0.250735399	204.9338396	0.000270924						
569	1	0.003853065	0.003870469	2.47E-07	7.50E-07	2.97E-05	0.431744673	0.000124417	62.51992017	0.644394592	407.7704624	0.001206083						
570	1	0.005484626	0.002979808	1.72E-07	6.58E-07	2.27E-05	0.467857304	0.000260483	21.57656253	0.262535106	178.6436402	0.001002935						
571	1	0.004886412	0.003888956	2.09E-07	6.91E-07	2.37E-05	0.499567418	0.000164129	35.21559243	0.453635877	275.9477587	0.000700578						
572	1	0.006992573	0.002539467	2.43E-07	8.79E-07	1.19E-05	0.573863021	0.000149174	40.43029388	0.580688917	333.1989593	0.000370433						
573	1	0.004919137	0.003765055	2.28E-07	6.07E-07	2.54E-05	0.432203868	0.00023716	25.92643128	0.273012528	177.8598532	0.000428779						
574	1	0.005504419	0.002222294	1.71E-07	6.15E-07	1.89E-05	0.314917692	0.000165316	28.23085092	0.390913459	282.4181207	0.000340338						
575	1	0.004985808	0.00236341	2.43E-07	9.76E-07	2.18E-05	0.561202579	0.000100162	69.59959728	0.888905064	579.0083557	0.000733983						
576	1	0.005731572	0.002147702	2.50E-07	7.26E-07	2.62E-05	0.434856587	0.00019229	28.29927456	0.333550128	240.4402666	0.000192236						
577	1	0.004910382	0.003104907	1.68E-07	8.35E-07	1.31E-05	0.415048569	0.000189091	53.15277445	0.544005198	352.1483089	0.00049363						
578	1	0.0048476	0.003668219	2.50E-07	9.89E-07	2.49E-05	0.214531694	0.000139991	63.76509861	1.135916934	637.1217796	3.09E-03						
579	1	0.003754416	0.003155095	2.13E-07	7.46E-07	2.27E-05	0.301407283	0.000278259	49.86889348	0.291878879	220.0984019	0.00111362						
580	1	0.004145437	0.002250838	2.03E-07	9.28E-07	1.60E-05	0.374805029	0.000257536	65.65468557	0.348979637	287.0142861	0.000655505						
581	1	0.005202159	0.003972229	2.19E-07	9.88E-07	1.19E-05	0.223377237	0.000279618	57.31600907	0.594133786	341.6709721	0.001800951						
582	1	0.003493273	0.003261451	1.87E-07	7.28E-07	2.59E-05	0.442984675	0.000160341	60.48937737	0.442504759	332.9233569	0.000859648						
583	1	0.004847889	0.002585185	2.33E-07	8.28E-07	1.14E-05	0.268349932	0.000153262	71.66152785	0.624974103	428.2889567	0.001026571						
584	1	0.00524123	0.002404181	1.99E-07	8.92E-07	2.91E-05	0.232027256	0.000252474	32.86081241	0.451181977	319.6730045	0.000661913						
585	1	0.006752985	0.003948948	2.11E-07	9.83E-07	1.66E-05	0.20014625	0.000280243	31.43866842	0.675511997	346.4695113	0.000996066						
586	1	0.00493312	0.002294949	1.81E-07	6.69E-07	2.19E-05	0.339585077	0.000231522	29.65725783	0.287117921	223.5030012	0.000232751						
587	1	0.003214774	0.002094336	1.56E-07	6.29E-07	1.03E-05	0.493918688	0.000294736	62.54201501	0.146082949	156.6560042	0.000785084						
588	1	0.006009542	0.002066627	1.62E-07	7.05E-07	2.79E-05	0.597629554	0.000294412	15.92416037	0.199892845	156.6277056	0.00143616						
589	1	0.004387145	0.002584604	1.69E-07	8.97E-07	2.44E-05	0.373575122	0.000137779	60.31323216	0.795899617	558.9005958	0.000907096						
590	1	0.003182373	0.003310947	2.28E-07	9.45E-07	2.57E-05	0.339128499	0.000186698	98.40369624	0.560569851	417.2242403	2.29E-03						
591	1	0.003221554	0.003638883	1.61E-07	6.02E-07	1.55E-05	0.204199773	0.000288554	55.32400804	0.267764455	205.9465878	0.000382101						
592	1	0.003566467	0.00296562	2.08E-07	7.17E-07	1.88E-05	0.254922192	0.000179653	69.11935051	0.441955363	335.8018297	0.001308054						
593	1	0.006811047	0.002720089	2.34E-07	6.17E-07	1.85E-05	0.325525951	0.000115128	27.28547968	0.642025798	363.1972644	0.000428803						
594	1	0.006783931	0.003709007	1.67E-07	8.14E-07	1.59E-05	0.232554964	0.000280574	23.8230754	0.524544971	282.3119714	0.000503132						
595	1	0.0061499	0.002348817	2.22E-07	6.93E-07	1.41E-05	0.590668218	0.000143226	33.67264258	0.404068349	265.3666485	0.00013675						
596	1	0.004527396	0.003270578	1.55E-07	6.93E-07	2.75E-05	0.20122543	0.000192029	33.1764862	0.540315026	357.734843	0.00080779						
597	1	0.004859765	0.003648144	2.37E-07	7.20E-07	1.47E-05	0.375101042	0.000266316	40.91423094	0.306572776	199.3563569	0.003050373						
598	1	0.005028349	0.002370949	1.65E-07	9.63E-07	2.99E-05	0.53072422	0.000178016	40.07125283	0.58900173	412.6688425	0.000375585						
599	1	0.006816231	0.003787684	2.34E-07	8.73E-07	1.34E-05	0.373714063	0.00014751	41.51413293	0.872606352	430.0854768	0.00095786						
600	1	0.003100249	0.002537293	2.48E-07	7.25E-07	2.14E-05	0.358415968	0.000222333	77.89714924	0.265188695	239.3135333	0.010805068						
601	1	0.005771067	0.002408972	1.56E-07	8.49E-07	2.38E-05	0.428624736	0.000159357	33.65662382	0.655377218	425.1806428	0.000333714						
602	1	0.00426489	0.003618996	1.87E-07	8.80E-07	2.27E-05	0.280318667	0.000292916	46.73184804	0.429270028	282.5336672	0.00183904						
603	1	0.005392711	0.002167407	2.04E-07	9.38E-07	1.08E-05	0.483739865	0.000165872	64.37684371	0.553085163	387.8835546	0.000398689						
604	1	0.006441244	0.003001797	2.49E-07	7.71E-07	1.53E-05	0.264338132	0.00019459	33.24059097	0.521897826	303.0626813	0.000458808						
605	1	0.003635591	0.002536684	2.26E-07	8.44E-07	2.93E-05	0.429145831	0.000254664	54.43804826	0.283587001	238.4227499	0.003175246						
606	1	0.004800894	0.002574114	2.25E-07	6.38E-07	1.21E-05	0.34183681	0.000246979	40.93683871	0.247198865	189.2007803	0.005249984						
607	1	0.005322534	0.002597711	2.21E-07	7.44E-07	2.44E-05	0.233480042	0.000299065	26.92436961	0.292038911	209.1887184	0.000321327						
608	1	0.004872824	0.002187606	2.23E-07	9.65E-07	1.17E-05	0.4210524	0.00020399	70.54181612	0.456769373	342.7498394	0.00049095						
609	1	0.005740596	0.00259931	2.10E-07	6.79E-07	2.31E-05	0.383872152	0.000239671	23.67028575	0.290725451	201.1025445	0.004481122						
610	1	0.003630637	0.002843572	2.10E-07	7.29E-07	2.66E-05	0.300472281	0.000124537	68.09866314	0.630765149	467.7638601	0.001526328						
611	1	0.00675043	0.003310416	2.25E-07	9.24E-07	1.10E-05	0.490195622	0.000182942	42.99445359	0.627552255	336.003478	0.000421013						
612	1	0.003556176	0.003265115	1.75E-07	9.36E-07	2.67E-05	0.357903495	0.000190614	73.38454824	0.619007887	442.6525135	0.001392982						
613	1	0.006846381	0.002016357	1.90E-07	7.95E-07	2.24E-05	0.257075168	0.000114002	31.28880735	0.890010843	533.0274501	0.00049917						
614	1	0.005616907	0.002436639	1.62E-07	6.17E-07	1.33E-05	0.546907208	0.000202221	26.99492914	0.269934069	195.5625127	0.000156675						
615	1	0.006065043	0.002269902	1.56E-07	8.69E-07	1.96E-05	0.325393466	0.000199084	32.29597983	0.58249656	384.2046003	0.000413178						
616	1	0.004294004	0.003818203	1.95E-07	8.99E-07	1.37E-05	0.282811682	0.000116984	94.13450847	1.167850385	679.4167547	0.033214577						
617	1	0.005235663	0.003323401	2.44E-07	6.16E-07	1.33E-05	0.330267042	0.000187625	38.79142949	0.372349243	237.9379078	0.000612851						
618	1	0.003359729	0.003620639	1.90E-07	8.62E-07	2.13E-05	0.326838938	0.000100624	112.3647701	1.107788644	717.4743095	0.003231068						
619	1	0.004063735	0.002920896	2.12E-07	9.21E-07	2.12E-05	0.517416175	0.000104961	86.14726508	0.868819733	581.864253	0.001116799						
620	1	0.004092355	0.003645823	2.19E-07	8.42E-07	1.77E-05	0.464417559	0.000113107	83.34723954	0.814788684	504.3222283	0.001202488						
621	1	0.003916689	0.002184509	1.74E-07	9.61E-07	1.43E-05	0.563691305	0.000195905	79.72414556	0.418985326	352.826677	0.000429847						
622	1	0.00377513	0.002895975	2.12E-07	8.38E-07	2.33E-05	0.369546873	0.000153536	72.38775117	0.573491024	418.0304899	0.001222991						
623	1	0.006197295	0.003864626	1.97E-07	7.23E-07	1.88E-05	0.31000519	0.000161372	29.77979358	0.674921275	358.6824492	0.000511894						
624	1	0.00355499	0.002333095	1.99E-07	6.35E-07	2.85E-05	0.264191679	0.000129695	56.24603234	0.474118614	397.2438718	0.001043044						
625	1	0.005870894	0.003349789	1.86E-07	6.36E-07	1.02E-05	0.515322855	0.000174556	33.93523744	0.38116877	231.3218005	0.000174896						
626	1	0.004789144	0.002199249	2.31E-07	8.64E-07	1.90E-05	0.410665895	0.000206672	50.44380919	0.382894681	293.858194	0.000473689						
627	1	0.005518724	0.003293129	1.69E-07	9.21E-07	1.39E-05	0.294277345	0.000182259	50.50815357	0.813502029	473.9110436	0.000821506						
628	1	0.004088822	0.002017337	2.43E-07	8.08E-07	1.93E-05	0.334724843	0.000204706	61.98308926	0.338555012	291.8608918	0.000931116						
629	1	0.004329516	0.003976576	1.97E-07	8.99E-07	2.34E-05	0.30901737	0.000259118	49.28979616	0.498816769	310.3971168	0.005500788						
630	1	0.004135661	0.003434511	1.68E-07	9.33E-07	1.34E-05	0.253699361	0.000290653	67.19699286	0.490006731	329.3763143	0.001812835						
631	1	0.00641237	0.003863385	2.06E-07	7.60E-07	1.88E-05	0.304017196	0.000240336	25.11482725	0.474611441	259.1903387	0.000943682						
632	1	0.003114118	0.00389593	2.50E-07	9.12E-07	2.98E-05	0.251193064	0.000197511	92.40948927	0.590501454	407.8133878	0.003714312						
633	1	0.004857469	0.003485181	2.17E-07	9.50E-07	2.52E-05	0.309926889	0.000223435	46.39602239	0.594909083	364.5155464	0.001167484						
634	1	0.004345513	0.003671447	1.89E-07	6.32E-07	2.73E-05	0.268832349	0.000187075	34.26966866	0.436035076	285.4538257	0.002307691						
635	1	0.003017186	0.003304994	1.87E-07	7.50E-07	1.88E-05	0.320045846	0.000203225	86.46104061	0.394850627	314.483247	0.001405991						
636	1	0.004913287	0.002012494	1.67E-07	7.21E-07	2.49E-05	0.480482873	0.000216179	29.71354155	0.290175538	236.8910948	0.001424878						
637	1	0.006218658	0.00370397	1.62E-07	8.63E-07	2.51E-05	0.442047381	0.000240426	24.30054408	0.534869839	295.5951461	0.001828912						
638	1	0.003153067	0.0023903	1.83E-07	8.57E-07	1.43E-05	0.282703585	0.000115382	140.3912733	0.796378832	660.2371625	0.002486366						
639	1	0.006933013	0.003220742	1.75E-07	8.07E-07	2.43E-05	0.245874402	0.000151974	25.03553036	0.90792759	473.7107984	0.000944838						
640	1	0.005198678	0.002437804	1.81E-07	9.89E-07	1.62E-05	0.364224747	0.00028925	45.4793458	0.41305735	295.3866403	0.000540196						
641	1	0.003041334	0.002620138	1.66E-07	9.98E-07	1.90E-05	0.304932711	0.000209044	116.0148693	0.569850263	475.6173206	0.003065846						
642	1	0.006530165	0.002206122	2.32E-07	7.71E-07	2.84E-05	0.548333856	0.000205602	21.4081054	0.331507096	222.5918474	0.000324692						
643	1	0.004411243	0.002800305	2.10E-07	9.65E-07	1.27E-05	0.360415584	0.000108433	107.4069918	1.072921418	699.4065078	0.001717697						
644	1	0.005382831	0.003839359	1.79E-07	8.18E-07	2.56E-05	0.238105107	0.00016548	35.63429927	0.847698131	470.4222042	0.001021156						
645	1	0.00476673	0.002058154	2.18E-07	6.45E-07	1.40E-05	0.450942739	0.000206032	40.98277688	0.243385848	203.2500518	0.000271037						
646	1	0.004494387	0.003212907	2.35E-07	8.81E-07	1.79E-05	0.299909494	0.000214374	59.34764038	0.505744395	333.768834	0.00056037						
647	1	0.005909387	0.002686658	1.58E-07	7.21E-07	1.60E-05	0.270445701	0.000104644	40.25111464	0.982621484	583.1875657	0.000605234						
648	1	0.006443675	0.003311896	2.36E-07	7.08E-07	2.79E-05	0.585667272	0.000141758	23.37929018	0.509873328	282.9640398	0.000284032						
649	1	0.00465744	0.00245913	2.32E-07	7.44E-07	2.00E-05	0.532739952	0.000249535	37.32701453	0.232399978	183.6548669	0.000203366						
650	1	0.004577884	0.002193273	1.77E-07	9.17E-07	2.87E-05	0.575208623	0.000213652	40.06031665	0.378544515	297.8090154	0.000245428						
651	1	0.005388994	0.003975904	2.26E-07	6.74E-07	2.03E-05	0.54758036	0.00022803	27.14681395	0.301411024	185.7473286	0.000213256						
652	1	0.005400473	0.003999339	1.63E-07	7.17E-07	1.95E-05	0.291249386	0.000125916	38.29315994	0.924762428	499.5626244	0.000779492						
653	1	0.003724288	0.003344031	1.83E-07	9.16E-07	2.09E-05	0.474704988	0.000146111	82.54083908	0.698871367	483.3759419	0.002553955						
654	1	0.00319633	0.003145197	2.49E-07	7.45E-07	2.12E-05	0.303950598	0.000285456	70.15251292	0.256257834	210.8693475	0.000916992						
655	1	0.0063299	0.002350252	2.38E-07	7.12E-07	2.70E-05	0.275650061	0.000261343	20.19321366	0.303540817	207.5164948	0.000212854						
656	1	0.006914236	0.002507455	2.28E-07	9.24E-07	2.00E-05	0.240393417	0.000283145	26.12882488	0.44061029	270.8297423	0.000332606						
657	1	0.003543298	0.003716634	1.52E-07	8.91E-07	2.63E-05	0.395422552	0.000123244	82.31242014	1.008207227	654.0303547	0.002083774						
658	1	0.004389794	0.003547782	1.79E-07	9.30E-07	1.35E-05	0.276441496	0.000272729	63.00531185	0.508147931	329.2600286	0.001045822						
659	1	0.00320141	0.003096899	1.51E-07	9.31E-07	2.82E-05	0.297332125	0.000241059	74.3199244	0.522266778	404.5261096	0.004340063						
660	1	0.005356926	0.0038778	2.40E-07	8.42E-07	2.58E-05	0.424056436	0.000267234	31.37482883	0.385685125	229.0718928	0.00038145						
661	1	0.00300278	0.00250255	1.93E-07	7.72E-07	2.75E-05	0.335962716	0.000113528	98.27356023	0.651057855	544.7873675	0.0024914						
662	1	0.003708248	0.00249207	2.23E-07	7.15E-07	1.47E-05	0.288292113	0.000127932	87.3326294	0.549892983	433.1111133	0.00124164						
663	1	0.006270187	0.002756458	2.17E-07	9.74E-07	1.85E-05	0.587833771	0.000221032	34.0270685	0.458427685	280.2842581	0.001655217						
664	1	0.004458604	0.003328895	1.81E-07	9.54E-07	1.59E-05	0.562832827	0.000159073	68.69553815	0.658907082	430.1369885	0.001926636						
665	1	0.004971538	0.002414279	1.53E-07	6.68E-07	1.60E-05	0.513462974	0.000292288	27.13552459	0.202937117	162.0781314	0.000105053						
666	1	0.005693026	0.003681445	1.92E-07	8.81E-07	1.96E-05	0.374956082	0.000264115	32.89910259	0.474406744	275.5491686	0.000413265						
667	1	0.006439895	0.002017794	2.50E-07	7.10E-07	1.07E-05	0.391838462	0.00013042	44.25225868	0.508156911	331.9331748	0.000432618						
668	1	0.006555369	0.002566838	2.28E-07	6.68E-07	2.46E-05	0.23273637	0.000149324	23.99851211	0.570644526	342.9001779	0.000831898						
669	1	0.006411635	0.003373104	2.46E-07	9.94E-07	2.07E-05	0.390659448	0.000281196	31.84512262	0.472283279	265.7796551	0.000422693						
670	1	0.006558685	0.0020477	1.63E-07	8.96E-07	1.78E-05	0.440739339	0.000178726	32.66252213	0.585171287	380.1939275	0.000248183						
671	1	0.003095542	0.002775342	1.56E-07	8.76E-07	2.04E-05	0.362503898	0.000115217	118.3421422	0.879322582	684.4744036	0.002290245						
672	1	0.004720851	0.003318625	1.72E-07	6.32E-07	1.94E-05	0.445593534	0.000245734	29.25252848	0.267576785	186.5892158	0.000678013						
673	1	0.006602391	0.002505559	1.72E-07	6.94E-07	2.62E-05	0.551401943	0.000240482	16.16318928	0.281526928	186.1942128	7.10E-05						
674	1	0.005844045	0.00332216	1.94E-07	8.25E-07	2.98E-05	0.334727306	0.000291463	22.82664196	0.387248851	234.6111957	0.000292892						
675	1	0.003621823	0.002834158	2.05E-07	6.12E-07	2.73E-05	0.398876154	0.000278883	36.85147676	0.191591052	164.2870408	0.000264683						
676	1	0.003837148	0.003443194	2.20E-07	7.84E-07	1.34E-05	0.257005807	0.000258874	69.56964728	0.36861578	260.6079487	0.000266074						
677	1	0.006758686	0.002000522	1.94E-07	6.04E-07	1.47E-05	0.477665746	0.000241397	19.07029596	0.21475236	158.0070069	4.87E-05						
678	1	0.004060483	0.002653147	1.59E-07	6.17E-07	2.52E-05	0.408728725	0.000164975	37.82599588	0.35865593	279.3999508	0.000696597						
679	1	0.006807552	0.003337957	1.97E-07	8.60E-07	2.33E-05	0.52195587	0.000146029	28.40286492	0.750497607	390.8000714	0.000360631						
680	1	0.00501114	0.002868059	2.21E-07	8.22E-07	1.51E-05	0.435640952	0.00011504	64.4955682	0.769900059	484.1625554	0.00141004						
681	1	0.005696968	0.003176027	2.03E-07	7.89E-07	1.65E-05	0.50595912	0.000186197	36.11357183	0.459409348	279.5037453	0.000317639						
682	1	0.006985851	0.002530037	2.29E-07	6.54E-07	1.07E-05	0.425190826	0.000190789	28.01449861	0.352031825	218.1272376	0.00018421						
683	1	0.003923531	0.002289525	2.18E-07	7.42E-07	2.02E-05	0.438117179	0.000238941	50.67066071	0.24580334	212.6833248	0.000307954						
684	1	0.005024443	0.003552799	2.19E-07	7.28E-07	2.66E-05	0.434827288	0.000232164	29.79262554	0.347381977	221.1669194	0.000309702						
685	1	0.003076314	0.0036739	1.61E-07	9.36E-07	1.67E-05	0.256626992	0.000185887	118.1080197	0.751441499	532.7331662	0.004174387						
686	1	0.005432407	0.003861258	2.14E-07	6.19E-07	2.40E-05	0.476360602	0.000151422	27.76375735	0.455514379	264.2554658	0.006413226						
687	1	0.005507603	0.003873993	1.82E-07	8.98E-07	1.58E-05	0.405632397	0.000124871	55.46900572	1.083350174	570.3450185	0.000924637						
688	1	0.004550047	0.00395722	1.79E-07	8.37E-07	2.14E-05	0.424365705	0.000223171	44.19230849	0.4854456	299.9580171	0.000731562						
689	1	0.004119438	0.002303699	2.23E-07	6.16E-07	2.60E-05	0.532004575	0.000181283	37.07340313	0.241248104	204.5990266	0.000235947						
690	1	0.006884142	0.002844966	1.55E-07	9.15E-07	2.26E-05	0.427074463	0.000201764	25.59365229	0.672899493	378.8257238	0.000310485						
691	1	0.004236763	0.003494272	1.84E-07	9.53E-07	1.67E-05	0.220095471	0.000259203	64.17927926	0.578475095	377.4066138	0.001443115						
692	1	0.004610021	0.003930383	1.91E-07	7.32E-07	2.27E-05	0.415363897	0.000271605	33.32387604	0.321253859	207.1576988	0.000328004						
693	1	0.005966682	0.003479441	1.94E-07	9.40E-07	1.99E-05	0.519115276	0.000289632	29.9019214	0.398936034	234.4590335	0.002748398						
694	1	0.003532178	0.00247554	1.63E-07	8.14E-07	1.11E-05	0.472888465	0.000193715	89.62088157	0.377698535	321.1827272	0.000565604						
695	1	0.006483603	0.002992421	1.79E-07	6.73E-07	2.92E-05	0.580141396	0.000251252	14.71392614	0.273370988	171.8836267	0.017830362						
696	1	0.005685067	0.002372109	1.79E-07	6.23E-07	1.09E-05	0.268187848	0.000155912	37.39806529	0.454232477	311.2504066	0.000440665						
697	1	0.005708402	0.003804836	1.85E-07	6.40E-07	2.59E-05	0.474936483	0.000193686	21.68530787	0.386684585	227.1684765	0.000378183						
698	1	0.005732314	0.002842872	2.16E-07	8.53E-07	2.05E-05	0.404762404	0.000138256	43.07306313	0.73639405	440.9983642	0.000551111						
699	1	0.005993321	0.002839654	2.24E-07	8.75E-07	2.91E-05	0.336920345	0.000161581	32.96878523	0.704397138	416.4165795	0.000641749						
700	1	0.004548134	0.002052352	2.13E-07	8.26E-07	1.73E-05	0.384880109	0.000184292	56.63924292	0.404874164	324.8168524	0.000479833						
701	1	0.004257755	0.002451323	1.62E-07	6.54E-07	2.89E-05	0.499285451	0.000198487	31.13842793	0.282433569	227.7862909	0.000302071						
702	1	0.004243741	0.002015411	2.12E-07	7.43E-07	2.30E-05	0.240541285	0.000269195	41.2446048	0.262661964	232.2336132	0.005318888						
703	1	0.005353207	0.003164764	2.02E-07	7.82E-07	2.93E-05	0.423756852	0.000136461	35.36873271	0.686812527	411.4851544	5.82E-04						
704	1	0.005505898	0.00206026	2.14E-07	9.35E-07	1.79E-05	0.233953111	0.000187468	48.30450102	0.599595335	424.2112042	0.001194566						
705	1	0.00532551	0.003743364	1.71E-07	6.38E-07	1.38E-05	0.492968362	0.000233567	29.04301497	0.304118007	191.4902565	0.000178502						
706	1	0.005524042	0.002936412	1.81E-07	8.57E-07	2.12E-05	0.249950818	0.000232745	33.99713711	0.537755601	339.1274159	0.000873595						
707	1	0.005696109	0.003360623	2.43E-07	9.32E-07	1.36E-05	0.27984914	0.000289848	43.69569599	0.444968872	266.9668662	0.000586083						
708	1	0.003870723	0.002017044	1.80E-07	7.10E-07	2.17E-05	0.27456111	0.000179311	53.41074836	0.377025253	331.8318987	0.000732974						
709	1	0.004571266	0.002309188	2.33E-07	6.60E-07	2.36E-05	0.205956003	0.000250018	33.84793606	0.271911079	219.0824178	0.00041462						
710	1	0.003568986	0.002061311	2.31E-07	6.19E-07	2.33E-05	0.521198552	0.000191206	48.86931146	0.205896354	197.563405	0.000398565						
711	1	0.004433756	0.002050668	1.72E-07	8.84E-07	2.10E-05	0.495534262	0.000273939	43.19432198	0.283028803	241.6609273	0.000206102						
712	1	0.003412921	0.003942866	2.24E-07	6.06E-07	2.36E-05	0.21388734	0.000197101	54.23584281	0.383319255	267.6864898	0.00201485						
713	1	0.003457758	0.00215325	2.11E-07	6.93E-07	1.28E-05	0.572120535	0.000206035	70.40990482	0.211134158	207.3428629	0.000377034						
714	1	0.005467611	0.003379784	1.73E-07	6.83E-07	1.07E-05	0.402901828	0.000232673	35.50306655	0.351657987	222.3031379	0.000224821						
715	1	0.004943202	0.00372339	2.47E-07	9.04E-07	1.49E-05	0.503722178	0.000235253	52.59355313	0.411422069	255.8416301	0.000466301						
716	1	0.005344759	0.003644879	2.43E-07	8.55E-07	1.04E-05	0.210696284	0.000136868	71.0598169	0.960935681	533.2144192	0.002023314						
717	1	0.006739995	0.002968935	2.29E-07	7.83E-07	1.99E-05	0.556708862	0.000185143	25.64515581	0.4351174	251.5722379	0.000238002						
718	1	0.00649714	0.003266301	1.79E-07	7.17E-07	1.49E-05	0.509844749	0.00024087	23.37800463	0.339137342	201.0994303	0.000205593						
719	1	0.006290614	0.003612379	1.75E-07	9.20E-07	2.26E-05	0.352430705	0.0001463	36.03536934	1.059358469	544.2982687	0.006078746						
720	1	0.004812807	0.003001119	2.04E-07	7.38E-07	1.58E-05	0.573631366	0.000240706	37.50752413	0.266277238	194.4552791	0.000743605						
721	1	0.005376699	0.003186182	2.24E-07	7.49E-07	1.91E-05	0.571484334	0.000201875	33.06048983	0.348074822	225.9884797	0.000201445						
722	1	0.004803151	0.00327487	1.96E-07	8.22E-07	1.08E-05	0.468604654	0.00026044	51.83354003	0.335076927	225.9819878	0.001886304						
723	1	0.00380131	0.002029173	2.26E-07	8.27E-07	2.31E-05	0.49373208	0.000226948	57.29893648	0.263278804	239.7117628	0.00126875						
724	1	0.006549306	0.003331818	1.62E-07	8.85E-07	1.89E-05	0.459558451	0.000228196	27.15720024	0.560201022	310.8137071	0.000304741						
