Sample	pattern	L1 	L2	t1	t2	tp	rate	W	freq	Q	Tmax	Stiff		400	sample	10975	sec	27.4375
967	1	0.006778128	0.003584954	1.90E-07	9.49E-07	2.35E-05	0.26737789	0.000148473	33.26221565	1.181445012	582.2768603	0.007844056						
968	1	0.006444499	0.002653282	1.83E-07	7.60E-07	2.53E-05	0.475316139	0.000132814	26.86719807	0.659574104	387.3624408	0.000286975						
969	1	0.005573266	0.003642707	1.88E-07	6.45E-07	2.72E-05	0.430004126	0.000242637	20.29491505	0.312018005	193.1198336	0.00017194						
970	1	0.005964552	0.003507341	2.06E-07	9.20E-07	2.34E-05	0.474370447	0.000207021	32.82541617	0.571288538	320.9665209	0.000374681						
971	1	0.006820735	0.003255505	2.32E-07	6.76E-07	2.50E-05	0.366579925	0.000144316	22.91521569	0.600775473	323.5351571	1.03E-03						
972	1	0.006163494	0.002799924	1.55E-07	6.80E-07	1.09E-05	0.300703449	0.000227833	28.98551247	0.395706072	251.1603847	0.000190928						
973	1	0.004679536	0.002343672	2.38E-07	7.36E-07	1.41E-05	0.209787993	0.000259077	46.99754721	0.302725032	237.1939921	0.007554499						
974	1	0.003159118	0.003059637	2.43E-07	8.41E-07	2.20E-05	0.287702895	0.000228773	88.13606349	0.380855723	303.0592955	0.002645231						
975	1	0.006539618	0.002097644	2.31E-07	6.13E-07	1.83E-05	0.278718112	0.000218933	21.31836483	0.285236594	200.7116883	0.000203769						
976	1	0.006184365	0.002421976	1.67E-07	8.46E-07	2.88E-05	0.28595935	0.000232313	23.62484107	0.49769176	323.1526662	0.000549281						
977	1	0.006654359	0.002760394	1.53E-07	6.91E-07	2.81E-05	0.432987468	0.000273798	14.58376235	0.304107019	192.728734	0.001240928						
978	1	0.005243145	0.002002177	1.63E-07	6.86E-07	2.65E-05	0.327230188	0.000177523	27.94311	0.399839355	306.0052141	0.000356167						
979	1	0.004047114	0.002593048	1.93E-07	6.77E-07	2.13E-05	0.474231776	0.000231533	40.52550156	0.244134958	200.3481147	0.000236803						
980	1	0.004414962	0.003913581	1.74E-07	8.99E-07	1.78E-05	0.348793592	0.000268951	51.66951057	0.483881404	302.731211	0.001344858						
981	1	0.005830424	0.002691311	2.38E-07	9.00E-07	1.87E-05	0.34917514	0.000180132	42.87784463	0.599653113	372.262755	0.000583759						
982	1	0.004773001	0.002760615	1.57E-07	7.76E-07	2.21E-05	0.362657502	0.000160957	42.21834928	0.597211848	407.3966329	5.21E-04						
983	1	0.003404047	0.00295376	1.79E-07	6.07E-07	2.77E-05	0.473457719	0.000142062	50.72640642	0.363020193	294.5429863	0.000456663						
984	1	0.003617561	0.003948632	2.00E-07	9.57E-07	2.45E-05	0.339715525	0.000199436	78.01052586	0.644977047	420.6481575	0.001848017						
985	1	0.005104858	0.00359383	1.77E-07	7.17E-07	1.70E-05	0.23732766	0.000275195	31.98495889	0.383799617	241.9473263	0.001715664						
986	1	0.003826722	0.002605518	1.85E-07	8.91E-07	2.77E-05	0.231423673	0.000110385	79.96580467	1.071464768	771.2996591	0.00357612						
987	1	0.003057944	0.00238668	1.53E-07	7.88E-07	1.49E-05	0.395458294	0.000283983	79.68946343	0.251117964	239.1446783	0.000462136						
988	1	0.003312297	0.003060132	2.17E-07	8.43E-07	1.84E-05	0.299721832	0.00012216	114.5117353	0.77614143	564.0098699	0.002619574						
989	1	0.005036714	0.003608265	2.01E-07	7.21E-07	2.72E-05	0.492302731	0.000111479	39.34326346	0.730049907	421.5768573	0.000505125						
990	1	0.006603519	0.002928087	1.97E-07	6.62E-07	2.92E-05	0.395451711	0.000275251	14.94520316	0.278716442	174.9310368	0.003530092						
991	1	0.004628306	0.002253153	2.43E-07	6.02E-07	1.37E-05	0.220074643	0.000164812	48.50593936	0.365721551	285.4392788	0.000794825						
992	1	0.003578147	0.003458739	1.98E-07	7.35E-07	1.47E-05	0.274180396	0.000190173	76.44123789	0.460529373	328.1621679	0.001309631						
993	1	0.004297019	0.002527943	2.33E-07	8.79E-07	1.67E-05	0.315135282	0.000216046	65.25536125	0.425389586	320.9919491	0.000875351						
994	1	0.004055883	0.002519803	2.18E-07	8.08E-07	1.15E-05	0.303491328	0.000111169	104.4336067	0.773430933	564.0397849	0.001542941						
995	1	0.00475971	0.002568578	2.18E-07	9.80E-07	2.55E-05	0.501432588	0.000227228	46.35163942	0.419684945	300.6343906	0.000706338						
996	1	0.005987266	0.003172062	2.27E-07	7.57E-07	2.21E-05	0.316080879	0.000149487	33.34913658	0.666431968	381.6774309	0.000573995						
997	1	0.00307733	0.002694619	1.64E-07	7.65E-07	1.31E-05	0.239548123	0.000265802	89.08389911	0.323743122	277.9647187	0.000823898						
998	1	0.006282532	0.002454223	1.61E-07	8.65E-07	2.91E-05	0.449301113	0.000262913	21.32764901	0.399546716	262.1358964	0.000156876						
999	1	0.004313075	0.002554736	1.93E-07	7.40E-07	2.76E-05	0.478579693	0.000101231	53.64061776	0.687031532	486.5045855	0.000632701						
1000	1	0.004352252	0.002609967	2.15E-07	9.68E-07	2.79E-05	0.229153557	0.000299436	47.33263391	0.404939742	302.3504628	0.001958347						
1001	1	0.003518474	0.003963136	1.59E-07	8.74E-07	2.86E-05	0.207904785	0.000128363	78.916122	1.195366381	740.5281629	0.003921661						
1002	1	0.004370744	0.002476612	2.48E-07	9.39E-07	2.59E-05	0.512041887	0.000280056	46.43635506	0.278253874	219.0078303	0.00101975						
1003	1	0.006346043	0.002642187	2.24E-07	8.66E-07	1.58E-05	0.563454824	0.000167474	36.98627591	0.511807663	310.4592457	0.000258739						
1004	1	0.003129004	0.003392715	1.71E-07	9.30E-07	1.44E-05	0.241525913	0.000119928	151.7423652	1.129303443	782.3716906	0.007888307						
1005	1	0.006196247	0.00380585	1.81E-07	7.13E-07	1.01E-05	0.595392897	0.000199174	31.73183139	0.39516102	225.6543792	0.000173166						
1006	1	0.005951763	0.00262144	2.10E-07	9.13E-07	1.22E-05	0.548148488	0.000215866	42.90290897	0.425032529	274.2162876	0.000231133						
1007	1	0.005759105	0.002485941	1.84E-07	8.18E-07	1.14E-05	0.295004559	0.00018209	46.31216312	0.564853939	369.6192536	0.000483305						
1008	1	0.004955894	0.003612133	1.88E-07	8.07E-07	1.19E-05	0.283052238	0.000281819	46.14581232	0.406387562	256.2461994	0.000365096						
1009	1	0.004528258	0.003320561	2.26E-07	6.69E-07	2.03E-05	0.483043763	0.000299068	31.98136663	0.207840172	153.7660658	0.000690242						
1010	1	0.003322269	0.002086616	1.99E-07	7.79E-07	1.97E-05	0.344262602	0.000133178	93.53177217	0.511087643	454.67009	0.001255359						
1011	1	0.006522888	0.003488704	1.92E-07	9.63E-07	1.19E-05	0.578634893	0.000136265	48.50567546	0.905470592	464.6795303	0.000404397						
1012	1	0.003403396	0.002776076	1.79E-07	6.29E-07	1.39E-05	0.317170624	0.000183497	69.43861325	0.332252278	273.7926282	0.000886465						
1013	1	0.005808554	0.002479426	2.46E-07	7.22E-07	1.31E-05	0.516217476	0.000211102	35.53168097	0.295787268	205.2471634	0.000162718						
1014	1	0.004775489	0.003991637	1.94E-07	7.22E-07	1.49E-05	0.289152383	0.000292165	38.11448729	0.341171177	214.7626733	0.000189704						
1015	1	0.004582437	0.002449049	1.77E-07	7.67E-07	3.00E-05	0.420170755	0.000282206	29.647084	0.268492597	211.4144475	0.011440661						
1016	1	0.005385343	0.00215829	2.08E-07	9.59E-07	1.93E-05	0.241784446	0.000179679	50.31100318	0.667363544	464.3862865	0.0008831						
1017	1	0.005608946	0.0039834	2.18E-07	7.71E-07	2.31E-05	0.498021964	0.000217749	28.92780274	0.412675252	236.8917212	0.000266343						
1018	1	0.005563481	0.003007352	2.44E-07	8.42E-07	2.28E-05	0.544379636	0.000240531	31.56797743	0.33540121	216.7481046	0.000220541						
1019	1	0.00451865	0.003424246	2.02E-07	7.45E-07	1.87E-05	0.290740458	0.00023752	43.07806256	0.393539438	261.9817423	0.002071373						
1020	1	0.006916014	0.003951342	1.79E-07	7.35E-07	2.99E-05	0.517968619	0.000257794	14.90667776	0.372882603	200.9517478	0.000115942						
1021	1	0.005529475	0.003622902	1.95E-07	9.32E-07	1.25E-05	0.486372501	0.000202654	50.63213782	0.584631996	336.3926753	0.000580703						
1022	1	0.003992585	0.003063801	1.88E-07	9.21E-07	2.34E-05	0.430508942	0.000296572	51.54284336	0.335827718	250.8461227	0.000493039						
1023	1	0.003320745	0.00282765	1.68E-07	9.98E-07	2.04E-05	0.386501436	0.000277057	83.84847302	0.409445524	334.4474076	0.002380569						
1024	1	0.003381124	0.003935642	2.12E-07	6.62E-07	1.80E-05	0.273498115	0.000276501	58.59384919	0.281398739	205.7010692	0.001843254						
1025	1	0.003996923	0.002570223	2.03E-07	8.24E-07	1.83E-05	0.322057274	0.000281136	54.88946872	0.302458386	242.1317308	0.001032827						
1026	1	0.005599079	0.002577564	1.76E-07	7.43E-07	2.61E-05	0.436025445	0.000207785	25.71525865	0.384997795	261.3886768	0.00057644						
1027	1	0.003924567	0.002203893	2.14E-07	9.92E-07	1.20E-05	0.203754143	0.000137573	124.5284622	0.865774847	673.1963551	0.00520031						
1028	1	0.006353214	0.002962685	1.97E-07	9.63E-07	1.83E-05	0.479603545	0.000208828	34.99067157	0.581965568	337.5867578	0.000425287						
1029	1	0.003316201	0.003018832	1.99E-07	9.42E-07	2.23E-05	0.442749176	0.000123483	111.5323879	0.792278898	583.1276688	0.002287186						
1030	1	0.003656719	0.002798051	2.03E-07	9.50E-07	2.32E-05	0.250410002	0.000257525	70.80084623	0.450549086	344.5586335	0.00157328						
1031	1	0.005099897	0.00379896	1.61E-07	8.54E-07	1.16E-05	0.485053561	0.000182246	53.70895732	0.621324437	364.3746841	0.000622345						
1032	1	0.00340169	0.003619894	2.14E-07	9.59E-07	2.24E-05	0.237502124	0.000182921	96.78599049	0.736144608	497.5515948	0.003321655						
1033	1	0.005549292	0.003900523	1.98E-07	8.41E-07	2.18E-05	0.467373227	0.000145052	40.14866242	0.763792448	412.2574891	0.000571721						
1034	1	0.003626207	0.003548503	1.71E-07	6.68E-07	2.45E-05	0.265106653	0.000151238	55.04856933	0.563445122	388.5952784	0.001269666						
1035	1	0.005503108	0.002501495	1.76E-07	9.38E-07	1.79E-05	0.27754172	0.000120916	56.62936479	1.124225887	696.9079909	0.001083607						
1036	1	0.004452282	0.003749069	2.10E-07	7.03E-07	1.72E-05	0.379180861	0.000277508	39.8217771	0.286229794	192.0615763	0.00035682						
1037	1	0.004075406	0.003107631	1.68E-07	9.44E-07	1.46E-05	0.210689148	0.000133621	95.13451485	1.134089495	746.3597751	0.00282347						
1038	1	0.004289724	0.003110329	2.32E-07	9.22E-07	1.05E-05	0.39674795	0.000174301	94.55071609	0.575880621	386.9836361	0.001024049						
1039	1	0.004864209	0.002083428	2.12E-07	8.31E-07	1.60E-05	0.254653213	0.000187133	53.74463924	0.47747519	365.2445364	0.000709854						
1040	1	0.004198883	0.00352275	1.54E-07	7.08E-07	2.99E-05	0.261113949	0.000189389	36.99885616	0.535282832	354.264579	0.000798808						
1041	1	0.006544913	0.002062761	1.62E-07	7.00E-07	2.52E-05	0.289368195	0.000279662	16.60323953	0.287953534	206.6961139	0.000190407						
1042	1	0.005693197	0.003637572	2.45E-07	9.50E-07	1.79E-05	0.374758287	0.000287392	38.80322919	0.43394949	253.7568061	0.000509632						
1043	1	0.00365009	0.002619642	2.18E-07	9.74E-07	2.89E-05	0.361607304	0.000219817	70.27955106	0.45774856	358.763386	0.001167389						
1044	1	0.003967885	0.002446018	2.37E-07	9.06E-07	1.69E-05	0.437946081	0.000176956	81.65013751	0.45858627	357.5098206	0.001194703						
1045	1	0.005140483	0.002667111	2.35E-07	7.06E-07	2.87E-05	0.473226164	0.000177967	30.91265198	0.366802809	254.3850202	0.00084192						
1046	1	0.004100039	0.002055915	2.44E-07	8.14E-07	2.34E-05	0.500349305	0.000221507	51.34105977	0.2648574	231.9514398	0.0003261						
1047	1	0.006925288	0.003455339	2.36E-07	9.97E-07	2.52E-05	0.330522102	0.000129208	37.32854394	1.24079896	598.9347075	0.00109278						
1048	1	0.003115144	0.003389102	2.46E-07	8.92E-07	2.47E-05	0.342163819	0.000134922	114.9783437	0.713589707	512.0850477	0.002985558						
1049	1	0.005298598	0.002919891	2.33E-07	9.26E-07	1.65E-05	0.469583687	0.000192337	51.00853638	0.516506248	329.0220017	0.000624982						
1050	1	0.005380906	0.002268775	1.52E-07	6.50E-07	1.45E-05	0.413812622	0.000189827	31.56562665	0.343058452	253.0387646	0.000147125						
1051	1	0.00696156	0.003434694	2.48E-07	6.21E-07	2.27E-05	0.307969241	0.000292076	15.63739205	0.276260947	161.2298603	0.000477738						
1052	1	0.00679763	0.003804469	1.69E-07	8.94E-07	1.35E-05	0.325645067	0.000121028	43.30729334	1.348329355	643.1499901	0.000780125						
1053	1	0.004395063	0.002797925	1.78E-07	7.26E-07	2.44E-05	0.235115509	0.000288929	33.83820428	0.309389867	230.7946945	0.00194025						
1054	1	0.004118138	0.003192318	2.33E-07	9.13E-07	2.11E-05	0.46774871	0.000107255	87.00066048	0.89290735	570.1884267	0.001400978						
1055	1	0.006395954	0.002130929	1.86E-07	7.03E-07	1.87E-05	0.586635439	0.000161214	25.18211484	0.380622163	256.5753923	0.000103508						
1056	1	0.003519732	0.002434872	2.39E-07	8.49E-07	1.80E-05	0.458629237	0.000171218	89.48046766	0.399439866	333.0618797	0.000917575						
1057	1	0.005932365	0.003463402	2.46E-07	6.18E-07	1.85E-05	0.481522075	0.000101803	35.3301686	0.660132405	362.6470423	0.00045491						
1058	1	0.006123569	0.00312968	1.52E-07	6.03E-07	2.98E-05	0.529335292	0.000140329	18.18312459	0.480545973	285.5633878	0.000195316						
1059	1	0.004443801	0.002922506	1.61E-07	9.13E-07	1.91E-05	0.343360151	0.00015942	63.14874372	0.784468108	525.6027619	0.000971337						
1060	1	0.004929744	0.00286245	2.20E-07	8.70E-07	1.01E-05	0.384250648	0.000115798	86.90946946	0.861847572	542.4981023	0.001018634						
1061	1	0.006110145	0.003633528	2.13E-07	7.46E-07	2.77E-05	0.226447614	0.000150185	27.65222985	0.793925737	424.3695173	0.000888128						
1062	1	0.005908605	0.003533595	2.40E-07	9.07E-07	2.89E-05	0.583912312	0.000207147	29.10553937	0.471792183	271.5786399	0.000469062						
1063	1	0.006912753	0.0030442	2.35E-07	9.59E-07	2.86E-05	0.503664627	0.000191528	26.57294854	0.609808554	331.8665117	0.000538866						
1064	1	0.006755183	0.003621401	2.43E-07	7.79E-07	2.67E-05	0.347855772	0.000297556	19.02438099	0.351123369	197.0454622	0.000229636						
1065	1	0.003683068	0.003646331	2.09E-07	9.85E-07	1.98E-05	0.328999496	0.000150705	100.6787961	0.873910102	562.5219325	0.002526037						
1066	1	0.004962048	0.002814911	1.58E-07	8.37E-07	2.76E-05	0.319788427	0.000210662	34.70109309	0.540456675	363.1577578	0.000511062						
1067	1	0.006588033	0.003588613	2.28E-07	8.40E-07	2.11E-05	0.419062902	0.000159942	31.51697479	0.710316031	368.7511693	0.000598021						
1068	1	0.006967319	0.002966826	2.18E-07	7.92E-07	2.49E-05	0.299394691	0.000142284	26.47405598	0.788869685	422.3284808	0.000563774						
1069	1	0.003391356	0.003417341	2.36E-07	9.16E-07	2.49E-05	0.408349964	0.000120904	105.7057603	0.809661617	552.9889775	0.002324917						
1070	1	0.00638653	0.003687226	1.88E-07	7.09E-07	1.25E-05	0.422052466	0.000238271	27.21702598	0.383204314	218.3224768	0.000190421						
1071	1	0.003033897	0.002832064	1.94E-07	9.14E-07	2.66E-05	0.256829615	0.000217921	90.90332243	0.488065509	397.2034156	0.00213713						
1072	1	0.005373254	0.003452386	1.93E-07	6.84E-07	1.53E-05	0.392302548	0.000298637	28.27647656	0.267081333	173.9337464	0.000660541						
1073	1	0.006311001	0.003206477	2.32E-07	9.82E-07	2.30E-05	0.458625333	0.000225529	32.7797661	0.544759565	308.4377407	0.000354417						
1074	1	0.003248533	0.003876393	2.40E-07	8.78E-07	1.62E-05	0.230491777	0.000168709	118.1464875	0.686019106	460.3048585	0.003747174						
1075	1	0.005079348	0.003217555	2.23E-07	6.00E-07	1.34E-05	0.344740861	0.000192658	37.36441643	0.338785417	224.4182553	0.000308296						
1076	1	0.006808262	0.003864387	2.46E-07	6.83E-07	1.32E-05	0.437167677	0.000214352	26.49305758	0.395108666	213.6448156	0.000210854						
1077	1	0.005794443	0.002611627	1.89E-07	7.35E-07	1.26E-05	0.41957734	0.000117387	46.94691546	0.693406539	429.6106679	0.000372698						
1078	1	0.004270933	0.003985495	2.22E-07	8.29E-07	2.43E-05	0.370796223	0.000295312	43.10477598	0.343030273	223.0355835	0.000396325						
1079	1	0.006652055	0.003794623	2.34E-07	6.19E-07	1.72E-05	0.451650247	0.000159151	24.41734496	0.466956272	249.8996094	0.000249558						
1080	1	0.003544735	0.002748092	2.36E-07	7.00E-07	1.06E-05	0.44205707	0.00029989	70.51338569	0.18404938	163.6385162	0.000432273						
1081	1	0.00397678	0.002876391	2.24E-07	8.23E-07	1.88E-05	0.272399526	0.000220708	63.41732058	0.421291224	311.1676235	0.001896024						
1082	1	0.006235145	0.003638117	1.99E-07	9.02E-07	1.81E-05	0.261603432	0.000245135	32.31688452	0.611970705	335.8126	0.003011						
1083	1	0.005036293	0.003336071	1.65E-07	6.25E-07	1.67E-05	0.503059387	0.000189189	30.62787377	0.338540369	224.2122116	0.000264587						
1084	1	0.003522134	0.003803024	1.72E-07	7.51E-07	1.85E-05	0.270806417	0.000294537	57.10930867	0.339343925	242.1040658	0.000330682						
1085	1	0.006529106	0.003102515	1.82E-07	9.60E-07	2.08E-05	0.523189971	0.000192578	31.39331624	0.648605189	361.3304763	0.000270459						
1086	1	0.004443273	0.003942006	2.06E-07	9.08E-07	2.36E-05	0.216608313	0.00014104	63.98751973	1.076888155	617.4124303	0.002764623						
1087	1	0.005456772	0.00254656	2.25E-07	7.95E-07	2.58E-05	0.43900461	0.000204893	31.63722774	0.384709631	263.4659902	0.000256129						
1088	1	0.003880121	0.002728039	1.80E-07	9.41E-07	2.95E-05	0.556911677	0.000224724	52.12477062	0.388261622	310.0665689	0.000659779						
1089	1	0.006923611	0.003293958	2.30E-07	7.62E-07	1.96E-05	0.521171412	0.000112778	31.1295896	0.786584139	401.2852808	0.000340302						
1090	1	0.004404284	0.003698545	2.49E-07	7.94E-07	1.71E-05	0.481987497	0.000110874	73.95100843	0.751379575	449.5953981	0.00102024						
1091	1	0.004752334	0.003936218	2.22E-07	8.63E-07	2.03E-05	0.224069664	0.000275411	43.94884289	0.478180202	290.798364	0.001093479						
1092	1	0.004885911	0.002622033	1.69E-07	6.60E-07	2.80E-05	0.583355087	0.000114132	32.8305833	0.514769272	354.515679	0.000257805						
1093	1	0.005799559	0.002024019	1.50E-07	9.41E-07	1.93E-05	0.288249923	0.000267344	33.27493035	0.466863727	339.6576439	0.000369507						
1094	1	0.006223842	0.002497159	2.50E-07	9.75E-07	2.11E-05	0.454195974	0.000282539	31.81829292	0.360312639	236.6594392	0.003764984						
1095	1	0.006120383	0.003134436	1.69E-07	9.62E-07	2.03E-05	0.350931466	0.000299795	29.50048162	0.488987168	289.5950285	0.000523408						
1096	1	0.003824448	0.003459893	1.81E-07	6.47E-07	2.78E-05	0.366866927	0.000238625	37.20083263	0.290731078	214.5096778	0.015603906						
1097	1	0.006263083	0.003609685	1.86E-07	9.66E-07	1.58E-05	0.382345004	0.000133	48.72864341	1.172085848	594.8820892	0.000866184						
1098	1	0.003971269	0.002003844	2.12E-07	8.64E-07	2.32E-05	0.540259869	0.000236095	52.62194623	0.26595875	239.2618612	0.000353813						
1099	1	0.003149258	0.00336155	2.07E-07	8.76E-07	2.79E-05	0.227421843	0.000153372	94.47344154	0.750662594	537.4609408	0.003581857						
1100	1	0.004254406	0.003578359	2.00E-07	7.75E-07	1.34E-05	0.473552633	0.000152913	68.48704044	0.538987718	352.0447705	0.000573452						
1101	1	0.00626655	0.003411042	2.08E-07	9.98E-07	1.92E-05	0.309583875	0.000198671	39.28618533	0.803242265	433.406805	0.00091582						
1102	1	0.005620412	0.002814114	1.80E-07	8.42E-07	2.58E-05	0.509353531	0.000294179	24.60384592	0.306458601	206.1326926	0.004235271						
1103	1	0.005399927	0.002898137	1.65E-07	6.84E-07	2.40E-05	0.454187466	0.000291236	21.22202936	0.24999446	174.1269308	0.000140389						
1104	1	0.006565085	0.00243257	2.18E-07	7.26E-07	1.05E-05	0.37306748	0.00026405	29.55732724	0.286041654	191.6158952	0.000365384						
1105	1	0.003354826	0.003870168	1.89E-07	8.35E-07	1.48E-05	0.307034147	0.000230713	88.82126825	0.458727447	322.6019022	0.002002367						
1106	1	0.006071372	0.002480764	2.46E-07	9.69E-07	1.55E-05	0.300849425	0.000144656	54.59303295	0.84371403	507.8789052	0.000889793						
1107	1	0.003987974	0.002479153	1.93E-07	9.30E-07	2.23E-05	0.523232579	0.000138775	74.39219167	0.62388002	468.7879674	0.001763158						
1108	1	0.006942537	0.002297205	2.35E-07	6.95E-07	1.83E-05	0.373615456	0.00016448	25.60969698	0.447439267	276.8598936	0.000239132						
1109	1	0.004309695	0.002197938	2.17E-07	6.20E-07	1.40E-05	0.310167727	0.000199827	48.17383682	0.273139951	229.5967181	0.001316726						
1110	1	0.003053594	0.003179971	2.21E-07	9.04E-07	1.43E-05	0.22498724	0.000293233	110.7583451	0.365172629	289.8492161	0.002409636						
1111	1	0.003713837	0.002676527	2.38E-07	6.17E-07	1.71E-05	0.531153483	0.000228148	49.20624699	0.192073012	170.7613054	0.000444503						
1112	1	0.003178492	0.003581651	1.55E-07	7.19E-07	1.54E-05	0.244849268	0.000282691	69.45454842	0.334480573	255.2524231	0.002728013						
1113	1	0.00653796	0.003059101	1.51E-07	6.65E-07	1.52E-05	0.472825788	0.000107774	30.04258188	0.779043123	428.7592461	0.000234935						
1114	1	0.003112786	0.002999898	1.98E-07	7.11E-07	2.18E-05	0.202425538	0.000157483	82.83789862	0.525187208	411.2456634	0.002127282						
1115	1	0.005258122	0.002737385	1.87E-07	6.08E-07	2.37E-05	0.506174316	0.000210913	23.08623259	0.262810675	187.8798766	0.000157511						
1116	1	0.006165356	0.002493122	1.70E-07	7.47E-07	2.44E-05	0.371957694	0.000125073	29.75167103	0.74109121	451.1483032	0.000356926						
1117	1	0.003065414	0.00214204	2.21E-07	9.21E-07	2.82E-05	0.451814471	0.000282425	75.56042227	0.242352762	240.7416417	0.001025623						
1118	1	0.003525975	0.002124273	2.28E-07	8.97E-07	2.25E-05	0.281205744	0.000245819	74.51390527	0.338736256	304.6231187	0.001042084						
1119	1	0.006179979	0.003949142	1.92E-07	6.98E-07	1.96E-05	0.540950315	0.000233794	21.803127	0.345699875	196.9840018	0.000300845						
1120	1	0.00678129	0.002257465	2.20E-07	6.32E-07	1.21E-05	0.40602216	0.00012624	32.43989736	0.502315819	310.5366652	0.000208575						
1121	1	0.004927124	0.002891767	2.30E-07	8.12E-07	2.34E-05	0.333074802	0.000196668	42.02392339	0.47264317	316.0038787	0.000647675						
1122	1	0.004035207	0.003947405	1.76E-07	9.16E-07	1.99E-05	0.446513116	0.000164157	70.80263228	0.723551395	451.981571	0.001034726						
1123	1	0.003027577	0.002125867	2.42E-07	9.62E-07	2.66E-05	0.47166306	0.000282735	84.79098558	0.242530273	244.5552093	0.000742225						
1124	1	0.006108234	0.003387336	1.70E-07	7.81E-07	2.58E-05	0.422231039	0.000100385	33.88932977	1.110360072	582.2805253	0.000529668						
1125	1	0.004732993	0.002116832	1.94E-07	9.36E-07	2.24E-05	0.574254961	0.000248319	41.99594302	0.313087059	251.8126819	0.000212981						
1126	1	0.00430124	0.003491983	2.37E-07	7.73E-07	2.04E-05	0.387604583	0.000230532	48.82984243	0.358854164	242.8605167	0.00061792						
1127	1	0.003733197	0.002452004	1.91E-07	6.06E-07	2.50E-05	0.372673747	0.000112425	54.75644378	0.484810113	388.447348	0.000661368						
1128	1	0.005171117	0.003220297	1.94E-07	6.32E-07	1.57E-05	0.491991021	0.000114645	41.65096566	0.563943235	348.392571	0.00035643						
1129	1	0.0043855	0.003304411	1.98E-07	7.53E-07	1.65E-05	0.348164952	0.000120608	65.85660096	0.750763816	478.6594023	0.001017625						
1130	1	0.004509766	0.002963597	2.30E-07	8.77E-07	2.70E-05	0.542013363	0.000202457	44.94471055	0.396726042	280.5135541	0.000959095						
1131	1	0.004861766	0.002529697	2.13E-07	8.25E-07	2.08E-05	0.368184949	0.000178662	47.15640056	0.489775164	345.7646127	0.000741782						
1132	1	0.003548488	0.002584356	1.51E-07	9.73E-07	2.22E-05	0.368329936	0.000278369	68.65411452	0.41718233	338.0230064	0.000702793						
1133	1	0.004600725	0.003107868	2.10E-07	8.03E-07	2.17E-05	0.504639193	0.000126564	54.47496069	0.642673655	414.1200761	0.000574881						
1134	1	0.005604574	0.00270218	1.81E-07	7.10E-07	1.30E-05	0.53321362	0.000166869	37.03313258	0.410248034	271.1233109	0.000178287						
1135	1	0.003934303	0.002138482	1.99E-07	6.49E-07	1.81E-05	0.488219232	0.000118243	61.30731714	0.416731337	347.6954824	0.000421164						
1136	1	0.004369372	0.00313261	2.15E-07	8.61E-07	2.40E-05	0.234185526	0.000160221	58.40037897	0.731854815	479.4441888	0.00167769						
1137	1	0.005533743	0.002532869	2.39E-07	7.20E-07	2.43E-05	0.345949304	0.00016607	32.98678641	0.460014034	307.2767598	0.000664167						
1138	1	0.005369392	0.003810371	1.76E-07	9.80E-07	2.48E-05	0.540294704	0.000100892	53.81654991	1.358865432	700.3977623	0.000868816						
1139	1	0.005782289	0.003124864	1.84E-07	7.33E-07	1.15E-05	0.462876027	0.00019166	37.52881314	0.432336344	266.2461804	0.000433515						
1140	1	0.005287815	0.002804217	2.43E-07	7.44E-07	2.90E-05	0.376438667	0.000106025	41.78238651	0.783357554	480.5879074	0.000796988						
1141	1	0.005802837	0.003405986	2.01E-07	8.45E-07	2.49E-05	0.334689991	0.000260287	27.6663502	0.451977363	268.0464035	0.002478091						
1142	1	0.005256372	0.003710532	2.09E-07	8.03E-07	2.71E-05	0.242535302	0.00023676	31.20425704	0.513816103	305.2833579	0.000951105						
1143	1	0.005007827	0.002038333	1.94E-07	9.63E-07	1.09E-05	0.272152144	0.000289038	58.2029284	0.3713234	294.6275377	0.000490057						
1144	1	0.004479633	0.002410478	1.60E-07	7.73E-07	1.56E-05	0.399568182	0.000120172	63.52664137	0.698995269	506.1370821	0.00058622						
1145	1	0.003956136	0.002699203	2.06E-07	8.19E-07	1.84E-05	0.352265512	0.0001771	68.46043328	0.479833325	360.8996746	0.000998839						
1146	1	0.004122913	0.002359825	1.63E-07	6.06E-07	2.51E-05	0.488844096	0.000200991	32.20204026	0.24655864	208.1473185	0.000276855						
1147	1	0.006044403	0.002537898	1.69E-07	6.26E-07	1.85E-05	0.590928258	0.000240429	18.85695887	0.22866842	161.6927394	0.00024807						
1148	1	0.005206331	0.002087614	2.08E-07	7.11E-07	2.08E-05	0.246882172	0.000188664	34.96178077	0.396507824	299.4984268	0.000714046						
1149	1	0.004519765	0.003529666	2.42E-07	8.77E-07	2.94E-05	0.458565554	0.000125233	57.37525944	0.785125932	470.4421993	0.001330785						
1150	1	0.0045474	0.003124689	1.70E-07	7.58E-07	1.68E-05	0.349215956	0.000171296	50.26931481	0.545028619	363.7784243	0.00064244						
1151	1	0.003461457	0.00300242	2.32E-07	7.37E-07	2.00E-05	0.430206669	0.000123605	86.60094335	0.53858455	403.7793837	0.001135342						
1152	1	0.005061857	0.002710553	2.36E-07	7.38E-07	1.91E-05	0.508465232	0.000147618	43.88785871	0.454056514	306.8951157	0.000594409						
