sample	pattern	L1 	L2	t1	t2	tp	rate	W	freq	Q	Tmax	Stiff
990	3	0.004094308	0.002289899	1.80E-07	6.45E-07	2.97E-05	0.387106121	0.000262163	20.58649175	0.057705455	147.1944647	0.000171684
991	3	0.004521641	0.003384911	1.60E-07	6.11E-07	1.40E-05	0.594953398	0.000152701	27.5676179	0.10425527	190.1370669	0.000209481
992	3	0.003826567	0.002107045	1.59E-07	7.43E-07	2.67E-05	0.25312497	0.000105806	42.54375735	0.19974785	489.1128491	0.001404983
993	3	0.00374543	0.003901024	2.50E-07	9.80E-07	2.92E-05	0.304189923	0.000145351	57.6283193	0.274632109	385.7179727	0.003100985
994	3	0.004534686	0.003751244	2.46E-07	8.52E-07	1.56E-05	0.280912446	0.000118603	54.72038132	0.27309059	396.4381235	0.001997586
995	3	0.005974307	0.003363385	2.03E-07	9.35E-07	1.93E-05	0.434902146	0.000164475	28.58203455	0.191040294	315.4274711	0.000413591
996	3	0.005558172	0.002034975	1.54E-07	6.22E-07	1.13E-05	0.585910133	0.000114275	26.28106758	0.100120749	270.7430385	0.000120707
997	3	0.003332625	0.002910529	2.46E-07	8.03E-07	1.42E-05	0.587964242	0.000299691	49.78652904	0.061703219	129.5453754	0.000522453
998	3	0.005692593	0.002153011	1.71E-07	6.18E-07	2.01E-05	0.431024451	0.000290032	13.28938944	0.046505042	126.5845312	6.01E-05
999	3	0.004757785	0.003204008	1.71E-07	8.69E-07	1.65E-05	0.342232285	0.000226829	33.45267896	0.139694757	249.8554034	0.000446537
1000	3	0.003610328	0.002168971	2.24E-07	9.35E-07	1.73E-05	0.22933136	0.00012541	77.39468305	0.213426786	497.8439784	3.94E-03
1001	3	0.006568869	0.002469613	2.27E-07	7.95E-07	2.59E-05	0.403437371	0.000161721	18.47577724	0.120517091	266.1898469	0.000202948
1002	3	0.00622849	0.003500626	2.36E-07	8.21E-07	2.59E-05	0.498335	0.000289972	15.4226709	0.08401503	147.1241184	0.000174391
1003	3	0.003247932	0.002380703	2.25E-07	6.44E-07	2.95E-05	0.597719604	0.000254665	29.07141405	0.048566345	124.4058062	0.000200552
1004	3	0.004269088	0.003467948	2.32E-07	7.66E-07	1.89E-05	0.505070194	0.000215235	33.75870749	0.09987691	175.349479	0.000427929
1005	3	0.00547576	0.002629565	2.30E-07	9.05E-07	1.49E-05	0.25880772	0.000201495	34.28993266	0.136737402	282.9517776	0.000617261
1006	3	0.003518795	0.003321309	1.57E-07	6.81E-07	2.70E-05	0.470924877	0.000219159	29.40639476	0.095653706	176.9167693	0.000382439
1007	3	0.006859818	0.003610884	2.25E-07	9.19E-07	1.55E-05	0.309368992	0.000182575	25.29843146	0.190654662	296.9650341	0.000447224
1008	3	0.003859417	0.002569222	2.18E-07	7.74E-07	2.12E-05	0.44396233	0.000140146	46.46488623	0.13359953	286.3044572	0.000625391
1009	3	0.006154781	0.002122859	2.49E-07	8.49E-07	2.95E-05	0.215739385	0.000270936	16.88916395	0.083216077	207.9212936	0.000334003
1010	3	0.004781903	0.002646432	1.65E-07	9.50E-07	1.70E-05	0.564450163	0.00017996	37.43757642	0.146083021	302.0368025	0.000407413
1011	3	0.004592712	0.002949866	2.39E-07	8.75E-07	2.32E-05	0.523419906	0.000254949	29.43423378	0.087316041	173.105097	0.000367267
1012	3	0.004271875	0.002019091	2.41E-07	6.39E-07	2.73E-05	0.546005623	0.000291559	19.7116588	0.038766548	113.0206174	0.000128898
1013	3	0.00569559	0.003112328	1.95E-07	7.32E-07	1.18E-05	0.539182388	0.000166315	27.64019143	0.113288739	214.2510602	0.00020676
1014	3	0.003326426	0.002279831	1.79E-07	9.31E-07	2.11E-05	0.511870589	0.000164075	62.26343997	0.140437606	328.3312575	0.000843522
1015	3	0.006509682	0.003141635	2.06E-07	8.84E-07	1.66E-05	0.246988135	0.000287535	19.86267139	0.113098873	205.6596756	0.000316718
1016	3	0.006176873	0.002659838	1.61E-07	8.20E-07	2.30E-05	0.500750838	0.000222623	16.81603991	0.102137775	217.7764863	0.000142104
1017	3	0.003650498	0.003546023	2.27E-07	9.42E-07	2.09E-05	0.305253594	0.000218867	54.40495169	0.163117075	263.8118225	0.00167049
1018	3	0.004982986	0.003982842	1.63E-07	7.32E-07	1.03E-05	0.491040546	0.00026207	28.15542136	0.097181344	154.822637	0.00021203
1019	3	0.006204069	0.002800314	2.32E-07	8.77E-07	2.83E-05	0.464510985	0.000228307	18.13483942	0.100811289	204.2003831	0.000207453
1020	3	0.00305384	0.003727211	1.69E-07	7.06E-07	1.36E-05	0.407453816	0.000207942	57.49988683	0.11927074	197.2064077	0.000697714
1021	3	0.005803468	0.00356915	1.76E-07	9.66E-07	1.66E-05	0.291562188	0.000135313	36.2973222	0.316940491	475.5828747	0.000968031
1022	3	0.003558155	0.003149493	2.14E-07	7.00E-07	2.18E-05	0.487832972	0.000172137	40.81515961	0.105822976	200.6083937	0.000540726
1023	3	0.004342296	0.002956037	1.72E-07	7.70E-07	2.24E-05	0.259663757	0.000118254	38.76009436	0.230570886	422.1873638	0.001316938
1024	3	0.003598121	0.002177547	2.18E-07	8.21E-07	2.61E-05	0.429578334	0.000180004	44.4691554	0.101909212	253.9269287	0.000479608
1025	3	0.004086654	0.003213002	2.41E-07	8.29E-07	2.97E-05	0.384336787	0.000103616	47.30412934	0.248043724	407.3761693	0.001392627
1026	3	0.005015572	0.003428323	2.19E-07	9.97E-07	1.54E-05	0.223637872	0.000210221	41.95007104	0.194728742	316.6737499	0.001492904
1027	3	0.004006044	0.003076368	1.99E-07	7.22E-07	1.28E-05	0.535615493	0.000168418	44.39413772	0.108288163	208.698833	4.27E-04
1028	3	0.005519871	0.002492053	1.98E-07	9.97E-07	2.45E-05	0.421081939	0.000105834	38.29936209	0.278113108	549.5551757	0.000692753
1029	3	0.005554862	0.002756301	1.76E-07	8.23E-07	2.51E-05	0.366858657	0.000119286	27.29731982	0.216094027	414.7618757	0.000461163
1030	3	0.004987366	0.003716911	2.10E-07	8.56E-07	1.12E-05	0.251573659	0.000197018	41.958678	0.173951442	271.3445347	0.001000237
1031	3	0.005690951	0.003534035	1.62E-07	8.87E-07	2.37E-05	0.571987809	0.000106733	28.73597066	0.286963645	435.6382859	0.000547096
1032	3	0.005125251	0.00240673	2.07E-07	8.76E-07	1.53E-05	0.512556132	0.000186826	34.34449944	0.108784193	248.0373098	0.000292879
1033	3	0.006693399	0.00278808	1.89E-07	8.66E-07	2.91E-05	0.347361567	0.000283716	13.7323323	0.09702518	196.3069855	0.000116941
1034	3	0.005251608	0.003600783	2.40E-07	9.70E-07	1.83E-05	0.280012605	0.000140653	43.06424805	0.27077888	405.2103471	0.001513048
1035	3	0.003011038	0.003967101	2.42E-07	9.10E-07	2.59E-05	0.484566944	0.00021033	62.28472157	0.14757617	221.2590586	0.001546922
1036	3	0.003250451	0.002123297	2.11E-07	6.99E-07	1.00E-05	0.370172362	0.000253238	59.50252302	0.060301643	161.4632932	0.000402036
1037	3	0.006958255	0.002140505	1.62E-07	9.87E-07	2.75E-05	0.40636816	0.000148074	20.46659905	0.19435785	456.7700142	0.000240222
1038	3	0.003315091	0.003271201	2.12E-07	8.72E-07	2.68E-05	0.221856172	0.000253737	47.01883246	0.132156536	232.5043206	0.002019961
1039	3	0.003327948	0.003086034	1.82E-07	6.98E-07	1.04E-05	0.580381081	0.000134125	66.28098364	0.128379029	243.5218242	0.000662193
1040	3	0.004353529	0.002995745	1.87E-07	8.64E-07	1.93E-05	0.303820529	0.000278546	32.94250154	0.107846812	206.0989702	0.000475664
1041	3	0.00572116	0.003061898	1.55E-07	8.71E-07	1.60E-05	0.387007088	0.000121068	33.7126177	0.260873751	454.0548739	0.000479259
1042	3	0.005729178	0.003559964	2.33E-07	7.71E-07	2.01E-05	0.490681251	0.000226844	20.77649199	0.098255015	168.6798468	0.000232748
1043	3	0.004651845	0.002712632	1.82E-07	7.85E-07	2.33E-05	0.337555219	0.0002292	26.01753236	0.101994971	214.392945	0.000327417
1044	3	0.005357533	0.003693378	1.68E-07	7.19E-07	1.09E-05	0.518438123	0.000259996	23.909458	0.087163723	149.1405253	0.000160001
1045	3	0.004582838	0.002639868	2.49E-07	8.20E-07	1.03E-05	0.437523737	0.000271835	41.8929367	0.072860362	159.9709594	0.000225324
1046	3	0.006445483	0.0035541	1.60E-07	7.58E-07	2.95E-05	0.357387912	0.000202098	13.7450628	0.140742345	233.8053852	0.000194196
1047	3	0.005221067	0.003950872	1.95E-07	9.46E-07	1.29E-05	0.339091912	0.000119135	51.22690831	0.341355334	464.6468682	0.001231563
1048	3	0.00329101	0.003088879	2.47E-07	7.12E-07	1.16E-05	0.265218249	0.00012916	81.05104787	0.170506127	311.4842323	0.00264633
1049	3	0.005154312	0.002937922	1.77E-07	8.70E-07	1.25E-05	0.435667892	0.000150353	40.92160947	0.177450514	332.3027979	0.000421366
1050	3	0.004404393	0.003045548	1.84E-07	6.09E-07	1.80E-05	0.251835752	0.000200937	25.49743514	0.095021089	188.6673742	0.000419582
1051	3	0.005451878	0.003926912	1.59E-07	7.23E-07	2.06E-05	0.575985163	0.000189483	19.05831452	0.124090408	194.9970772	0.000222729
1052	3	0.005884417	0.003475766	2.14E-07	6.14E-07	2.28E-05	0.240440699	0.000163718	17.05049089	0.127908176	219.8254946	0.000378078
1053	3	0.003323929	0.003804291	1.75E-07	7.98E-07	1.78E-05	0.305246482	0.000152725	61.00272435	0.214561996	325.7298494	0.001920416
1054	3	0.00579811	0.002113463	2.29E-07	7.17E-07	2.68E-05	0.29339141	0.000196927	18.03327109	0.084538516	218.8818555	0.000188075
1055	3	0.003882141	0.00262857	2.50E-07	6.76E-07	2.70E-05	0.411326604	0.000268781	27.27863829	0.059931402	137.1097023	0.000299341
1056	3	0.005659485	0.002739233	1.82E-07	9.24E-07	1.21E-05	0.378568875	0.000142553	40.81148813	0.204894609	397.0150465	0.000475173
1057	3	0.004546205	0.003549296	1.97E-07	9.19E-07	1.05E-05	0.313221372	0.000299828	44.02537724	0.119256335	197.3640514	0.000444461
1058	3	0.0060713	0.002070127	2.37E-07	8.97E-07	1.22E-05	0.528610228	0.000273323	26.31484509	0.066244078	173.0905949	0.000136055
1059	3	0.003015167	0.003320527	2.13E-07	6.84E-07	1.87E-05	0.382913091	0.000286622	45.38773113	0.073051584	137.8731603	0.000615261
1060	3	0.003440114	0.003359783	2.47E-07	7.74E-07	1.48E-05	0.581108477	0.000277484	46.60337807	0.071227392	133.2174614	0.000498984
1061	3	0.00456662	0.003526656	1.60E-07	6.90E-07	1.20E-05	0.406771309	0.000104284	44.0606484	0.224295327	356.8592978	0.000566717
1062	3	0.004034745	0.002067806	2.25E-07	8.17E-07	2.76E-05	0.587476065	0.000212278	31.2388874	0.071132528	189.9567985	0.000334808
1063	3	0.006009901	0.003898566	2.24E-07	7.05E-07	1.17E-05	0.524185948	0.000237177	21.67172354	0.087327876	143.3564358	0.000172539
1064	3	0.003603229	0.002627627	1.99E-07	8.81E-07	2.19E-05	0.588464577	0.00011087	60.33037432	0.191291264	384.4065286	0.001117234
1065	3	0.005297489	0.003148886	2.08E-07	8.40E-07	1.27E-05	0.365534728	0.000106987	46.66158424	0.254429991	426.6691197	0.000746938
1066	3	0.004091797	0.003379297	2.49E-07	6.99E-07	2.53E-05	0.414526575	0.000233332	28.71887482	0.085158281	155.6912844	0.000323017
1067	3	0.006602098	0.003333841	2.04E-07	6.36E-07	1.06E-05	0.492897253	0.000291959	15.63521607	0.058675602	114.4273625	7.43E-05
1068	3	0.00656264	0.003790506	2.29E-07	8.14E-07	1.68E-05	0.389784582	0.000156157	24.15780495	0.17891189	270.8003112	0.000355173
1069	3	0.003034319	0.0028496	2.22E-07	7.64E-07	2.21E-05	0.591442436	0.000218176	48.77873842	0.079788814	167.6099536	0.000638623
1070	3	0.004103908	0.002085572	2.37E-07	9.55E-07	1.74E-05	0.267726097	0.000129775	65.24958087	0.194375336	467.0814091	0.00189882
1071	3	0.003651292	0.003190441	2.35E-07	6.18E-07	2.18E-05	0.287395547	0.000149559	39.5353033	0.125065297	231.3015459	0.000993441
1072	3	0.00591378	0.002366163	1.61E-07	7.81E-07	1.39E-05	0.273504227	0.000174392	25.57477285	0.134398059	308.7077138	0.000289316
1073	3	0.006547077	0.002426973	2.04E-07	6.66E-07	1.90E-05	0.389016454	0.000264522	13.51712815	0.060188936	145.6288009	6.11E-05
1074	3	0.006518026	0.003312823	2.05E-07	8.07E-07	1.85E-05	0.456811976	0.000262424	17.01307718	0.092759031	168.1177894	0.000151962
1075	3	0.00373709	0.003995408	1.99E-07	8.04E-07	2.53E-05	0.490116659	0.000234918	34.80687914	0.118264067	182.426925	0.000572923
1076	3	0.003889041	0.00276617	1.85E-07	9.37E-07	2.95E-05	0.590228486	0.000156435	41.36150286	0.159331385	315.142509	0.000772241
1077	3	0.005408682	0.00237389	1.96E-07	6.50E-07	2.40E-05	0.391899127	0.000251683	15.77444649	0.059822024	148.1411964	9.98E-05
1078	3	0.005732484	0.003436099	1.71E-07	6.56E-07	1.96E-05	0.552319031	0.000299881	13.31918288	0.061849785	117.0200523	9.25E-05
1079	3	0.003155703	0.003897267	2.39E-07	6.85E-07	2.96E-05	0.450742574	0.000150909	46.19799986	0.143419421	221.2740359	0.001079841
1080	3	0.005075068	0.002989682	1.75E-07	6.26E-07	1.34E-05	0.482431269	0.000232975	21.57173981	0.069360625	144.5946494	0.000117382
1081	3	0.006432281	0.002539652	1.52E-07	8.23E-07	1.40E-05	0.31003924	0.000284048	18.75402547	0.095490897	208.500534	0.000144208
1082	3	0.003915841	0.003036299	1.76E-07	6.06E-07	2.95E-05	0.583684068	0.000279756	18.0468148	0.052224349	111.9092081	0.000125081
1083	3	0.006378104	0.002761931	1.59E-07	8.93E-07	2.37E-05	0.257281509	0.000187034	19.9330612	0.180077871	353.0699421	0.000420606
1084	3	0.004228421	0.003360633	2.00E-07	8.94E-07	2.30E-05	0.597878976	0.000113566	46.40077541	0.228523057	369.2487564	1.04E-03
1085	3	0.003724611	0.002920912	2.06E-07	8.62E-07	2.62E-05	0.318628928	0.000255273	38.3049295	0.109826301	214.4177377	0.000744259
1086	3	0.003720949	0.003683829	2.15E-07	8.43E-07	1.95E-05	0.351312562	0.000222316	46.37235159	0.137038439	220.568726	9.89E-04
1087	3	0.006465377	0.002960528	1.96E-07	7.21E-07	2.11E-05	0.257677786	0.000215192	15.74161195	0.107763201	211.3852869	0.000234923
1088	3	0.005884898	0.002400174	1.78E-07	8.79E-07	1.38E-05	0.283075455	0.000184386	29.91034072	0.145930564	325.0750562	0.000357737
1089	3	0.003554747	0.003627522	1.83E-07	7.92E-07	1.13E-05	0.32698369	0.000116409	78.28872448	0.258279535	397.3756689	0.00192397
1090	3	0.004258313	0.002676189	2.15E-07	7.68E-07	2.66E-05	0.419877143	0.000274843	25.77140631	0.07172187	156.9068173	0.000275149
1091	3	0.004352057	0.003083966	1.75E-07	7.47E-07	2.70E-05	0.229645029	0.000273053	23.24192773	0.099920486	190.2135224	0.000494102
1092	3	0.006779939	0.002030635	1.58E-07	9.02E-07	1.75E-05	0.534502029	0.000141885	23.09784637	0.151079231	381.8007182	0.000166113
1093	3	0.00643237	0.003545447	1.85E-07	9.87E-07	1.65E-05	0.28855557	0.000212822	26.0432239	0.199963226	315.7566791	0.000473177
1094	3	0.005348337	0.002633415	2.20E-07	6.29E-07	1.18E-05	0.277027077	0.000136948	31.01413822	0.122190436	262.2183964	0.000378267
1095	3	0.003625892	0.002544724	1.68E-07	6.14E-07	1.14E-05	0.445309853	0.000104489	56.10894385	0.138432998	304.45082	0.000368191
1096	3	0.004083764	0.002939348	1.68E-07	9.24E-07	1.04E-05	0.567098277	0.000202649	55.5472664	0.131682773	254.3348978	0.000528692
1097	3	0.005992873	0.003559292	1.87E-07	9.85E-07	1.71E-05	0.493943894	0.000274714	24.13520484	0.128134502	209.743369	0.000267329
1098	3	0.004689503	0.003028497	1.84E-07	6.46E-07	2.57E-05	0.257451811	0.000195067	21.02267123	0.10660308	208.7768544	0.000428867
1099	3	0.004945824	0.003813878	1.94E-07	8.63E-07	1.92E-05	0.33964649	0.000123182	39.97536197	0.280701403	403.4706225	0.001033964
1100	3	0.006758463	0.003761869	1.82E-07	7.85E-07	2.44E-05	0.414376622	0.00018569	15.70557873	0.151979504	238.3032241	0.000197411
1101	3	0.006801135	0.002996082	2.32E-07	8.94E-07	1.32E-05	0.205473343	0.000258325	22.95361524	0.122240147	229.2672444	0.000452111
1102	3	0.005893958	0.002984886	1.84E-07	9.02E-07	2.41E-05	0.528637246	0.000188512	21.96207898	0.13969265	263.0769504	0.00027428
1103	3	0.006264107	0.003632346	2.00E-07	6.65E-07	2.17E-05	0.31585213	0.000281824	13.16424373	0.081364551	141.2717518	0.000149409
1104	3	0.00441676	0.002659586	2.23E-07	8.79E-07	1.56E-05	0.234119786	0.000273431	38.94139276	0.102128098	213.8015489	0.000703326
1105	3	0.003273258	0.003936506	2.13E-07	9.08E-07	1.29E-05	0.200262298	0.00016277	87.84143747	0.255085573	367.7048967	7.28E-03
1106	3	0.005237826	0.003844244	1.95E-07	7.40E-07	2.03E-05	0.50551339	0.000117856	29.08798261	0.201438411	298.9608444	0.000443667
1107	3	0.004553573	0.002295685	1.89E-07	7.09E-07	1.60E-05	0.295550357	0.000102307	42.58737524	0.181818235	414.861971	0.000732026
1108	3	0.004847575	0.002281679	1.88E-07	7.81E-07	2.05E-05	0.332949265	0.00021028	27.14224922	0.096743196	233.4251902	0.000303056
1109	3	0.003859824	0.002298252	2.06E-07	7.31E-07	2.31E-05	0.524359699	0.000258281	29.47258635	0.058835255	148.6276705	0.000191339
1110	3	0.005731713	0.002565129	2.02E-07	8.21E-07	1.96E-05	0.336744799	0.000128482	29.49843068	0.181611155	374.1781561	0.000444563
1111	3	0.006459698	0.002493505	1.69E-07	8.11E-07	1.77E-05	0.483604039	0.000268866	16.43832982	0.078794752	179.1220799	9.92E-05
1112	3	0.005740571	0.002619668	1.51E-07	7.29E-07	2.50E-05	0.582145627	0.00014464	18.1602031	0.124696203	268.2653156	0.000173844
1113	3	0.003062252	0.003624789	1.70E-07	7.02E-07	1.90E-05	0.437482391	0.000216532	46.8647753	0.108743655	185.2703815	0.000692338
1114	3	0.00686801	0.002952104	2.12E-07	8.47E-07	2.24E-05	0.477828987	0.00017481	18.50484823	0.133435117	253.8822926	0.000194552
1115	3	0.00421871	0.002757589	2.26E-07	8.03E-07	2.23E-05	0.279197947	0.000180417	38.01578445	0.132364259	268.3060689	0.000898576
1116	3	0.005016899	0.002940228	1.64E-07	7.87E-07	1.96E-05	0.236515119	0.000108432	35.12600127	0.271677049	489.6819727	0.001236437
1117	3	0.004273586	0.003990732	2.12E-07	9.02E-07	1.55E-05	0.209034325	0.000206794	47.22304026	0.197940292	287.6945457	0.002234758
1118	3	0.006293992	0.002481939	2.15E-07	8.52E-07	1.32E-05	0.332734796	0.000251421	24.10941177	0.092328123	206.1003814	0.000192295
1119	3	0.003945121	0.003421554	1.83E-07	8.06E-07	1.86E-05	0.417146573	0.000259758	35.86198622	0.104015228	182.6763885	0.000430665
1120	3	0.006671343	0.002278549	2.40E-07	7.11E-07	2.89E-05	0.42039508	0.000113008	18.22533004	0.138535778	319.2122785	0.000195422
1121	3	0.003048476	0.00228003	2.36E-07	8.55E-07	2.66E-05	0.25591427	0.000239812	55.62009513	0.09758527	232.4769078	0.001515697
1122	3	0.005675748	0.002933355	2.43E-07	9.54E-07	2.41E-05	0.302617002	0.00022868	26.02056985	0.133761005	252.3364498	0.000501057
1123	3	0.00581419	0.003471233	2.26E-07	7.58E-07	1.12E-05	0.358245861	0.000240052	26.60803166	0.099971519	174.4176936	0.00023306
1124	3	0.006342343	0.002488446	2.46E-07	9.63E-07	1.64E-05	0.502163782	0.000253449	24.56467294	0.090579439	200.3278684	0.000193237
1125	3	0.006387918	0.002144581	2.31E-07	9.54E-07	1.74E-05	0.524269886	0.000260069	22.36654023	0.078920568	197.0614229	0.000151955
1126	3	0.003714202	0.003388587	2.16E-07	9.96E-07	1.77E-05	0.230479716	0.000246101	57.90391952	0.166718499	277.725834	0.001472642
1127	3	0.003298505	0.00306977	1.88E-07	7.50E-07	2.95E-05	0.338356443	0.000242615	36.66212748	0.099460547	191.6635145	0.00069399
1128	3	0.00397502	0.003511316	2.38E-07	7.39E-07	1.15E-05	0.366675767	0.000210559	49.5305476	0.109553055	189.0231878	6.52E-04
1129	3	0.003897895	0.002956456	2.00E-07	8.41E-07	1.57E-05	0.407804916	0.000207914	47.80963857	0.11944083	231.7589545	0.000593086
1130	3	0.004912765	0.003161917	1.89E-07	9.68E-07	2.35E-05	0.585451891	0.000158293	34.02640463	0.182126416	318.3657354	0.000585497
1131	3	0.003065554	0.002444134	2.33E-07	9.12E-07	1.61E-05	0.5709293	0.000272972	64.08091086	0.07332402	169.7489837	0.000607931
1132	3	0.006005854	0.002884583	2.04E-07	9.50E-07	2.95E-05	0.434596197	0.00021911	20.40222347	0.131536984	253.1545994	0.000288015
1133	3	0.006532008	0.003582354	2.01E-07	8.20E-07	2.28E-05	0.3315253	0.000166229	19.79211418	0.180550645	287.0768119	0.000361203
1134	3	0.003593645	0.003454294	1.87E-07	8.43E-07	1.01E-05	0.585730687	0.000127783	77.3577392	0.192058754	314.6712394	0.001101439
1135	3	0.005881875	0.003830691	2.23E-07	7.99E-07	2.27E-05	0.364654629	0.000196945	21.36675925	0.144033969	222.9056455	0.000367356
1136	3	0.004095264	0.00376949	2.41E-07	7.83E-07	1.84E-05	0.516158591	0.000210315	38.13253912	0.110069108	178.9814184	0.000567301
1137	3	0.00323491	0.00293156	2.27E-07	8.82E-07	2.35E-05	0.381895846	0.000255123	52.50904928	0.103190897	202.1112742	0.000810082
1138	3	0.003903008	0.003872676	2.12E-07	8.93E-07	2.67E-05	0.357915185	0.000218906	39.57708834	0.158005176	239.8126385	0.001038513
1139	3	0.0054729	0.003354334	1.52E-07	8.96E-07	1.11E-05	0.491635026	0.000148651	39.16473058	0.214677373	356.5366593	0.000414534
1140	3	0.004744898	0.002002986	1.72E-07	7.55E-07	2.45E-05	0.296275424	0.00025342	22.1578821	0.075312264	202.8074205	0.000221505
1141	3	0.003141915	0.003904599	2.03E-07	6.64E-07	1.73E-05	0.432281484	0.000155523	54.93065575	0.139003714	217.2249724	0.000571744
1142	3	0.005563464	0.002237774	1.53E-07	7.92E-07	1.31E-05	0.364891557	0.00028532	22.8982462	0.076979423	188.7520338	0.000128465
1143	3	0.004615376	0.002306346	2.38E-07	9.51E-07	1.19E-05	0.477396747	0.000166518	56.38652545	0.13007789	298.8244144	0.000545013
1144	3	0.003683583	0.002691845	1.87E-07	7.37E-07	2.83E-05	0.277349364	0.000134243	40.56274603	0.167971127	343.163454	0.001261391
1145	3	0.006864847	0.002922079	2.23E-07	6.35E-07	1.43E-05	0.329426433	0.000214114	15.80403427	0.081818209	168.3673515	0.00011312
1146	3	0.006829031	0.003180787	1.62E-07	7.11E-07	1.29E-05	0.502058215	0.000243828	15.46030123	0.085245092	163.4334199	8.77E-05
1147	3	0.006391705	0.002321753	1.93E-07	9.21E-07	1.41E-05	0.316063559	0.000231387	25.26898354	0.115158956	264.5737206	0.000235226
1148	3	0.005743209	0.002617584	2.44E-07	6.96E-07	2.40E-05	0.378072757	0.000127984	23.38473459	0.134020316	280.7220668	0.000294882
1149	3	0.005584183	0.002170235	2.01E-07	7.00E-07	1.75E-05	0.598073005	0.000217938	18.93890603	0.059030395	157.3164836	0.000104126
1150	3	0.003153406	0.00253137	1.80E-07	6.82E-07	2.27E-05	0.414201156	0.000243116	38.6283989	0.070878366	165.1139549	0.000411304
1151	3	0.003298462	0.002306719	2.18E-07	7.34E-07	2.68E-05	0.500673555	0.000289598	34.10507046	0.054438569	137.1789842	3.22E-04
1152	3	0.003108759	0.003488199	1.84E-07	9.21E-07	1.33E-05	0.257296689	0.000227338	79.08478567	0.171619415	282.9386448	0.001291381
1153	3	0.006280448	0.002356962	1.68E-07	6.61E-07	1.87E-05	0.39980797	0.000276	13.17453988	0.059395447	146.8713866	6.95E-05
1154	3	0.005272053	0.002175117	1.94E-07	8.82E-07	2.96E-05	0.246127363	0.000171622	25.66577325	0.148778028	356.425579	0.000659184
1155	3	0.0040405	0.00399056	2.34E-07	9.00E-07	2.53E-05	0.553431542	0.000295141	32.22328999	0.09896588	153.8356155	0.00046912
1156	3	0.005563655	0.003809175	2.31E-07	8.42E-07	2.71E-05	0.329365134	0.00013138	27.93559719	0.24073984	349.1052212	0.000657663
1157	3	0.005025893	0.002786535	1.78E-07	9.55E-07	1.61E-05	0.273246038	0.000265413	33.06883527	0.131524465	259.3422423	0.00053721
1158	3	0.00640421	0.002592142	1.53E-07	7.48E-07	1.77E-05	0.569015589	0.000271304	14.016705	0.069469404	157.1766621	8.03E-05
1159	3	0.004027025	0.003156585	1.83E-07	7.90E-07	2.49E-05	0.225556283	0.000234164	31.65304437	0.126263417	231.7341301	0.000582205
1160	3	0.006607288	0.00344185	1.94E-07	6.69E-07	1.83E-05	0.418616565	0.000100143	21.32396178	0.20788772	333.7087794	0.000256123
1161	3	0.005257211	0.002130134	1.89E-07	8.02E-07	2.74E-05	0.498285618	0.000249703	18.91757704	0.06986841	181.099891	0.000146276
1162	3	0.006391749	0.002474199	1.84E-07	9.86E-07	1.29E-05	0.563458363	0.000120707	36.36449149	0.214760478	443.3417046	0.000367401
1163	3	0.003460744	0.003488739	2.22E-07	6.49E-07	2.97E-05	0.299897469	0.000141629	38.95124558	0.152109004	255.5615712	0.001270202
1164	3	0.004944959	0.002585488	2.22E-07	8.30E-07	2.42E-05	0.325550417	0.000120162	35.79422065	0.195462896	395.3900893	0.000761056
1165	3	0.00671315	0.003785861	2.10E-07	7.99E-07	2.65E-05	0.256481149	0.000263156	13.92548116	0.121147536	191.9107252	0.000289545
1166	3	0.005418655	0.003581143	2.25E-07	6.04E-07	1.39E-05	0.375502884	0.000176959	23.78599487	0.103136912	178.1956096	0.00022985
1167	3	0.006569183	0.003860571	2.10E-07	8.92E-07	2.79E-05	0.281475652	0.000172368	19.56642827	0.216191994	316.0828581	0.000561907
1168	3	0.005121124	0.003854406	1.71E-07	9.93E-07	1.83E-05	0.492295706	0.000153733	38.83227262	0.257474348	372.0968254	0.000721052
1169	3	0.00513644	0.002750227	1.88E-07	6.87E-07	2.69E-05	0.345007758	0.000114348	24.90786661	0.170514064	338.2952809	0.000403707
1170	3	0.003438347	0.003827161	1.54E-07	6.91E-07	1.70E-05	0.393584921	0.000278197	35.79902347	0.093382729	154.3032838	0.000270519
1171	3	0.003837654	0.002636306	2.40E-07	6.03E-07	1.35E-05	0.270228323	0.000253548	35.99533171	0.063271354	145.1139175	0.000462213
1172	3	0.005029359	0.002587605	2.37E-07	9.29E-07	3.00E-05	0.403237805	0.000174909	30.28391756	0.141800739	294.7676126	0.000492551
1173	3	0.005993994	0.00279983	2.43E-07	7.71E-07	1.08E-05	0.344540687	0.000131511	36.16311641	0.160150293	311.0133602	0.000403333
1174	3	0.003235416	0.003686721	2.39E-07	6.24E-07	1.40E-05	0.429229167	0.000117474	66.08050047	0.157791647	252.1597775	0.001099555
1175	3	0.004747961	0.002177625	2.28E-07	8.94E-07	1.29E-05	0.519282712	0.000223166	40.43222999	0.083620794	209.1457149	0.000283022
1176	3	0.006280924	0.002737251	2.31E-07	6.24E-07	1.18E-05	0.418792368	0.000261117	17.74075889	0.056934814	128.3901218	6.21E-05
1177	3	0.006580497	0.002373718	2.33E-07	6.25E-07	2.20E-05	0.293413164	0.000112014	18.59643304	0.137675616	311.3233482	0.000235254
