Sample	m 	n	tcrease	tpanel	W	bend stiff 0.3	bend stiff 0.6	bend stiff 0.9	axial stiff 0.3	axial stiff 0.6	axial stiff 0.9
1	36	9	0.000987223	0.003154812	2.26E-03	1.19E+04	1.73E+03	225.7019673	60843.27645	18956.50481	6052.847032
2	36	12	0.000792923	0.00375764	1.40E-03	2.62E+04	3.88E+03	512.4507708	155747.5904	47979.1387	14523.14477
3	24	6	0.000572376	0.005812986	2.25E-03	6.49E+04	6.90E+03	609.8301801	242564.9368	49755.48732	10865.0857
4	3.60E+01	9	0.000790687	0.001755779	1.83E-03	4.00E+03	7.49E+02	125.5042076	20485.76131	8390.137664	3322.46764
5	30	6	0.00054098	0.002438013	1.38E-03	8.20E+03	9.45E+02	99.28132344	32432.71009	7988.705321	2135.85047
6	30	6	0.000896857	0.001904325	3.05E-03	3.82E+03	6.62E+02	96.71879739	15167.57477	5769.864404	2087.021935
7	24	12	0.000528118	0.001329504	2.37E-03	1.74E+03	7.78E+02	617.6169468	8928.511256	7365.877719	11402.95635
8	30	9	0.000994066	0.003212012	2.82E-03	1.29E+04	2.51E+03	456.7757144	60014.35878	25071.51016	10596.79338
9	2.40E+01	9	0.000948144	0.002572757	3.14E-03	8.59E+03	2.55E+03	876.4765199	36187.48173	22062.76285	16577.91253
10	36	6	0.000732588	0.001594022	2.77E-03	1.95E+03	2.86E+02	35.1297605	8827.055645	2822.738237	831.9782803
11	36	12	0.000991416	0.003379013	2.06E-03	1.56E+04	2.84E+03	483.4525266	92875.28274	35662.71306	13734.17829
12	2.40E+01	6	0.000943525	0.004323517	2.05E-03	3.78E+04	4.97E+03	560.8365386	132260.5671	35722.02919	10071.00118
13	3.00E+01	12	0.000838754	0.005915267	1.12E-03	1.22E+05	1.64E+04	1844.893071	704646.9872	183250.3077	45377.14821
14	3.00E+01	6	0.000611595	0.001152421	2.75E-03	1.23E+03	2.58E+02	48.08909059	4871.830992	2267.017541	1014.794639
15	36	12	0.000954036	0.003208346	2.65E-03	1.09E+04	2.20E+03	426.4994249	64874.39136	27721.11549	12067.00411
16	24	12	0.000644241	0.003156272	2.84E-03	1.28E+04	4.28E+03	1989.918235	70890.32551	45537.75886	40164.76387
17	30	12	0.000521528	0.004707741	3.31E-03	2.71E+04	5.86E+03	1257.010103	159686.878	69761.6039	30489.11091
18	36	12	0.00072569	0.001308922	2.46E-03	1.66E+03	4.82E+02	159.0695257	9666.068732	5896.911404	4354.250447
19	36	12	0.000736323	0.002173767	2.91E-03	3.65E+03	9.34E+02	253.2031052	21484.62097	11596.69355	6996.100381
20	30	12	0.000990403	0.003322292	2.85E-03	1.33E+04	3.37E+03	937.5932392	74752.12473	38997.11274	22872.86063
21	24	9	0.000976186	0.004024877	2.82E-03	2.76E+04	6.37E+03	1480.618662	119054.8401	56648.09698	28398.23089
22	24	9	0.000629554	0.005373968	2.33E-03	6.67E+04	1.22E+04	1962.850759	305016.8743	110621.8865	37667.82802
23	3.60E+01	12	0.000947279	0.005680118	2.02E-03	5.50E+04	6.88E+03	756.5609201	326965.2839	83764.70443	21488.45401
24	36	12	0.000532291	0.002020911	1.42E-03	5.07E+03	1.11E+03	240.6402078	29993.09613	13930.3983	6664.701511
25	3.00E+01	12	0.000978152	0.002763891	3.85E-03	6.60E+03	1.98E+03	716.2705399	36708.96153	22428.71971	17180.47796
26	30	9	0.000657051	0.002023335	3.35E-03	3.19E+03	8.38E+02	229.002754	14564.44877	8147.137009	5138.174701
27	36	12	0.000828799	0.004043522	3.40E-03	1.50E+04	2.80E+03	484.986555	89304.83692	35280.27504	13634.07851
28	24	12	0.000626859	0.001426536	3.24E-03	1.72E+03	7.80E+02	645.2764898	8748.058568	7317.265465	11833.56061
29	24	6	0.000603945	0.001420758	2.87E-03	2.09E+03	5.47E+02	143.4836818	7003.939901	3970.822622	2530.875852
30	30	9	0.000740335	0.002390518	2.54E-03	6.27E+03	1.40E+03	304.6805792	28985.53477	13909.7027	6981.92134
31	36	12	0.000912416	0.002461231	2.72E-03	5.80E+03	1.35E+03	323.1763038	34306.79134	17036.60799	9097.401334
32	30	12	0.000620879	0.004197531	1.10E-03	5.13E+04	8.52E+03	1236.684763	296434.9185	98337.06473	30344.04424
33	24	12	0.000742684	0.004768956	2.21E-03	4.90E+04	1.23E+04	3493.375589	281009.3497	137496.6756	72978.05384
34	24	9	0.000977805	0.004763572	1.08E-03	9.44E+04	1.49E+04	2041.74395	416509.244	129948.9142	39451.63116
35	36	9	0.000625604	0.005617475	1.15E-03	5.35E+04	3.90E+03	305.9082965	269698.0542	40840.79185	8235.838402
36	3.60E+01	6	0.000744522	0.004807084	2.08E-03	1.40E+04	9.94E+02	88.394064	61395.76168	9372.551615	2212.979662
37	24	12	0.000911375	0.00283434	2.40E-03	1.19E+04	4.00E+03	1867.493401	65679.27555	42586.82159	38129.32825
38	30	9	0.000969032	0.003495865	3.87E-03	1.18E+04	2.39E+03	455.7511707	54691.30108	23814.46239	10515.8134
39	2.40E+01	9	0.00051845	0.003441517	2.56E-03	1.86E+04	4.55E+03	1153.933029	81243.27804	40638.68865	21786.47323
40	36	6	0.000508068	0.00365495	1.23E-03	1.04E+04	7.05E+02	59.90236305	45461.81683	6671.566111	1479.702539
41	36	9	0.000686197	0.001914359	3.87E-03	2.11E+03	4.65E+02	97.80186576	10706.03222	5177.517262	2543.582981
42	36	9	0.000636023	0.00214421	1.23E-03	6.87E+03	1.03E+03	139.2551226	35073.04777	11393.1733	3692.664401
43	36	12	0.00069639	0.00387909	1.18E-03	3.18E+04	4.31E+03	513.6467692	189434.9349	52976.64782	14533.91727
44	30	6	0.000740049	0.002968082	2.97E-03	7.90E+03	1.03E+03	119.1027506	31221.55042	8832.541714	2579.287159
45	3.60E+01	6	0.000770715	0.001139432	2.34E-03	1.60E+03	2.40E+02	29.28939646	7317.640325	2373.661624	680.2029871
46	36	6	0.000987572	0.002936016	3.72E-03	5.34E+03	6.26E+02	68.16836895	23930.30414	6015.964904	1673.230007
47	30	12	0.000596502	0.002544606	1.51E-03	1.05E+04	2.59E+03	689.0486652	59085.36172	29967.85424	16676.55632
48	36	12	0.000724511	0.004574157	3.76E-03	1.87E+04	3.31E+03	529.2400194	111830.7104	41741.25437	14839.95216
49	24	6	0.00070089	0.005262949	1.23E-03	7.48E+04	7.25E+03	627.3138014	269354.7318	50833.24891	11220.02928
50	24	12	0.000777381	0.003655338	2.84E-03	1.92E+04	5.96E+03	2438.159706	107411.291	64529.84228	49948.34206
51	30	9	0.000691126	0.005944261	1.20E-03	9.59E+04	9.19E+03	793.7833547	458372.1456	86820.29815	18343.58675
52	36	6	0.00096175	0.005395454	2.33E-03	1.70E+04	1.29E+03	121.9315225	74171.57488	11999.52547	3045.075208
53	24	6	0.00066634	0.00554248	3.38E-03	4.52E+04	5.66E+03	577.602712	163668.2921	41360.5971	10297.16597
54	2.40E+01	9	0.000557136	0.003633398	3.42E-03	1.68E+04	4.33E+03	1189.157259	72895.79547	38331.17825	22322.85856
55	36	6	0.000917715	0.002040696	2.70E-03	3.64E+03	4.80E+02	54.62990371	16446.94201	4619.80591	1321.312959
56	24	6	0.000834759	0.001800498	1.97E-03	6.02E+03	1.28E+03	246.2000012	20653.70102	9523.675843	4448.683886
57	30	6	0.000724065	0.003561002	3.36E-03	1.07E+04	1.26E+03	132.034409	42202.72649	10701.51979	2863.168259
58	36	6	0.000686964	0.001683843	2.70E-03	2.02E+03	2.86E+02	34.83734516	9093.642956	2826.952944	825.3971992
59	30	6	0.000616755	0.001963762	3.18E-03	2.82E+03	4.87E+02	73.07031589	11111.11954	4249.021634	1562.01371
60	36	6	0.000964644	0.001285746	1.72E-03	3.20E+03	4.14E+02	46.62586946	14735.18855	3915.964195	1112.707471
61	3.60E+01	12	0.000886225	0.004810386	2.90E-03	2.71E+04	4.28E+03	600.5668604	161540.7929	53494.96884	16984.14632
62	36	9	0.000864308	0.005709114	2.99E-03	3.39E+04	3.33E+03	308.3245996	172604.1492	35748.67336	8314.065585
63	3.60E+01	12	0.00052887	0.004840927	1.06E-03	5.77E+04	6.30E+03	594.8208427	349915.6631	76552.62698	16784.1715
64	2.40E+01	9	0.000652692	0.005475622	3.86E-03	4.59E+04	9.64E+03	1923.495537	207920.2049	88027.93366	36718.32562
65	30	9	0.000894935	0.004868686	1.21E-03	6.35E+04	7.23E+03	744.7856736	297931.4627	68708.60342	17274.5629
66	3.00E+01	6	0.000584111	0.004905587	3.16E-03	2.14E+04	1.92E+03	159.1400486	86304.1124	16064.68598	3446.427909
67	36	9	0.000663775	0.004530425	3.57E-03	1.71E+04	2.08E+03	219.8741897	88101.77231	22888.00362	5863.819947
68	24	9	0.000976701	0.005421036	3.71E-03	4.72E+04	9.88E+03	1974.943268	206172.7937	88459.24439	37869.06143
69	30	12	0.000849427	0.003655796	1.51E-03	2.84E+04	5.70E+03	1104.311601	161608.7868	66258.99376	27150.28606
70	30	12	0.000978097	0.002783153	3.36E-03	7.54E+03	2.18E+03	744.290151	42098.61585	24872.20558	17965.74713
71	24	12	0.000675827	0.00118389	2.09E-03	1.83E+03	7.98E+02	606.2179405	9487.606864	7705.190913	11544.86255
72	24	6	0.000671777	0.004273063	2.12E-03	3.43E+04	4.42E+03	472.2339165	121079.853	32022.50716	8436.922559
73	36	12	0.000567173	0.003983176	2.83E-03	1.63E+04	2.87E+03	454.6125448	97957.2975	36300.82543	12700.93653
74	24	6	0.00060768	0.00129201	3.20E-03	1.63E+03	4.47E+02	126.5657999	5420.478899	3213.836245	2221.774521
75	30	12	0.000549885	0.002852399	2.17E-03	1.01E+04	2.61E+03	735.7453742	57336.08444	30105.07727	17658.26919
76	30	12	0.000596167	0.002039358	3.70E-03	2.79E+03	9.73E+02	438.7017536	15144.18035	10471.08342	10017.88529
77	36	6	0.000978742	0.004111853	1.91E-03	1.27E+04	1.13E+03	114.5833686	55947.67937	10431.88372	2818.455682
78	24	6	0.00082858	0.003330865	1.71E-03	2.35E+04	3.45E+03	432.8045943	81633.58549	25042.31592	7773.80502
79	30	12	0.000779445	0.003441206	2.35E-03	1.62E+04	3.83E+03	949.3210936	91957.81965	44558.20065	23098.16893
80	24	6	0.000675175	0.005680166	3.32E-03	4.85E+04	5.94E+03	594.1781349	175811.6197	43287.64065	10594.49364
81	36	12	0.000759995	0.002375221	1.22E-03	9.75E+03	1.87E+03	342.4352593	57903.20337	23564.97757	9682.054708
82	30	6	0.000572864	0.005259701	2.43E-03	2.80E+04	2.22E+03	174.1938014	112674.5175	18438.12712	3779.071759
83	30	9	0.000766745	0.004741255	3.21E-03	2.81E+04	4.38E+03	588.7366961	132772.7415	43482.32158	13553.80117
84	24	6	0.000738802	0.002606669	2.87E-03	8.48E+03	1.66E+03	290.2717184	28958.58648	12311.97456	5191.53529
85	36	9	0.000664166	0.001590692	3.36E-03	1.64E+03	3.77E+02	84.15288937	8307.492791	4191.280761	2176.320847
86	36	12	0.000924838	0.002577837	3.82E-03	4.77E+03	1.19E+03	313.3799081	28117.49	14887.03778	8749.990558
87	24	12	0.000758919	0.00301362	3.59E-03	9.44E+03	3.42E+03	1807.179822	51617.95082	35577.40905	35997.7048
88	30	12	0.000678801	0.00268971	3.75E-03	5.59E+03	1.72E+03	638.8975532	30970.10362	19209.87974	15020.82598
89	3.60E+01	9	0.000650876	0.002913019	1.16E-03	1.41E+04	1.67E+03	183.7086237	71863.52007	18084.35836	4905.823564
90	30	6	0.00064535	0.003568452	2.45E-03	1.30E+04	1.37E+03	132.2396161	51464.69422	11526.93483	2865.069125
91	24	6	0.000532293	0.005092561	1.11E-03	7.25E+04	6.82E+03	561.1173307	267087.5967	48097.33391	10004.27781
92	30	6	0.000571075	0.003858133	2.38E-03	1.53E+04	1.49E+03	132.8872242	61055.988	12483.34408	2874.092185
93	30	9	0.000943176	0.005690101	3.72E-03	4.04E+04	5.86E+03	729.6765569	190458.8681	57689.86763	16860.61841
94	24	6	0.000823248	0.003663165	2.71E-03	2.04E+04	3.20E+03	425.1280726	70669.41838	23461.82616	7621.230392
95	30	12	0.000900778	0.003567745	2.56E-03	1.70E+04	4.02E+03	1005.403484	95977.13816	46759.935	24539.23108
96	24	9	0.000902976	0.001476308	2.06E-03	4.38E+03	1.40E+03	535.740042	18395.52071	12019.23626	10241.47377
97	30	12	0.000699419	0.002703835	2.88E-03	7.15E+03	2.05E+03	680.7169089	39923.69806	23220.07735	16232.85634
98	30	12	0.000789839	0.004602361	3.17E-03	2.70E+04	5.85E+03	1264.58077	154094.9202	68395.23019	30815.03949
99	24	12	0.000601314	0.001995387	2.36E-03	4.61E+03	1.82E+03	1111.4301	24751.5275	18348.57562	21659.16332
100	24	9	0.000544717	0.001388644	1.50E-03	3.16E+03	1.05E+03	426.5425126	13114.3777	8784.103512	7859.039994
101	30	6	0.000870394	0.002803401	2.39E-03	8.88E+03	1.18E+03	139.318577	35194.55463	10031.56659	3011.696715
102	24	12	0.000738089	0.003758957	1.47E-03	3.68E+04	9.44E+03	2774.609733	208803.2448	104551.7351	57973.41085
103	36	9	0.000861077	0.003870838	1.90E-03	1.98E+04	2.29E+03	248.1494134	100377.6558	24688.46493	6673.544239
104	3.60E+01	9	0.000667029	0.001705728	2.45E-03	2.46E+03	5.09E+02	98.05760896	12561.29941	5702.067394	2567.464585
105	36	12	0.000840351	0.005299154	2.55E-03	3.82E+04	5.39E+03	660.5457961	228257.055	66777.2433	18691.26675
106	24	12	0.000547676	0.004399082	1.09E-03	7.23E+04	1.57E+04	3379.394237	424652.9024	176264.4492	70995.77246
107	3.00E+01	9	0.000540751	0.001049845	1.31E-03	1.78E+03	4.79E+02	137.3815811	8139.305686	4693.549278	3103.940083
108	24	12	0.000801658	0.004360548	2.93E-03	3.00E+04	8.56E+03	3030.268901	169706.796	94086.6542	62673.49917
109	24	9	0.00077143	0.005938668	1.66E-03	1.14E+05	1.77E+04	2281.880068	516152.6318	155853.238	43904.26627
110	36	9	0.000961044	0.004295786	2.25E-03	2.26E+04	2.59E+03	279.8232823	114793.2817	27920.50479	7540.438481
111	36	12	0.000792718	0.003203428	1.69E-03	1.52E+04	2.65E+03	427.6018482	90152.91967	33263.78672	12091.67715
112	24	9	0.000972251	0.002339617	2.10E-03	1.02E+04	2.83E+03	882.667394	43151.79826	24862.35932	16966.39866
113	36	12	0.000752395	0.002960639	2.04E-03	1.04E+04	2.03E+03	374.361943	62017.96044	25565.84915	10531.60105
114	3.00E+01	12	0.00052539	0.002486661	3.78E-03	4.35E+03	1.40E+03	557.8112671	23983.79213	15451.74075	12908.8515
115	3.00E+01	9	0.000876362	0.002753209	1.80E-03	1.27E+04	2.38E+03	411.9885869	59059.09594	23683.16586	9561.084583
116	30	9	0.000947459	0.004655117	1.03E-03	6.48E+04	7.38E+03	775.7899411	303681.9869	69755.92167	17985.66353
117	24	6	0.000702766	0.00495123	1.72E-03	5.49E+04	6.04E+03	565.8575845	196127.2319	42993.59644	10117.08192
118	24	6	0.000899118	0.004723816	2.63E-03	3.84E+04	5.05E+03	561.150393	134459.3213	36481.40172	10062.46783
119	36	12	0.000949772	0.003915631	3.25E-03	1.48E+04	2.79E+03	494.2781463	87776.57807	35122.0423	13961.56927
120	24	9	0.000500219	0.003671847	3.17E-03	1.83E+04	4.61E+03	1211.115	80697.67185	41100.38449	22770.57694
121	36	6	0.00097333	0.002136085	1.84E-03	5.40E+03	6.57E+02	73.13786786	24359.3062	6133.904442	1773.638895
122	30	12	0.000958763	0.002842779	2.78E-03	9.27E+03	2.53E+03	788.595037	51981.46601	29092.19698	19163.17969
123	2.40E+01	12	0.000894999	0.004597838	2.55E-03	3.95E+04	1.05E+04	3323.283968	223593.1498	116470.6223	69244.51771
124	30	12	0.000515323	0.001619672	1.26E-03	3.86E+03	1.15E+03	410.9895322	21431.73252	12986.15629	9760.034577
125	24	9	0.000540659	0.003704825	2.16E-03	2.62E+04	5.86E+03	1288.383324	115790.5679	52816.68254	24519.86894
126	30	6	0.000753291	0.001989027	2.21E-03	4.51E+03	7.12E+02	96.12067404	17857.53805	6147.088139	2068.87632
127	2.40E+01	6	0.000715201	0.005194342	1.06E-03	7.87E+04	7.45E+03	642.5900149	283386.2385	51978.95504	11499.2042
128	30	9	0.000500393	0.004115145	3.65E-03	1.70E+04	3.02E+03	472.0950111	81969.77388	30613.36078	10750.31
129	24	12	0.000931127	0.005751181	1.81E-03	9.81E+04	2.11E+04	4506.48466	564436.2372	233629.3907	94732.56559
130	30	12	0.000975209	0.00218548	2.77E-03	5.38E+03	1.63E+03	601.0892628	29955.49088	18539.73297	14550.40897
131	30	9	0.000872486	0.004868573	1.45E-03	5.60E+04	6.69E+03	708.3721831	263127.5551	64119.36773	16424.28895
132	30	6	0.000633799	0.001642476	3.86E-03	1.70E+03	3.39E+02	60.50746694	6678.428836	2970.394091	1285.307176
133	30	9	0.000597406	0.003690968	3.47E-03	1.35E+04	2.53E+03	429.386883	63316.96186	25370.96764	9784.255799
134	3.60E+01	12	0.000778558	0.005607185	3.74E-03	3.21E+04	4.95E+03	661.8768431	193864.1885	62145.85235	18652.31977
135	30	6	0.00080664	0.002520672	3.95E-03	4.64E+03	7.42E+02	102.7343092	18320.75728	6447.300718	2222.255728
136	30	9	0.000919999	0.003933574	2.56E-03	2.19E+04	3.64E+03	539.3890799	102238.977	36034.57227	12493.02101
137	30	12	0.000579847	0.005221953	1.30E-03	7.89E+04	1.19E+04	1520.686244	466957.273	138160.3491	37305.50507
138	30	12	0.000730761	0.002026551	2.22E-03	4.60E+03	1.40E+03	519.9135728	25514.6581	15810.61919	12407.76818
139	36	6	0.00087547	0.001710699	2.52E-03	2.88E+03	3.98E+02	46.29773211	13064.7751	3858.942867	1110.608513
140	2.40E+01	6	0.000811912	0.004868866	1.24E-03	6.48E+04	6.76E+03	632.3970435	230995.4963	47471.87574	11331.40907
141	36	9	0.000520491	0.00323573	1.75E-03	1.27E+04	1.53E+03	162.8900533	65156.43351	16810.27716	4316.989779
142	36	12	0.000893454	0.005597061	1.18E-03	7.70E+04	8.16E+03	795.5733515	455016.0938	97293.72208	22609.54581
143	36	9	0.000738502	0.00568417	1.71E-03	4.59E+04	3.75E+03	313.5634815	232024.9978	39620.10722	8452.892885
144	30	9	0.000631235	0.004983227	1.50E-03	5.61E+04	6.48E+03	640.8590066	268228.1795	62632.16034	14782.36286
145	3.60E+01	12	0.000547435	0.005376035	2.03E-03	4.64E+04	5.90E+03	634.8448182	286902.5261	73695.60635	17885.45344
146	2.40E+01	12	0.000642407	0.004490059	3.70E-03	2.62E+04	7.83E+03	3007.379194	149790.1058	85973.22601	61637.53186
147	24	12	0.000859417	0.003393166	1.03E-03	3.92E+04	9.66E+03	2653.944283	221416.6188	106637.4651	55766.94648
148	24	6	0.000586326	0.003252433	3.39E-03	1.20E+04	2.15E+03	326.4487422	41544.10825	15942.81928	5793.749372
149	3.00E+01	6	0.000781449	0.001003942	2.74E-03	1.56E+03	3.07E+02	50.89841939	6288.429793	2731.366613	1079.346313
150	24	9	0.000985838	0.00421759	2.25E-03	3.79E+04	7.98E+03	1616.786623	164526.681	71105.50184	31140.57943
151	36	6	0.000709548	0.001107651	1.54E-03	1.90E+03	2.70E+02	31.66597976	8704.07773	2625.400145	736.6405314
152	24	6	0.000849374	0.005673068	1.30E-03	8.52E+04	8.24E+03	729.9364345	305828.8389	57463.62953	13075.69537
153	30	12	0.000700066	0.002844306	2.96E-03	7.95E+03	2.23E+03	719.8949773	44485.81322	25400.53131	17196.76595
154	30	9	0.000999963	0.003614724	2.85E-03	1.68E+04	3.06E+03	508.6842434	78128.52213	30388.5792	11799.40233
155	24	12	0.000807606	0.00351975	2.87E-03	1.73E+04	5.48E+03	2327.47107	96349.08648	59107.02979	47580.84139
156	36	9	0.000942282	0.005635441	3.51E-03	2.99E+04	3.16E+03	309.4240806	152393.4814	34106.32483	8350.965635
157	36	6	0.000780661	0.002395585	1.63E-03	5.57E+03	6.06E+02	64.49078526	24857.63453	5709.53477	1561.223266
158	36	9	0.000948688	0.005574121	2.32E-03	3.83E+04	3.61E+03	336.8711532	193382.4897	38320.19525	9104.134037
159	36	9	0.000805554	0.005501705	3.36E-03	2.87E+04	2.99E+03	283.6957291	146795.3913	32323.25131	7628.76897
160	36	6	0.000914768	0.001506115	3.99E-03	1.82E+03	2.82E+02	35.58497819	8307.81051	2811.884793	845.4499428
161	36	6	0.000693044	0.005742565	1.74E-03	1.85E+04	1.17E+03	98.61515655	80886.92979	11008.14813	2486.970463
162	3.60E+01	9	0.000608046	0.005947144	2.96E-03	3.64E+04	3.36E+03	284.134657	190324.5084	36309.44508	7607.763043
163	3.00E+01	6	0.000810145	0.003130333	2.47E-03	1.04E+04	1.27E+03	140.6680758	41233.47624	10758.60054	3048.781313
164	30	6	0.000572897	0.003155588	2.73E-03	9.03E+03	1.06E+03	108.99635	35834.61061	9044.759048	2348.698461
165	24	12	0.000578685	0.005260864	3.49E-03	4.25E+04	1.15E+04	3693.281887	252352.153	129772.9351	76567.87756
166	30	6	0.000638103	0.005750205	3.60E-03	2.76E+04	2.32E+03	186.4342934	111461.5911	19410.40197	4047.556867
167	36	6	0.000719432	0.002589194	1.63E-03	5.96E+03	5.99E+02	61.79224437	26473.17539	5664.494941	1500.706621
168	36	12	0.000903322	0.003305252	3.93E-03	8.11E+03	1.80E+03	395.9349028	48019.60368	22579.37239	11089.17548
169	36	9	0.000866072	0.001990049	3.95E-03	2.76E+03	5.88E+02	117.7609789	14061.84841	6600.478325	3115.741321
170	36	9	0.000980427	0.001690054	3.46E-03	2.87E+03	6.07E+02	117.6134993	14731.8777	6849.867365	3119.383104
171	24	12	0.000900383	0.001584733	3.37E-03	2.65E+03	1.14E+03	837.0217145	13849.66213	11117.03462	16113.56221
172	3.00E+01	6	0.000577058	0.005962459	1.26E-03	4.37E+04	2.89E+03	216.4998642	174107.8774	23506.99329	4717.145282
173	36	12	0.000972462	0.002064547	1.71E-03	6.65E+03	1.48E+03	327.3091446	39534.58857	18732.17551	9283.673033
174	24	6	0.000972385	0.005182635	2.98E-03	4.38E+04	5.66E+03	618.0932828	153656.9794	40787.92816	11087.07441
175	36	9	0.000719618	0.005676295	1.98E-03	4.22E+04	3.59E+03	301.642247	214594.8607	38083.37715	8120.951758
176	30	9	0.000693526	0.005487951	3.71E-03	3.61E+04	5.32E+03	662.4786314	173682.5104	53032.20024	15228.20041
177	36	9	0.000877084	0.001567561	1.57E-03	4.44E+03	8.21E+02	131.9700143	22850.26498	9169.167134	3480.497424
178	30	6	0.000999784	0.003807438	3.79E-03	1.24E+04	1.54E+03	171.3643628	49208.77887	13011.55531	3728.937088
179	36	6	0.000991411	0.001737998	1.13E-03	5.98E+03	7.13E+02	82.87502925	27286.28201	6466.929211	2014.84817
180	24	9	0.000766731	0.004352394	3.59E-03	2.66E+04	6.28E+03	1503.251571	115646.735	56027.15766	28578.58236
181	3.60E+01	12	0.000759223	0.003303647	3.36E-03	8.88E+03	1.88E+03	385.1034623	52689.64921	23603.02663	10748.43727
182	36	9	0.000947021	0.00529959	3.56E-03	2.59E+04	2.88E+03	293.7453652	131724.3711	31181.00969	7924.548045
183	24	6	0.000883498	0.003810343	3.44E-03	1.88E+04	3.10E+03	434.9952069	64910.19486	22797.87769	7797.865054
184	24	12	0.000595896	0.002057973	1.33E-03	8.08E+03	2.75E+03	1318.795743	44444.53237	29161.6667	26714.51981
185	36	6	0.000920729	0.004288958	2.43E-03	1.19E+04	1.00E+03	97.925536	52272.39137	9414.549749	2428.840822
186	24	12	0.000601837	0.005228357	2.48E-03	5.66E+04	1.40E+04	3819.508252	334906.8715	158698.1699	79828.41994
187	36	9	0.000951953	0.003922541	1.83E-03	2.16E+04	2.51E+03	275.983564	109519.3994	26912.60546	7417.437598
188	30	9	0.000899174	0.001754813	3.47E-03	3.09E+03	8.25E+02	232.4814148	14184.34239	8113.783946	5330.473271
189	24	6	0.000554602	0.001207419	2.57E-03	1.60E+03	4.32E+02	119.7273009	5323.834932	3116.646734	2101.859307
190	30	12	0.00054799	0.005226088	2.76E-03	4.22E+04	8.10E+03	1440.189596	251785.2881	96745.79573	35155.77413
191	36	6	0.000742069	0.001361408	1.24E-03	3.00E+03	3.93E+02	44.5136577	13661.79265	3721.521607	1055.999032
192	30	6	0.000959147	0.005663186	2.63E-03	3.27E+04	2.78E+03	249.2404871	129215.742	22830.99861	5437.782296
193	24	6	0.000822131	0.002107044	1.31E-03	1.11E+04	2.01E+03	315.4533616	38455.17503	14833.7898	5680.467877
194	24	9	0.000996469	0.00451128	3.42E-03	3.15E+04	7.17E+03	1636.301875	135973.1338	63891.07772	31339.3151
195	24	9	0.000748029	0.001506046	2.32E-03	3.29E+03	1.12E+03	474.105529	13590.15699	9327.492105	8803.218853
196	24	9	0.000581197	0.004121956	1.02E-03	6.56E+04	1.10E+04	1568.435951	294138.4632	97393.65274	30156.12725
197	30	12	0.000788606	0.004811081	1.15E-03	7.14E+04	1.11E+04	1479.690051	410068.601	126028.6761	36397.46143
198	3.60E+01	6	0.000598904	0.005862284	1.48E-03	1.93E+04	1.14E+03	91.83740944	84211.21658	10788.88866	2317.875825
199	3.60E+01	12	0.000773941	0.003079081	1.96E-03	1.20E+04	2.25E+03	396.0857539	71249.51855	28311.3124	11166.54811
200	2.40E+01	12	0.000739515	0.00144385	2.75E-03	2.23E+03	9.74E+02	732.8256048	11624.21158	9404.259475	13916.39572
201	36	9	0.000737574	0.004483868	3.64E-03	1.66E+04	2.06E+03	224.9397939	85174.34272	22699.93152	6014.89587
202	3.00E+01	6	0.000692087	0.002181266	1.56E-03	6.64E+03	9.02E+02	107.8929421	26293.60251	7668.050655	2319.247519
203	36	12	0.000870562	0.004159553	1.33E-03	3.55E+04	4.86E+03	593.7830311	210827.9685	59433.97541	16863.25606
204	3.60E+01	6	0.000620261	0.004197972	1.28E-03	1.30E+04	8.94E+02	79.45854068	56613.50005	8396.516691	1976.764069
205	24	9	0.000839349	0.004916138	3.95E-03	3.41E+04	7.70E+03	1724.860939	148758.7281	68961.29668	32894.22753
206	36	12	0.000638014	0.004870086	3.08E-03	2.59E+04	4.10E+03	566.036712	156819.3144	51741.40426	15899.3526
207	30	6	0.000500589	0.004314128	1.76E-03	2.23E+04	1.81E+03	144.9936234	89359.21484	15058.45502	3136.361334
208	30	12	0.000828755	0.001008909	1.10E-03	3.22E+03	9.57E+02	335.8724216	18125.44166	11081.60105	8275.195351
209	2.40E+01	9	0.00058974	0.005941312	2.29E-03	8.79E+04	1.50E+04	2185.1225	417047.333	137254.9333	41969.7719
210	24	6	0.000965761	0.002978984	1.34E-03	2.38E+04	3.63E+03	474.7249056	83004.50316	26218.48374	8514.183742
211	36	6	0.000555847	0.001508256	1.42E-03	2.27E+03	2.91E+02	33.18753351	10193.40522	2827.222733	777.7700651
212	36	9	0.000783199	0.004289453	1.31E-03	3.07E+04	2.91E+03	276.69064	154922.121	30744.26659	7444.953554
213	30	12	0.000969835	0.00332686	3.01E-03	1.26E+04	3.25E+03	923.6910261	70984.90909	37534.88136	22479.32987
214	3.60E+01	9	0.000905874	0.002014562	1.65E-03	6.36E+03	1.09E+03	164.0887787	32621.93025	12110.08406	4353.735682
215	24	9	0.000695304	0.003424558	2.57E-03	1.87E+04	4.60E+03	1177.681087	80489.73965	40783.03915	22351.59267
216	2.40E+01	12	0.000609841	0.005639961	1.06E-03	1.44E+05	2.69E+04	4496.034787	860596.0124	299876.3081	94542.3098
217	30	12	0.000648452	0.003494081	3.65E-03	1.12E+04	2.98E+03	882.5109564	63179.78606	34196.49656	21108.65404
218	30	6	0.000761127	0.004826534	3.00E-03	2.19E+04	2.02E+03	179.5197114	86932.37018	16822.22224	3909.47314
