Sample	m 	n	tcrease	tpanel	W	bend stiff 0.3	bend stiff 0.6	bend stiff 0.9	axial stiff 0.3	axial stiff 0.6	axial stiff 0.9
1143	24	9	0.000713771	0.001992086	3.71E-03	1.14E+04	4.04E+03	3755.062144	44072.32663	30735.91348	49613.73608
1144	30	9	0.000835975	0.00585651	1.39E-03	4.22E+05	1.18E+05	29262.03691	2979290.319	1082372.651	426736.8509
1145	30	12	0.000647615	0.001288973	2.16E-03	3.98E+03	1.42E+03	1420.568516	19569.64508	13943.3507	24335.51719
1146	24	9	0.000909145	0.002823602	3.67E-03	3.11E+04	1.02E+04	7013.101029	124530.2973	80396.53604	95737.40411
1147	3.60E+01	9	0.000831649	0.005550159	1.45E-03	3.41E+05	9.98E+04	24126.21951	2739686.758	937045.2071	354566.001
1148	36	6	0.000769881	0.004284698	1.02E-03	1.99E+05	9.26E+04	25830.28454	2307244.773	757900.0706	276018.4564
1149	3.00E+01	12	0.000579403	0.001849736	3.00E-03	8.14E+03	2.78E+03	2328.698282	40278.26978	27561.18959	40758.80485
1150	2.40E+01	12	0.000720134	0.002408279	2.71E-03	1.69E+04	5.63E+03	4242.690605	84117.57213	56314.70989	74983.56827
1151	24	6	0.000995235	0.004673414	3.17E-03	2.13E+05	7.52E+04	29158.29388	829732.3605	438523.3506	283384.1032
1152	2.40E+01	12	0.000881396	0.003311198	2.62E-03	4.32E+04	1.33E+04	7427.811517	219900.9889	135289.2894	133567.8301
1153	30	6	0.000809502	0.004285627	3.36E-03	1.63E+05	6.10E+04	22401.42742	738006.4007	375669.2597	222444.9502
1154	30	12	0.000965243	0.004955554	3.31E-03	1.21E+05	3.35E+04	12604.49129	648768.0823	343997.8552	226458.2217
1155	3.60E+01	6	0.000855039	0.005336649	3.39E-03	2.10E+05	9.04E+04	28072.39638	1564641.127	662909.4735	294428.5578
1156	36	6	0.000973107	0.005357966	1.54E-03	2.50E+05	1.17E+05	32465.96406	2961031.268	959579.6908	346960.1864
1157	3.00E+01	9	0.000768874	0.001570762	1.73E-03	1.38E+04	4.53E+03	3059.383742	54259.93105	35017.53956	41751.7983
1158	24	12	0.000848244	0.004663489	3.35E-03	9.07E+04	2.66E+04	12196.30799	470229.2972	270812.1465	219486.8046
1159	24	9	0.00098699	0.004452831	3.02E-03	1.29E+05	3.89E+04	16764.52185	582838.1106	323475.4377	236200.5717
1160	24	9	0.000780367	0.001688848	2.71E-03	9.63E+03	3.41E+03	3190.398322	36666.05604	25678.69603	41991.37459
1161	24	12	0.000648651	0.003146794	2.01E-03	4.75E+04	1.44E+04	7461.32183	243294.0496	146255.8073	134201.5618
1162	30	12	0.000992789	0.004164871	3.82E-03	6.59E+04	1.94E+04	8883.209098	342576.8984	197497.6626	159900.9461
1163	24	6	0.000962589	0.005838748	2.58E-03	3.72E+05	1.38E+05	44288.09585	1892903.456	876204.141	441637.8278
1164	36	9	0.000535651	0.003112424	2.09E-03	8.03E+04	2.43E+04	9012.497524	407879.6942	210621.2952	129004.3163
1165	30	12	0.000503525	0.005001169	3.51E-03	1.17E+05	3.28E+04	12500.40409	623383.2859	331520.3032	223159.3146
1166	24	6	0.000503525	0.003734093	2.54E-03	1.48E+05	5.15E+04	21433.82257	525913.7747	287527.0055	205069.6455
1167	36	12	0.000949987	0.005207536	2.29E-03	1.97E+05	5.05E+04	14425.41428	1184048.569	526664.5665	258896.1282
1168	3.60E+01	9	0.000695475	0.002754681	2.51E-03	5.11E+04	1.57E+04	6805.223271	234583.276	130790.0207	96071.17326
1169	24	6	0.000611152	0.005313525	3.78E-03	2.54E+05	8.99E+04	33929.61299	999847.5803	521201.2886	329128.5257
1170	24	6	0.000975734	0.002193361	1.48E-03	6.07E+04	2.08E+04	10446.05496	192512.0178	113906.027	99831.42056
1171	24	6	0.000725153	0.005539007	1.99E-03	3.76E+05	1.41E+05	43625.01288	2065428.787	923529.697	438086.5159
1172	30	9	0.000567627	0.00237001	3.90E-03	2.07E+04	6.78E+03	4575.549545	84755.21619	54126.24209	62778.717
1173	30	6	0.000949234	0.002521093	3.79E-03	4.52E+04	1.57E+04	8423.017152	141241.2902	85423.83912	80319.30742
1174	36	12	0.000511519	0.001476287	3.52E-03	4.14E+03	1.45E+03	1351.064982	20379.28144	14238.47665	23373.43164
1175	30	9	0.000939055	0.00555261	1.03E-03	4.35E+05	1.21E+05	28811.69254	3251305.221	1107983.463	418569.0918
1176	24	6	0.000789881	0.002475703	3.65E-03	4.03E+04	1.38E+04	8876.920602	113479.6105	72294.36934	82530.72073
1177	3.00E+01	12	0.000951133	0.002651764	1.89E-03	3.53E+04	1.06E+04	5288.446575	181961.9945	107975.9508	95308.25588
1178	36	9	0.000510257	0.002975287	1.71E-03	8.30E+04	2.50E+04	8940.35325	430551.0631	217833.7823	128232.9728
1179	24	9	0.000779959	0.004959545	2.97E-03	1.74E+05	5.14E+04	20224.63186	824704.7541	437950.5751	286950.817
1180	24	6	0.00058737	0.004735342	2.62E-03	2.44E+05	8.73E+04	31630.70361	1021023.02	518984.7759	309053.5067
1181	36	9	0.000640468	0.00353493	1.14E-03	1.59E+05	4.71E+04	13346.13625	1005268.862	424511.9543	193450.1577
1182	24	12	0.000977743	0.0013563	3.67E-03	2.61E+03	1.05E+03	1499.265351	12617.90677	9869.95833	24240.21989
1183	36	6	0.000949451	0.00294839	2.44E-03	8.39E+04	3.26E+04	12321.73141	397000.5527	203283.0132	123228.5088
1184	24	9	0.000608881	0.001706183	3.14E-03	8.57E+03	3.08E+03	3041.327025	32901.80135	23287.13733	39874.18671
1185	30	12	0.000508397	0.004484018	1.75E-03	1.57E+05	4.13E+04	13146.37054	878639.4701	423574.1084	234949.3252
1186	36	9	0.00078257	0.002108128	2.55E-03	2.48E+04	7.84E+03	4177.878643	103560.2625	62429.44114	58097.99582
1187	36	6	0.00067231	0.003690606	1.25E-03	1.56E+05	6.90E+04	20526.62304	1346544.401	524169.0238	216616.5842
1188	36	12	0.000716997	0.001377435	3.99E-03	3.06E+03	1.10E+03	1153.240883	14962.14479	10727.5105	19643.67617
1189	24	6	0.000814566	0.004976515	3.73E-03	2.22E+05	7.81E+04	30591.67082	848260.8863	450761.4588	295943.354
1190	36	6	0.000715534	0.005014686	2.94E-03	1.98E+05	8.55E+04	26458.89178	1500540.248	635052.3112	278357.3213
1191	36	9	0.000798643	0.005318377	2.40E-03	2.50E+05	7.37E+04	20423.6484	1629114.856	672580.532	298010.2794
1192	30	9	0.000624516	0.001903099	1.84E-03	2.21E+04	7.09E+03	4194.398461	90697.09628	56266.15309	57960.53336
1193	30	6	0.000997941	0.002859315	1.58E-03	1.06E+05	3.95E+04	14798.03267	469779.8072	240427.7838	146305.7285
1194	36	12	0.000958089	0.005765937	3.14E-03	2.01E+05	5.21E+04	15444.41402	1183587.562	542254.0429	276913.6485
1195	24	9	0.000652642	0.004460369	1.20E-03	2.63E+05	7.38E+04	22587.91042	1413632.691	646303.495	324127.9184
1196	36	12	0.000518996	0.001746384	1.12E-03	1.94E+04	5.84E+03	2892.254929	100477.1276	59462.70352	52033.7558
1197	36	6	0.00066411	0.001622674	1.02E-03	3.92E+04	1.47E+04	6081.2332	162747.777	87987.58648	60000.65794
1198	24	6	0.000763774	0.003769639	1.35E-03	2.16E+05	7.86E+04	26873.53248	991950.291	482724.259	265498.4984
1199	2.40E+01	12	0.000546264	0.004615803	1.91E-03	1.44E+05	3.95E+04	14477.18992	772551.982	402622.3288	259447.1526
1200	30	6	0.000976797	0.002966472	3.42E-03	7.23E+04	2.55E+04	11835.25608	250950.926	143962.41	114360.2746
1201	30	9	0.00083023	0.004709321	2.70E-03	1.76E+05	5.17E+04	17678.0656	908952.4217	448420.257	252894.063
1202	30	6	0.00086715	0.003809511	3.30E-03	1.29E+05	4.74E+04	18531.33126	535086.6652	283043.9871	182318.3789
1203	36	6	0.000980674	0.00114986	1.28E-03	1.54E+04	5.42E+03	2981.549391	48783.68526	29654.84373	28570.59109
1204	30	12	0.000800569	0.003796341	2.69E-03	6.96E+04	2.01E+04	8602.117257	365607.3765	205259.6017	154701.394
1205	36	9	0.00089676	0.005337034	3.01E-03	2.21E+05	6.57E+04	19369.75162	1342803.897	589935.2402	280831.1748
1206	24	12	0.000784056	0.003215718	2.70E-03	3.86E+04	1.20E+04	6975.907957	195698.2818	121860.2292	125213.2665
1207	30	6	0.000916699	0.003131197	3.84E-03	7.59E+04	2.68E+04	12436.52462	262618.3282	150783.6167	119964.1208
1208	36	9	0.000613962	0.004745308	2.83E-03	1.77E+05	5.27E+04	16359.81197	1033140.832	474136.0812	237726.9832
1209	24	9	0.000885345	0.002199597	2.47E-03	2.22E+04	7.38E+03	5276.316515	87283.12886	57161.17101	71626.73979
1210	3.60E+01	9	0.000982571	0.005982741	2.46E-03	3.12E+05	9.19E+04	24167.23917	2180547.616	844469.5496	352672.464
1211	36	6	0.000940357	0.005271687	2.17E-03	2.30E+05	1.04E+05	30153.47789	2187157.149	809100.0287	319910.5995
1212	24	9	0.000703976	0.003201842	3.03E-03	5.24E+04	1.66E+04	9416.969175	221856.8381	135076.7231	130735.4598
1213	3.60E+01	9	0.0007297	0.003182411	3.31E-03	5.96E+04	1.83E+04	7892.579806	275853.6553	153326.6629	111616.5905
1214	24	9	0.000726083	0.001938544	3.27E-03	1.19E+04	4.18E+03	3764.528121	45970.77762	31832.46462	49898.83991
1215	30	6	0.000686159	0.001716948	2.26E-03	2.53E+04	8.75E+03	5144.632552	75449.91275	46891.35337	48668.2578
1216	36	6	0.000812329	0.003819705	1.68E-03	1.52E+05	6.57E+04	20347.60441	1149770.801	477256.9586	212118.9199
1217	30	12	0.000668001	0.004220727	3.05E-03	8.34E+04	2.38E+04	9846.523021	439621.8455	242984.3639	176549.1041
1218	30	9	0.000834794	0.003271936	3.75E-03	5.27E+04	1.64E+04	8364.019387	226833.3228	134018.9994	116900.5727
1219	36	6	0.000591293	0.001823635	3.80E-03	2.11E+04	7.37E+03	4302.00401	64001.1041	39650.86346	40741.57557
1220	24	9	0.000983465	0.003620548	1.76E-03	1.17E+05	3.48E+04	14282.64184	527139.4079	287466.1572	201150.7966
1221	36	12	0.000829583	0.00490616	3.13E-03	1.34E+05	3.60E+04	11894.05881	753039.4404	371915.9046	213118.9117
1222	36	12	0.000558693	0.005524569	1.86E-03	2.61E+05	6.41E+04	16611.54695	1662789.674	673722.9675	297779.541
1223	24	6	0.00089846	0.001754495	4.00E-03	1.46E+04	5.19E+03	4549.522471	38343.67317	26394.19889	41268.9762
1224	3.00E+01	12	0.000813069	0.002539908	1.22E-03	4.61E+04	1.33E+04	5756.033295	242298.4057	136445.3627	103799.4959
1225	24	6	0.000869884	0.004629131	1.78E-03	2.82E+05	1.04E+05	34245.30181	1374916.839	649942.0083	340088.3763
1226	24	9	0.000526815	0.001723575	1.58E-03	1.66E+04	5.54E+03	4039.863664	66171.79752	43374.42913	54872.65195
1227	3.00E+01	12	0.000721179	0.004142481	1.14E-03	1.79E+05	4.53E+04	13189.85385	1040825.493	470874.2242	236694.9319
1228	24	12	0.000887944	0.001072909	1.93E-03	2.48E+03	9.77E+02	1298.129732	12050.79504	9295.628877	21511.33533
1229	24	9	0.000875715	0.005528725	3.42E-03	2.06E+05	6.05E+04	23134.1947	987443.2551	517174.0886	328647.09
1230	24	9	0.000795657	0.005616603	1.13E-03	4.58E+05	1.24E+05	32444.00081	2810408.061	1108112.415	468761.5392
1231	3.00E+01	9	0.000966945	0.001300533	3.74E-03	4.07E+03	1.49E+03	1637.666574	15140.37992	10985.78283	21167.57821
1232	36	6	0.000857402	0.002928223	1.24E-03	1.09E+05	4.58E+04	14886.21614	721949.0334	317410.1001	152580.0365
1233	30	9	0.000787504	0.004748455	3.85E-03	1.38E+05	4.12E+04	15893.71905	670376.2807	353211.5502	226264.2296
1234	24	12	0.000635755	0.005945292	3.33E-03	1.78E+05	4.91E+04	18342.53262	947638.8833	498234.0385	328475.6659
1235	2.40E+01	12	0.000720736	0.003208767	1.26E-03	7.66E+04	2.18E+04	9104.124883	403086.025	223699.3576	164225.5773
1236	36	6	0.000545701	0.001080677	1.73E-03	1.02E+04	3.55E+03	2276.53292	29659.90987	18866.54416	21496.11045
1237	24	12	0.000806396	0.002644375	2.64E-03	2.25E+04	7.35E+03	5031.504127	113142.002	73855.84861	89588.40722
1238	36	9	0.000523619	0.003549795	3.22E-03	8.05E+04	2.45E+04	9654.591916	398534.667	211929.039	137977.5082
1239	2.40E+01	6	0.000597586	0.002862361	2.16E-03	8.82E+04	3.03E+04	14320.04535	286673.9218	165620.8205	135769.926
1240	30	9	0.000852817	0.003736933	3.62E-03	7.76E+04	2.38E+04	10738.62072	348436.0993	197205.7868	151178.8837
1241	30	6	0.00057534	0.004608772	1.42E-03	2.57E+05	1.07E+05	31130.33598	1973508.09	790704.8663	324405.5878
1242	2.40E+01	6	0.000636026	0.002329416	2.57E-03	4.57E+04	1.56E+04	9184.42605	132808.6673	82480.36818	85751.81213
1243	36	6	0.000956215	0.005918879	2.23E-03	2.69E+05	1.24E+05	34916.23322	2894624.296	1001794.969	373749.9595
1244	30	6	0.000590838	0.003254422	1.12E-03	1.57E+05	6.22E+04	19920.14504	926364.019	417608.4087	202767.5978
1245	24	6	0.00090014	0.003053216	1.24E-03	1.47E+05	5.22E+04	19719.22967	592564.283	307731.2139	192668.9085
1246	36	9	0.000916984	0.001531257	1.32E-03	1.87E+04	5.89E+03	3103.435421	76667.90978	46188.72935	42968.48494
1247	30	9	0.000572512	0.001845605	3.60E-03	1.10E+04	3.72E+03	2999.828213	43194.24415	28918.00062	40420.96969
1248	36	6	0.000982912	0.002253584	2.23E-03	5.06E+04	1.88E+04	8046.195286	200134.8473	110393.8845	79033.14399
1249	30	12	0.00072664	0.001356336	2.98E-03	3.42E+03	1.26E+03	1380.731098	16718.66397	12184.53636	23309.51402
1250	24	12	0.000954401	0.002251613	2.29E-03	1.64E+04	5.47E+03	4057.132978	82151.07206	54753.47909	71818.34828
1251	36	12	0.000506197	0.001039041	1.29E-03	3.92E+03	1.32E+03	1084.179343	19453.22873	13177.97461	19042.82448
1252	36	6	0.000590235	0.004198852	2.70E-03	1.53E+05	6.38E+04	20799.59783	990679.0227	450640.9405	216029.0062
1253	36	9	0.000976184	0.004587545	2.53E-03	1.76E+05	5.25E+04	16090.44599	1014055	461636.7635	231243.3379
1254	2.40E+01	12	0.000992049	0.004086654	3.30E-03	6.35E+04	1.92E+04	9807.955327	325613.6795	194976.3722	176673.6333
1255	30	12	0.000980486	0.004618931	2.13E-03	1.44E+05	3.87E+04	12998.05636	799035.5649	398987.4746	233612.8292
1256	24	6	0.000611935	0.004432889	3.67E-03	1.73E+05	6.01E+04	25224.3109	610552.9275	335024.516	241124.5176
1257	3.60E+01	12	0.000919422	0.00156668	3.65E-03	4.86E+03	1.68E+03	1513.699434	23965.00997	16610.718	26360.49561
1258	36	6	0.000944299	0.005321847	2.18E-03	2.33E+05	1.05E+05	30511.15124	2233753.901	822481.2006	323892.666
1259	24	12	0.00053128	0.004738841	1.18E-03	2.30E+05	5.84E+04	17498.95545	1298349.827	599868.951	313418.3468
1260	36	6	0.000630197	0.00218447	3.09E-03	3.83E+04	1.37E+04	6614.504496	132837.622	77346.79418	63973.98275
1261	36	6	0.000651322	0.002151869	2.41E-03	4.35E+04	1.59E+04	7136.778809	161539.4525	91460.57536	69696.06814
1262	36	9	0.000748221	0.001518029	2.04E-03	1.22E+04	3.97E+03	2514.111228	48702.79199	30877.30427	34524.47433
1263	30	12	0.000827133	0.003999346	2.70E-03	8.01E+04	2.28E+04	9396.031105	423441.2636	233798.223	168945.2458
1264	30	6	0.000525498	0.001443328	2.75E-03	1.35E+04	4.70E+03	3383.121618	37259.18494	24389.58273	31296.1477
1265	30	6	0.000792321	0.002260532	1.13E-03	7.80E+04	2.88E+04	11186.10599	328477.566	172330.9824	110147.4612
1266	24	6	0.000824024	0.002728159	2.60E-03	6.83E+04	2.33E+04	12244.22811	209929.4124	126058.7186	115867.7881
1267	36	6	0.0008629	0.003970163	3.16E-03	1.31E+05	5.30E+04	18350.91728	729613.2532	350020.2149	187081.2763
1268	3.60E+01	12	0.000720607	0.001735279	3.81E-03	6.15E+03	2.09E+03	1756.972881	30437.23112	20752.4736	30781.41571
1269	24	6	0.000901039	0.003475037	2.31E-03	1.34E+05	4.64E+04	19697.43564	475811.9572	263214.2904	189888.2587
1270	3.60E+01	12	0.000620415	0.002620951	3.36E-03	2.24E+04	6.93E+03	3862.345699	114288.8868	70169.12641	69281.17933
1271	3.00E+01	12	0.00090465	0.001615989	2.45E-03	6.86E+03	2.36E+03	2031.939512	33936.35336	23372.84753	35512.4052
1272	3.60E+01	6	0.000974875	0.005312835	1.04E-03	2.60E+05	1.25E+05	33676.5098	3802280.076	1073789.991	361236.7226
1273	2.40E+01	12	0.00060424	0.001323642	1.60E-03	5.02E+03	1.82E+03	1853.452609	24694.90775	17801.63636	31584.37178
1274	30	12	0.000697631	0.002822189	2.42E-03	3.33E+04	1.01E+04	5330.47783	170500.1995	102929.3138	95819.73992
1275	36	9	0.000810502	0.002303191	2.73E-03	2.97E+04	9.34E+03	4773.210366	125901.5752	74863.90665	66555.76718
1276	24	6	0.000692683	0.005790651	2.26E-03	3.86E+05	1.44E+05	45145.36859	2083837.24	942207.3752	452647.8678
1277	30	6	0.000512971	0.002641927	2.89E-03	6.15E+04	2.17E+04	10210.1816	208130.778	119999.2899	97485.38083
1278	36	12	0.000713386	0.004045478	3.27E-03	7.70E+04	2.18E+04	8433.849914	414498.0844	222925.009	151164.7188
1279	30	12	0.000843383	0.005412436	1.26E-03	3.17E+05	7.56E+04	19257.53128	1979767.381	791932.5037	345802.4352
1280	24	9	0.00082629	0.002095137	2.87E-03	1.68E+04	5.72E+03	4554.951669	65341.38441	43942.68439	61187.23982
1281	30	6	0.000557019	0.002216635	2.72E-03	4.19E+04	1.46E+04	7605.708443	132564.2051	79311.15767	72126.61065
1282	30	6	0.000938055	0.003498596	1.12E-03	1.77E+05	7.16E+04	22327.64457	1128410.546	485058.0837	226694.7673
1283	30	9	0.000620354	0.002353889	3.01E-03	2.57E+04	8.27E+03	5035.660072	106424.9321	66288.01623	69577.77839
1284	24	12	0.000947228	0.001803819	2.77E-03	7.38E+03	2.66E+03	2615.74866	36350.88104	26010.97137	44857.47166
1285	36	12	0.000773388	0.004688026	1.10E-03	2.52E+05	6.02E+04	14790.34863	1668480.86	635987.7255	266014.7211
1286	30	12	0.000607903	0.003606411	2.92E-03	5.60E+04	1.65E+04	7615.443196	290039.8554	167482.6796	136621.5147
1287	30	6	0.00058305	0.003499184	1.95E-03	1.42E+05	5.39E+04	19077.67734	684181.7166	339443.6805	190672.1462
1288	2.40E+01	6	0.000980084	0.004422298	1.99E-03	2.45E+05	8.86E+04	30913.67471	1092274.553	539146.5866	304638.9576
1289	3.60E+01	12	0.00055176	0.003954123	2.89E-03	8.04E+04	2.25E+04	8473.662494	435477.1703	230543.7798	151489.0541
1290	24	9	0.000869245	0.001611783	2.01E-03	1.13E+04	3.90E+03	3331.961898	43018.73107	29521.83892	44344.16804
1291	30	12	0.000533386	0.004734421	2.10E-03	1.56E+05	4.14E+04	13556.78099	865521.0328	424353.0071	242242.0649
1292	30	6	0.000564956	0.004731496	1.51E-03	2.63E+05	1.09E+05	31861.71084	2006254.054	808244.3483	332021.9208
1293	30	12	0.000694199	0.00568139	3.09E-03	1.84E+05	4.90E+04	16162.72756	1019652.907	502633.1901	289001.4053
1294	36	6	0.000918816	0.001966214	1.21E-03	5.32E+04	2.04E+04	7983.810529	240855.2625	125434.7417	79155.27652
1295	24	6	0.000935437	0.002375599	2.24E-03	5.40E+04	1.84E+04	10167.59077	162715.4844	99286.66702	96288.57806
1296	36	9	0.000777008	0.001019695	1.99E-03	4.15E+03	1.43E+03	1243.157006	15747.78179	10796.82096	16610.64878
1297	30	12	0.000972474	0.003649107	2.77E-03	6.09E+04	1.78E+04	7964.58231	317730.4736	181570.2683	143489.2092
1298	24	9	0.000831887	0.001364494	1.25E-03	1.09E+04	3.74E+03	3001.970584	41886.25671	28359.77255	40255.34328
1299	24	12	0.000946871	0.001715302	3.96E-03	4.60E+03	1.76E+03	2113.366494	22404.98172	16822.02469	35038.37432
1300	30	12	0.000936492	0.003120437	1.36E-03	7.39E+04	2.06E+04	7886.30856	397177.966	212109.7487	142133.7839
1301	36	6	0.0005978	0.004494708	1.49E-03	1.98E+05	8.98E+04	25819.55176	1974296.199	726707.4165	276930.0126
1302	36	6	0.00098131	0.005071024	3.09E-03	1.99E+05	8.57E+04	26703.64822	1471570.261	620598.057	278719.3291
1303	24	6	0.000780427	0.001250742	1.44E-03	1.42E+04	4.96E+03	3792.96594	38512.45257	25681.58764	35031.64583
1304	24	12	0.000641243	0.00302265	1.10E-03	7.35E+04	2.09E+04	8633.98069	387291.4592	214088.3385	155665.744
1305	36	12	0.000664645	0.004587776	2.06E-03	1.55E+05	4.05E+04	12144.46509	910164.5897	420692.954	217480.5581
1306	30	6	0.00059086	0.003760074	2.00E-03	1.61E+05	6.19E+04	21222.31335	819676.5265	397142.2114	213357.0737
1307	36	6	0.000628126	0.003716693	3.78E-03	1.07E+05	4.17E+04	15564.63381	512630.2754	262930.3207	156450.3775
1308	30	9	0.000607109	0.005978721	3.44E-03	2.63E+05	7.63E+04	24087.44911	1448260.302	679237.5316	348139.1077
1309	30	9	0.000700214	0.003212628	3.58E-03	5.21E+04	1.62E+04	8236.338287	227057.7677	133642.5816	115300.5629
1310	30	9	0.000958739	0.00415051	1.36E-03	2.08E+05	6.00E+04	17814.09199	1168270.24	520907.405	254553.8859
1311	24	9	0.000851751	0.002091241	2.65E-03	1.80E+04	6.09E+03	4691.113052	70254.11664	46877.08581	63219.90633
1312	3.00E+01	12	0.000894221	0.003847293	1.15E-03	1.47E+05	3.81E+04	11727.69917	838556.26	395155.553	210842.1036
1313	30	9	0.000677581	0.001570111	1.43E-03	1.64E+04	5.29E+03	3296.864643	65334.60612	41260.55675	45294.39818
1314	24	6	0.000533546	0.003675912	1.55E-03	1.91E+05	6.85E+04	24704.07486	809388.444	409815.7632	241778.5338
1315	30	9	0.000679733	0.001476619	1.30E-03	1.50E+04	4.87E+03	3071.634022	59812.06509	37906.34149	42150.57393
1316	30	12	0.000842979	0.003412824	1.91E-03	7.00E+04	1.99E+04	8110.726402	371246.263	204129.8693	146048.5341
1317	3.60E+01	12	0.000803695	0.004786331	2.93E-03	1.32E+05	3.55E+04	11655.89331	744027.1102	366349.5423	208841.6819
1318	30	9	0.000962067	0.003661157	2.54E-03	9.85E+04	2.96E+04	11855.64085	456893.1365	246464.3263	167404.9983
1319	30	12	0.000716646	0.004042896	1.78E-03	1.18E+05	3.19E+04	11054.69748	646877.9361	328545.9812	198376.8966
1320	30	6	0.000838405	0.003047326	3.99E-03	6.92E+04	2.43E+04	11639.00389	233188.7563	135497.249	111742.6002
1321	36	9	0.000822305	0.002912435	1.63E-03	8.21E+04	2.48E+04	8823.409646	411484.4857	208933.6017	125113.5154
1322	3.60E+01	9	0.000502924	0.001559436	1.80E-03	1.46E+04	4.69E+03	2767.97782	60257.99554	37327.35939	38323.11514
1323	36	6	0.000775097	0.00545561	3.82E-03	2.10E+05	8.96E+04	28191.26517	1504716.739	653661.8998	295329.8327
1324	3.60E+01	9	0.000905376	0.005726062	1.93E-03	3.21E+05	9.43E+04	23888.17716	2371187.777	873696.6759	349651.8915
1325	36	6	0.000979779	0.003132454	3.03E-03	8.51E+04	3.27E+04	12665.43763	386087.6071	201272.9758	126269.4697
1326	30	6	0.000714712	0.004541027	1.47E-03	2.49E+05	1.03E+05	30355.85013	1827060.754	740464.8392	314439.0636
1327	24	12	0.000578699	0.005482675	2.23E-03	2.01E+05	5.37E+04	18254.17695	1091587.097	546488.0614	326781.956
1328	30	9	0.000816092	0.005221404	2.54E-03	2.35E+05	6.81E+04	21276.52431	1295242.964	600312.558	306244.3363
1329	24	6	0.000675736	0.005207782	2.33E-03	3.13E+05	1.15E+05	38104.10548	1499601.714	716661.2625	377854.6036
1330	36	12	0.000894868	0.002416309	1.92E-03	2.99E+04	8.88E+03	4201.926225	155561.4755	90621.32538	75692.46547
1331	36	12	0.000592063	0.004223949	3.81E-03	7.59E+04	2.16E+04	8581.605252	405284.5036	220169.382	153431.6527
1332	24	9	0.000791817	0.002889283	3.32E-03	3.63E+04	1.18E+04	7584.469933	148156.5	93819.00135	104200.434
1333	30	12	0.000533625	0.0042434	2.76E-03	9.23E+04	2.60E+04	10287.6145	489031.318	264689.696	184002.5005
1334	24	9	0.000587098	0.005360344	2.36E-03	2.53E+05	7.26E+04	24747.12432	1283231.277	633033.5144	354204.6627
1335	30	12	0.000975984	0.002882764	2.28E-03	3.76E+04	1.13E+04	5692.610256	193372.4673	115108.1794	102561.3901
1336	36	12	0.000648945	0.003969244	1.48E-03	1.39E+05	3.61E+04	10656.57872	820753.3623	375221.7681	191043.492
1337	3.00E+01	12	0.000688686	0.001466456	1.21E-03	9.92E+03	3.22E+03	2217.504368	49731.40554	32387.48654	39486.10211
1338	24	12	0.000951227	0.003199034	1.39E-03	6.99E+04	2.02E+04	8797.742249	365625.1078	206635.3716	158981.6939
1339	24	6	0.000877153	0.002137536	3.18E-03	3.06E+04	1.05E+04	7205.180685	84837.36284	54981.2296	66941.83946
1340	24	12	0.000833001	0.003307006	2.30E-03	4.86E+04	1.48E+04	7769.950909	248750.2204	150266.8411	139906.726
1341	30	12	0.000508761	0.003818719	1.69E-03	1.06E+05	2.88E+04	10206.60753	574290.0172	294903.6589	182624.7409
1342	24	12	0.000860657	0.001114628	3.71E-03	1.51E+03	6.37E+02	1075.600041	7181.262496	5835.8376	16770.03411
1343	30	6	0.000922371	0.005017667	2.79E-03	2.37E+05	9.37E+04	30334.30982	1366776.514	623708.2468	308116.2728
1344	24	9	0.000541897	0.003243469	1.24E-03	1.16E+05	3.42E+04	13331.51276	549624.2374	290837.14	189138.4327
1345	24	6	0.000567615	0.001181875	3.02E-03	6.19E+03	2.28E+03	2455.267448	15720.92954	11341.19647	21668.91081
1346	30	12	0.000977745	0.005029763	1.26E-03	2.67E+05	6.52E+04	17322.42157	1629799.899	680586.878	311233.7885
1347	30	9	0.000573684	0.001964651	3.24E-03	1.44E+04	4.81E+03	3512.483302	57784.78241	37758.33797	47795.65112
1348	36	12	0.000519425	0.001237088	3.92E-03	2.26E+03	8.31E+02	949.0474345	11000.49978	8036.845803	15906.53223
1349	24	9	0.000720803	0.00462747	2.05E-03	1.95E+05	5.65E+04	20379.9743	956858.4008	486179.67	290296.9122
1350	36	12	0.000748752	0.003858489	2.64E-03	8.14E+04	2.27E+04	8412.7633	443785.3285	233524.9158	150921.7138
1351	36	9	0.000886548	0.003649148	2.52E-03	1.04E+05	3.13E+04	11096.40689	529285.6343	267351.1707	158011.6249
1352	2.40E+01	6	0.000843264	0.005327939	1.51E-03	3.89E+05	1.49E+05	43978.34154	2361416.549	997233.832	444571.6731
1353	3.00E+01	6	0.000831369	0.003388754	1.11E-03	1.69E+05	6.76E+04	21300.94512	1041904.393	455536.1346	216377.3906
1354	3.60E+01	9	0.000884218	0.002806257	2.19E-03	6.01E+04	1.84E+04	7444.247042	278734.5015	151540.5463	104890.2486
1355	36	9	0.000641447	0.002633505	1.54E-03	6.67E+04	2.02E+04	7564.048662	328400.2427	171162.5849	107484.9539
1356	36	6	0.000757721	0.003920878	3.20E-03	1.27E+05	5.12E+04	17897.15603	696107.8151	337585.6494	182389.6143
1357	3.00E+01	9	0.000973972	0.005034932	3.59E-03	1.69E+05	5.00E+04	18000.9058	841519.911	428595.6493	256541.5949
