Sample	m 	n	tcrease	tpanel	W	bend stiff 0.3	bend stiff 0.6	bend stiff 0.9	axial stiff 0.3	axial stiff 0.6	axial stiff 0.9
1	30	6	0.00091836	0.004615211	1.32E-03	2.62E+05	1.10E+05	31781.15882	2065957.541	796201.2928	328709.462
2	36	12	0.000860965	0.004314183	2.05E-03	1.34E+05	3.53E+04	11038.2487	770311.2943	366665.8359	198088.2839
3	30	9	0.000764661	0.004188583	2.81E-03	1.28E+05	3.81E+04	14349.28588	625708.238	326089.1343	204276.3169
4	3.60E+01	6	0.000990285	0.003047486	1.33E-03	1.14E+05	4.79E+04	15566.9823	756821.9707	331502.183	159129.9037
5	30	6	0.000603246	0.003811053	3.82E-03	1.19E+05	4.30E+04	17543.95008	462825.2451	250563.5771	170808.4597
6	30	12	0.000704269	0.001392432	2.57E-03	4.23E+03	1.52E+03	1524.664423	20781.84135	14835.53681	26091.1725
7	36	6	0.00059871	0.001979981	2.62E-03	3.40E+04	1.22E+04	5919.684583	116901.7761	68331.4124	57217.82261
8	30	9	0.000822805	0.004720684	2.92E-03	1.67E+05	4.93E+04	17295.5783	851108.131	426445.1732	247179.0676
9	2.40E+01	6	0.000756607	0.005164727	3.51E-03	2.49E+05	8.84E+04	33212.90594	998566.8666	518432.579	322990.6051
10	30	6	0.00073484	0.001644503	3.29E-03	1.66E+04	5.75E+03	4015.735906	46216.26366	30056.64799	37404.73588
11	24	6	0.00074366	0.002305171	1.55E-03	6.60E+04	2.26E+04	11135.07034	211052.9866	124002.6797	106154.6857
12	3.60E+01	9	0.000752345	0.00480179	1.49E-03	2.58E+05	7.58E+04	19631.51973	1840096.321	699500.1609	287135.9363
13	3.00E+01	12	0.000763778	0.001858011	1.54E-03	1.56E+04	4.93E+03	3059.593772	78531.45966	49765.1265	54789.36415
14	3.00E+01	12	0.000616494	0.001508643	1.02E-03	1.25E+04	3.97E+03	2476.470137	63283.52088	40137.45087	44334.67446
15	30	6	0.000592741	0.003826118	3.78E-03	1.20E+05	4.38E+04	17736.06154	473106.1624	255363.1383	172817.7174
16	36	12	0.000931578	0.005549081	1.51E-03	3.01E+05	7.19E+04	17581.0119	2005629.277	759885.8615	316259.3794
17	36	9	0.000768026	0.003670655	1.93E-03	1.26E+05	3.77E+04	12203.77396	693426.9443	329354.4874	175096.3461
18	30	12	0.000966201	0.00361346	3.41E-03	4.90E+04	1.47E+04	7236.752301	252725.1345	149421.5552	130285.8166
19	24	12	0.000879054	0.002421346	3.66E-03	1.30E+04	4.49E+03	3853.038315	64204.45582	44433.93118	67183.62623
20	24	6	0.000882272	0.00523794	2.86E-03	2.87E+05	1.03E+05	36291.77348	1265054.027	628496.4721	357036.9974
21	30	12	0.000861236	0.004184336	2.67E-03	9.16E+04	2.58E+04	10195.69579	487854.2361	264633.6647	183300.9832
22	36	9	0.000650724	0.001770751	3.75E-03	1.08E+04	3.57E+03	2558.581875	42611.00059	27771.89882	34859.86613
23	3.60E+01	6	0.000816731	0.003640042	3.27E-03	1.10E+05	4.33E+04	15789.93966	551934.7176	276692.0306	159389.7984
24	36	6	0.000895734	0.002067665	1.37E-03	5.52E+04	2.11E+04	8303.432677	246943.268	129285.9478	82345.512
25	3.00E+01	6	0.000708865	0.004456844	3.76E-03	1.66E+05	6.22E+04	23014.47984	742184.4306	380551.5575	228009.343
26	36	12	0.000942226	0.003084111	1.75E-03	6.32E+04	1.77E+04	6664.012163	343260.5558	182027.3867	119918.2661
27	36	12	0.000919245	0.001223956	3.18E-03	2.78E+03	1.00E+03	1055.914941	13644.5433	9812.554607	18114.50447
28	24	6	0.000834756	0.004630799	3.73E-03	1.89E+05	6.59E+04	27061.20154	688531.9168	374692.2449	260404.8948
29	30	12	0.000527879	0.004268988	3.56E-03	7.49E+04	2.17E+04	9473.450973	389633.9788	219724.7842	169443.863
30	36	12	0.000587646	0.002666275	2.75E-03	2.83E+04	8.54E+03	4315.551401	145703.2781	86784.93987	77483.97499
31	24	6	0.000596901	0.005380507	2.43E-03	3.27E+05	1.20E+05	39607.85745	1580785.284	752733.0658	393131.3413
32	30	9	0.000869388	0.003412692	2.09E-03	9.57E+04	2.87E+04	11258.66511	448440.9558	239606.1127	159169.8978
33	24	12	0.000624719	0.004330275	2.66E-03	9.06E+04	2.63E+04	11639.06708	470679.7206	267087.8206	209008.4424
34	36	9	0.00098735	0.001008486	3.03E-03	2.80E+03	1.01E+03	1057.536441	10458.39149	7506.732694	13912.44602
35	36	9	0.000744951	0.005773952	2.48E-03	2.90E+05	8.53E+04	22845.54323	1986813.314	788605.3106	335292.1713
36	3.60E+01	9	0.000754942	0.004062291	1.73E-03	1.69E+05	5.02E+04	14778.42011	1020655.002	448117.7377	213653.3545
37	24	12	0.000953689	0.004723374	1.87E-03	1.57E+05	4.26E+04	15203.29309	849003.604	438072.6755	273901.3748
38	30	9	0.000571794	0.005329888	4.00E-03	1.79E+05	5.30E+04	19047.00183	912493.1881	463204.6185	273083.2312
39	3.60E+01	12	0.000605777	0.003315914	3.95E-03	3.76E+04	1.13E+04	5519.327559	194076.2099	114380.2221	98949.20867
40	24	9	0.000806598	0.003804152	3.70E-03	7.08E+04	2.22E+04	11820.19528	303604.18	181400.1262	164761.862
41	36	12	0.00067623	0.004445428	3.53E-03	9.31E+04	2.60E+04	9647.397868	505993.5463	266379.1456	172635.7478
42	36	12	0.000914684	0.005903582	2.59E-03	2.44E+05	6.15E+04	16905.72475	1497948.344	643812.1637	303295.6939
43	30	9	0.000745695	0.003532625	3.46E-03	6.93E+04	2.13E+04	9886.228308	310228.9783	177090.3081	139107.4295
44	24	12	0.000651737	0.001619935	1.10E-03	1.27E+04	4.18E+03	2996.770713	63572.08918	41979.43975	53190.33938
45	2.40E+01	12	0.000771056	0.004196551	1.12E-03	1.75E+05	4.58E+04	14720.62026	975139.7786	473174.5423	264840.8124
46	36	9	0.000721044	0.005877664	3.15E-03	2.65E+05	7.83E+04	22126.48488	1701667.283	717240.0223	323865.7508
47	30	12	0.00069125	0.003575542	3.11E-03	5.16E+04	1.53E+04	7330.705522	266509.3255	155865.6246	131672.7843
48	24	12	0.000610845	0.002554724	1.27E-03	4.01E+04	1.21E+04	6156.308434	205821.6349	123037.8926	110886.3785
49	36	6	0.000822902	0.003101111	3.87E-03	7.31E+04	2.73E+04	11366.51821	297752.4655	162428.7629	112162.6032
50	24	6	0.00094646	0.002029482	3.89E-03	2.24E+04	7.79E+03	6016.152093	60131.49119	40164.35632	55315.79174
51	30	9	0.000515942	0.002294946	1.46E-03	4.50E+04	1.38E+04	6422.261578	200573.7715	114611.1524	90308.43008
52	24	12	0.000950433	0.001965452	1.84E-03	1.37E+04	4.60E+03	3494.854051	68502.89305	45950.56201	61755.49003
53	24	9	0.000777736	0.002143788	1.73E-03	2.85E+04	9.21E+03	5775.915613	114440.8695	72331.58134	79324.68227
54	3.00E+01	9	0.000957653	0.004544112	1.95E-03	2.03E+05	5.88E+04	18485.5793	1094411.699	510418.9697	264361.4584
55	36	9	0.000592655	0.001293902	1.69E-03	9.22E+03	3.02E+03	2019.306388	36481.58807	23436.46862	27630.08918
56	24	9	0.000782403	0.004832848	1.43E-03	2.82E+05	7.93E+04	24399.39235	1507588.022	692162.1158	349602.8722
57	30	9	0.000779635	0.003541233	1.11E-03	1.65E+05	4.78E+04	14699.81925	903033.9295	414448.254	210127.4091
58	30	9	0.000501573	0.002207203	1.69E-03	3.57E+04	1.11E+04	5653.095475	155149.6758	91410.65688	79105.11116
59	30	6	0.00067083	0.005277172	2.38E-03	2.73E+05	1.11E+05	33865.07464	1822272.016	783987.0651	349181.7033
60	30	12	0.000724287	0.003042563	1.38E-03	6.78E+04	1.91E+04	7480.181369	362310.308	195862.9063	134638.7967
61	3.00E+01	12	0.000922646	0.004635965	3.19E-03	1.04E+05	2.92E+04	11404.34593	554674.4348	299359.023	204960.3179
62	30	9	0.000502498	0.003488439	3.07E-03	7.39E+04	2.26E+04	10112.70842	341676.8124	191539.1329	142979.5822
63	3.60E+01	9	0.000651488	0.005934954	2.79E-03	2.88E+05	8.50E+04	23114.72422	1943464.194	786276.208	339864.9764
64	3.00E+01	12	0.000691899	0.001883708	1.62E-03	1.54E+04	4.88E+03	3063.936393	77570.18197	49296.06222	54830.26588
65	36	12	0.000923295	0.004466276	2.64E-03	1.20E+05	3.24E+04	10779.58533	675106.9228	334890.1845	193472.4792
66	3.00E+01	12	0.000724099	0.005634118	3.08E-03	1.80E+05	4.81E+04	15949.04383	996921.566	493368.7558	285305.6005
67	24	9	0.000841949	0.005051046	1.00E-03	3.90E+05	1.06E+05	28579.66185	2313654.922	940737.6972	411265.1403
68	30	12	0.000950218	0.002237252	3.76E-03	1.15E+04	3.85E+03	3013.343781	57083.47209	38400.68348	53115.73992
69	24	9	0.000527202	0.001606677	2.08E-03	1.06E+04	3.68E+03	3205.800616	41215.22221	28264.99309	42733.58507
70	30	12	0.000673386	0.004206645	2.87E-03	8.72E+04	2.48E+04	10008.22037	461423.7994	252698.0652	179464.8907
71	24	6	0.000548724	0.002482663	3.80E-03	3.92E+04	1.34E+04	8728.532073	108797.4312	69262.17265	80299.30527
72	30	6	0.000770855	0.003390401	3.79E-03	9.19E+04	3.28E+04	14376.07969	334288.3319	187327.7021	139119.8965
73	24	12	0.000714519	0.00172235	2.14E-03	8.10E+03	2.86E+03	2614.842558	40041.62628	28145.09712	45230.03883
74	30	9	0.000837463	0.003647689	2.78E-03	9.06E+04	2.74E+04	11379.18151	418481.0475	229037.6924	160789.3455
75	24	9	0.000883403	0.002950757	1.68E-03	7.06E+04	2.16E+04	10235.93721	303213.2096	175264.953	143176.75
76	36	6	0.000540112	0.003952635	3.50E-03	1.24E+05	4.96E+04	17607.50878	656626.9809	325178.8695	179054.5736
77	30	6	0.000699389	0.005926246	2.55E-03	3.22E+05	1.33E+05	39344.68858	2364142.158	973246.571	408846.545
78	24	9	0.000703127	0.003190983	3.64E-03	4.40E+04	1.42E+04	8713.37786	183556.3491	114379.8162	120294.7258
79	24	6	0.000985126	0.002922214	3.94E-03	5.88E+04	2.01E+04	11697.55027	172046.5624	106722.8397	109892.7153
80	24	9	0.000540916	0.003847631	3.91E-03	6.94E+04	2.18E+04	11794.37074	302920.3658	180809.8257	164553.7638
81	36	9	0.000500611	0.004660235	1.90E-03	2.15E+05	6.35E+04	17720.5709	1403812.946	584509.0872	260119.5245
82	36	6	0.000792905	0.005743229	3.34E-03	2.36E+05	1.03E+05	31204.89535	1945702.52	790512.3606	330527.4416
83	30	12	0.000831896	0.002506186	3.97E-03	1.50E+04	4.94E+03	3583.066391	74987.59318	49504.00415	63554.9049
84	36	12	0.000644324	0.003858484	2.34E-03	9.01E+04	2.48E+04	8773.401986	496856.5448	255218.8453	157152.5121
85	36	6	0.000867539	0.004291386	1.94E-03	1.75E+05	7.64E+04	23269.35822	1392586.845	563903.3258	243665.1138
86	36	9	0.000921103	0.00266317	1.12E-03	8.64E+04	2.59E+04	8669.404239	446226.3895	217787.4059	122381.898
87	30	12	0.000821959	0.001999891	3.18E-03	9.71E+03	3.28E+03	2631.641766	48203.81095	32630.02041	46269.82642
88	24	12	0.000721606	0.004715558	1.14E-03	2.34E+05	5.91E+04	17582.31824	1330046.689	611677.7868	315746.8068
89	3.60E+01	6	0.000786095	0.004857667	3.31E-03	1.82E+05	7.68E+04	24609.93996	1234072.068	546719.4201	256203.9163
90	24	9	0.000920378	0.004029085	3.32E-03	9.12E+04	2.81E+04	13628.59928	397375.029	230624.798	190875.0602
91	36	9	0.000673631	0.005683229	2.09E-03	3.04E+05	8.95E+04	23157.76684	2194511.403	834764.8994	341267.8408
92	36	6	0.000990639	0.003062767	3.87E-03	7.11E+04	2.65E+04	11140.92902	287216.7345	157179.9778	109832.5345
93	36	12	0.000791171	0.004195351	3.52E-03	7.99E+04	2.26E+04	8751.388366	430258.1321	231454.1147	156968.0012
94	30	9	0.000743254	0.002086574	3.68E-03	1.53E+04	5.10E+03	3730.58903	60420.60967	39625.20806	50660.23142
95	30	12	0.000512436	0.003326588	3.71E-03	3.58E+04	1.10E+04	6031.070459	181657.1983	110956.6582	107912.0344
96	24	6	0.000742983	0.002749842	1.82E-03	9.05E+04	3.12E+04	14303.92005	302659.1318	173134.0462	136844.8273
97	24	12	0.000675684	0.002780718	1.88E-03	3.56E+04	1.10E+04	6190.327555	181279.7015	111794.8073	111230.7539
98	24	6	0.000682568	0.00464079	2.78E-03	2.26E+05	8.04E+04	30014.97638	912390.1923	472213.1111	292137.6014
99	30	6	0.000799028	0.001216192	3.42E-03	7.09E+03	2.52E+03	2257.084788	18607.62443	12827.80617	20516.66839
100	24	9	0.000972142	0.003213468	2.31E-03	6.76E+04	2.09E+04	10539.80562	285697.5378	168707.0861	146972.154
101	24	6	0.000666057	0.002266041	2.24E-03	4.76E+04	1.62E+04	9260.96176	140229.2952	86373.75528	86886.61618
102	30	9	0.000796266	0.00322797	2.55E-03	7.05E+04	2.15E+04	9491.269852	316706.5305	177902.0394	133632.2469
103	24	12	0.000773097	0.004148699	2.90E-03	7.43E+04	2.20E+04	10508.39983	383481.2432	224069.3707	189085.5389
104	3.00E+01	6	0.000634707	0.005240051	3.40E-03	2.37E+05	9.25E+04	30690.14245	1296583.304	611810.7333	310865.5006
105	30	12	0.000767615	0.002506367	3.08E-03	1.90E+04	6.09E+03	3946.82845	95686.93442	61356.36487	70500.06414
106	36	12	0.000833656	0.005936099	2.22E-03	2.75E+05	6.78E+04	17733.50522	1740350.782	712634.4473	318298.4037
107	3.60E+01	6	0.000928066	0.002104206	2.38E-03	4.17E+04	1.52E+04	6925.702263	153885.4723	87422.6517	67597.05681
108	24	9	0.000530521	0.004694424	1.57E-03	2.45E+05	6.97E+04	22618.61403	1281964.76	611113.3465	324455.7065
109	30	6	0.000742666	0.002644171	2.87E-03	6.20E+04	2.19E+04	10297.00141	211752.6478	122319.2953	99076.2926
110	30	9	0.000613255	0.001834378	3.62E-03	1.07E+04	3.66E+03	2964.656181	42110.42871	28268.98886	39885.83841
111	36	9	0.000705149	0.003744424	1.97E-03	1.30E+05	3.89E+04	12509.39856	724499.9751	342261.2518	180039.3529
112	30	12	0.000938135	0.005931472	3.31E-03	1.94E+05	5.17E+04	16976.79232	1082448	532841.4111	304309.3143
113	36	9	0.000923667	0.001789628	2.60E-03	1.56E+04	5.04E+03	3078.0953	62346.19469	39183.25763	42353.88938
114	3.60E+01	12	0.000612802	0.00199997	2.81E-03	1.22E+04	3.92E+03	2549.736916	61530.65663	39428.88381	45538.89927
115	3.00E+01	12	0.000658135	0.00358704	1.21E-03	1.18E+05	3.13E+04	10288.04428	657265.225	323510.5761	184661.6481
116	30	12	0.000752413	0.004220804	3.18E-03	8.04E+04	2.31E+04	9704.248319	422922.0129	235584.0057	174226.8995
117	24	12	0.000864171	0.002424683	2.98E-03	1.57E+04	5.32E+03	4159.134467	78441.52639	53018.18161	73252.34511
118	24	6	0.000560977	0.002025784	1.23E-03	5.67E+04	1.94E+04	9648.920701	179791.6927	105936.7579	91610.87186
119	30	6	0.000910055	0.00229164	1.99E-03	5.69E+04	2.02E+04	9267.213632	199383.8471	113946.1208	89731.88107
120	24	12	0.000923875	0.005879131	3.85E-03	1.52E+05	4.29E+04	17178.90166	805536.5831	438555.7371	308793.1201
121	36	6	0.00091712	0.002656102	2.00E-03	7.53E+04	2.93E+04	11087.71934	355462.1707	182147.9739	110750.9172
122	24	9	0.000825315	0.004688027	2.25E-03	1.88E+05	5.47E+04	20220.22228	906726.5481	467337.645	287393.9799
123	3.60E+01	6	0.000981558	0.004482847	2.61E-03	1.72E+05	7.33E+04	23226.79769	1211834.092	520937.6147	240900.9276
124	36	9	0.000975771	0.002695473	2.86E-03	4.37E+04	1.36E+04	6246.854013	190764.9091	109505.1162	87432.13106
125	36	6	0.000974315	0.003198373	1.74E-03	1.12E+05	4.64E+04	15587.8095	682342.9272	312833.351	158789.9538
126	24	6	0.000840109	0.001291468	3.26E-03	7.52E+03	2.75E+03	2848.574287	19270.86874	13784.12199	25332.03187
127	2.40E+01	6	0.000837461	0.003432093	2.44E-03	1.25E+05	4.33E+04	18877.80201	435349.2117	243653.2889	181275.3955
128	36	9	0.000969877	0.002622429	2.68E-03	4.28E+04	1.33E+04	6099.416107	186834.8621	107151.3579	85347.14496
129	36	6	0.000966023	0.003050684	3.98E-03	6.94E+04	2.58E+04	10941.66751	276422.548	152124.855	107721.3033
130	24	12	0.000776713	0.004168114	3.48E-03	6.37E+04	1.93E+04	9925.731624	326280.4261	195666.8338	178405.4692
131	30	6	0.000975995	0.003080378	1.62E-03	1.21E+05	4.58E+04	16571.13292	567412.6186	283428.8875	164635.6426
132	36	12	0.000883379	0.005956996	1.07E-03	4.22E+05	9.47E+04	20673.88695	3163251.373	1012952.249	373054.17
133	36	12	0.00074854	0.005871877	3.63E-03	1.88E+05	4.95E+04	15204.53397	1091408.476	512892.3857	271923.8675
134	2.40E+01	6	0.000938841	0.001639382	1.35E-03	3.11E+04	1.06E+04	6420.61415	90490.10387	56717.70916	60604.13695
135	30	9	0.000875508	0.001615759	3.81E-03	7.25E+03	2.54E+03	2339.884819	27479.84435	19099.76798	30901.66441
136	36	9	0.000731941	0.00489606	3.64E-03	1.62E+05	4.83E+04	15935.30976	892452.0454	428556.5107	230154.1149
137	30	12	0.000951523	0.004781051	3.62E-03	1.01E+05	2.87E+04	11486.02845	537143.6011	293342.2908	206442.972
138	30	6	0.00077416	0.004233644	3.34E-03	1.59E+05	5.95E+04	21976.36296	714889.0515	365405.9348	217987.1006
139	30	9	0.000552454	0.004365561	3.22E-03	1.27E+05	3.81E+04	14648.56361	627624.0493	329471.6644	209035.5063
140	2.40E+01	9	0.000740252	0.002873917	2.06E-03	5.49E+04	1.72E+04	9038.0878	232937.4079	139132.8365	125899.1142
141	30	9	0.000593927	0.003437219	1.74E-03	1.12E+05	3.31E+04	12110.06376	556207.8088	285198.1213	172761.9286
142	30	12	0.000943436	0.001646459	1.99E-03	8.78E+03	2.94E+03	2273.748428	43740.39781	29351.73085	40171.27856
143	36	9	0.00075256	0.003081632	1.36E-03	1.06E+05	3.17E+04	10260.28945	574834.9879	273613.493	146527.4969
144	36	6	0.000509083	0.002393613	1.63E-03	6.76E+04	2.62E+04	9899.928747	317459.0805	163709.8201	99267.6162
145	3.00E+01	12	0.000548384	0.001338114	1.06E-03	8.59E+03	2.81E+03	1974.607865	43010.59092	28168.23456	35095.76064
146	3.60E+01	9	0.000784087	0.001089628	2.09E-03	4.77E+03	1.63E+03	1369.367351	18163.92917	12349.49717	18352.67486
147	36	6	0.000919385	0.003103682	2.31E-03	9.51E+04	3.77E+04	13656.97529	485080.6409	240679.1216	137562.1549
148	30	6	0.000949108	0.004889361	2.34E-03	2.42E+05	9.68E+04	30510.71579	1485806.616	655748.5114	311195.4453
149	2.40E+01	12	0.000682396	0.002828373	3.41E-03	2.15E+04	7.11E+03	5136.12344	107483.4455	71205.05297	91058.15905
150	30	9	0.000828347	0.005744371	2.34E-03	3.07E+05	8.79E+04	25246.79895	1824255.201	786930.6793	365430.146
151	36	6	0.000822627	0.003581938	2.34E-03	1.23E+05	5.02E+04	17027.69315	717689.5033	336388.2868	174138.5455
152	24	9	0.000523229	0.004400464	2.03E-03	1.72E+05	5.03E+04	18785.88294	840755.9968	434229.835	267620.6198
153	30	9	0.000610449	0.001925153	1.03E-03	3.80E+04	1.17E+04	5411.036188	165068.562	94774.09942	75773.82415
154	36	9	0.000801928	0.004717512	1.43E-03	2.55E+05	7.48E+04	19355.55933	1816820.753	688364.5229	282314.2102
155	36	12	0.000982564	0.005866883	2.32E-03	2.60E+05	6.46E+04	17244.54729	1621358.313	677625.3474	309656.8568
156	24	6	0.000745313	0.003097365	3.23E-03	7.97E+04	2.72E+04	14072.91003	245931.1989	146700.0637	132622.2141
157	36	6	0.000745714	0.005592009	1.86E-03	2.57E+05	1.19E+05	33195.05252	2910750.01	992524.6401	358321.8135
158	30	12	0.0008505	0.00316008	1.93E-03	5.61E+04	1.63E+04	7080.098983	294252.4068	166297.8178	127567.5064
159	30	12	0.00063177	0.005774445	2.28E-03	2.43E+05	6.20E+04	18185.94729	1407371.625	640027.5367	325167.8281
160	30	6	0.000853958	0.00367654	2.28E-03	1.45E+05	5.49E+04	19752.76911	682790.9317	341420.5962	196811.3335
161	30	9	0.00084381	0.001647167	1.06E-03	2.46E+04	7.73E+03	4093.292958	100707.7266	60756.06471	56702.58526
162	3.00E+01	12	0.000883024	0.004458087	3.51E-03	8.57E+04	2.46E+04	10296.46595	451600.3799	251251.1946	185063.8099
163	2.40E+01	12	0.000613353	0.004637611	2.80E-03	1.05E+05	3.00E+04	12828.58796	545292.638	304866.2561	230194.5322
164	36	6	0.00084613	0.002414753	2.48E-03	5.52E+04	2.05E+04	8697.370336	220505.3043	121162.8427	85628.89852
165	24	12	0.000842765	0.004572043	1.00E-03	2.39E+05	5.99E+04	17403.29473	1372233.19	620635.2363	313018.1941
166	30	9	0.000897108	0.0034294	1.05E-03	1.60E+05	4.63E+04	14261.29253	860966.111	396432.839	202859.2059
167	24	9	0.000952139	0.003221543	1.29E-03	1.11E+05	3.29E+04	13080.45429	502616.5073	270708.7564	184181.1246
168	30	12	0.000878472	0.002424835	2.59E-03	2.04E+04	6.46E+03	3994.545882	103121.0034	65272.13398	71539.5393
169	24	12	0.000792736	0.001963817	1.69E-03	1.47E+04	4.88E+03	3572.432182	73710.21272	48944.94793	63305.70853
170	30	6	0.000771952	0.004969125	3.67E-03	2.08E+05	7.96E+04	27656.16645	1036482.044	507328.2223	277389.1304
171	24	9	0.000635888	0.002802806	1.65E-03	6.19E+04	1.91E+04	9379.615657	269057.9454	156756.8028	131290.849
172	3.00E+01	9	0.000750866	0.002119944	1.28E-03	4.10E+04	1.26E+04	5909.118412	176300.9896	101738.0659	82592.23577
173	30	12	0.000691305	0.005576914	2.95E-03	1.81E+05	4.83E+04	15898.43127	1006984.605	495756.138	284312.6201
174	36	12	0.000953287	0.005386893	1.43E-03	2.92E+05	6.98E+04	17068.83336	1944328.815	736968.4549	307069.0611
175	30	6	0.000956647	0.00145628	3.85E-03	1.05E+04	3.70E+03	3011.73348	28215.04701	19041.45487	27709.02948
176	24	6	0.00089577	0.004976812	2.15E-03	2.97E+05	1.09E+05	36360.09475	1420292.532	678509.9933	360482.7108
177	30	6	0.000969383	0.005008135	2.75E-03	2.38E+05	9.40E+04	30364.24341	1374775.85	625175.3362	308342.877
178	36	12	0.000873198	0.002277562	3.79E-03	1.35E+04	4.34E+03	2872.507738	67950.25887	43716.95939	51283.46898
179	24	12	0.000512403	0.005786502	3.64E-03	1.53E+05	4.29E+04	17001.88635	798219.0422	431326.5737	304170.5776
180	24	12	0.000679527	0.001975694	3.35E-03	7.83E+03	2.82E+03	2794.135067	38522.77589	27614.87851	47782.1507
181	3.60E+01	6	0.000876823	0.005196216	1.11E-03	2.51E+05	1.20E+05	32471.35677	3475265.324	1023939.316	349437.2796
182	24	9	0.000527659	0.005784067	1.86E-03	3.59E+05	1.00E+05	29899.86312	1954209.222	889344.7866	431113.6851
183	30	9	0.000571758	0.001978696	1.56E-03	2.85E+04	8.96E+03	4804.461178	119958.3929	72190.91743	66872.51286
184	24	6	0.000759735	0.004623705	1.16E-03	3.35E+05	1.28E+05	37971.5111	2005444.588	851863.0156	383375.4006
185	24	6	0.000613804	0.002549553	1.49E-03	8.69E+04	3.00E+04	13506.37232	294133.9254	166940.8883	129171.0131
186	30	9	0.000864854	0.003077186	3.56E-03	4.66E+04	1.46E+04	7649.663887	197845.624	118146.0873	106646.7017
187	24	9	0.000595683	0.004625548	1.05E-03	3.12E+05	8.64E+04	24755.55994	1770811.514	765613.5625	356759.0256
188	36	9	0.000868208	0.003665232	1.77E-03	1.33E+05	3.97E+04	12524.54991	740107.6026	345110.6779	179192.2652
189	30	6	0.0007526	0.004683017	3.04E-03	2.02E+05	7.80E+04	26613.65603	1042962.359	502643.7994	267856.4389
190	24	6	0.000748462	0.001016622	3.53E-03	3.59E+03	1.38E+03	1791.027053	8956.533809	6743.214545	15384.71233
191	30	9	0.000949404	0.00431862	3.65E-03	1.13E+05	3.40E+04	13788.42829	527954.6975	285748.305	195150.6988
192	30	9	0.000798757	0.003911946	3.64E-03	8.72E+04	2.66E+04	11609.27891	398839.1942	222490.554	163899.7711
193	30	9	0.00069792	0.004353898	1.53E-03	2.15E+05	6.18E+04	18474.1544	1224209.48	547563.3777	266347.5809
194	36	12	0.000542121	0.004365827	3.30E-03	9.39E+04	2.61E+04	9574.398088	510666.481	266811.4592	170974.298
195	36	12	0.000828458	0.004153592	2.50E-03	1.04E+05	2.83E+04	9722.902441	577456.7128	291961.3166	174455.8916
196	24	6	0.000654601	0.002400805	1.69E-03	6.86E+04	2.35E+04	11560.47903	218775.5195	128445.9837	109834.7037
197	36	12	0.000699519	0.005759181	1.44E-03	3.36E+05	7.89E+04	18681.98782	2301261.251	837635.3017	336114.7669
198	3.00E+01	12	0.000552542	0.004900656	1.52E-03	2.18E+05	5.51E+04	15766.09133	1278281.628	570186.2072	282039.5779
199	3.00E+01	12	0.000749344	0.003096294	3.48E-03	3.10E+04	9.61E+03	5459.416699	157436.0767	97298.63364	97950.20217
200	3.60E+01	12	0.00071526	0.001350587	1.93E-03	5.75E+03	1.92E+03	1485.52824	28584.3221	19125.87786	26238.5093
201	30	6	0.000613379	0.003570078	1.05E-03	1.87E+05	7.61E+04	23143.78085	1261104.369	532676.1418	238044.549
202	3.60E+01	12	0.000557727	0.002011835	3.16E-03	1.12E+04	3.61E+03	2456.345921	55902.59046	36237.4444	43757.97122
203	30	9	0.00073735	0.00570853	1.17E-03	4.33E+05	1.21E+05	29119.91866	3191274.267	1114768.139	426251.2824
204	2.40E+01	12	0.000758671	0.005507156	2.65E-03	1.76E+05	4.80E+04	17421.5724	945781.4743	491113.0933	312656.1667
205	24	6	0.000585913	0.003629021	3.99E-03	1.01E+05	3.45E+04	17139.0712	314268.5621	184025.9708	160724.9972
206	30	6	0.000503927	0.001810373	3.19E-03	2.20E+04	7.58E+03	4853.558532	62650.15966	39761.97616	45142.62792
207	30	6	0.000642272	0.004033393	1.91E-03	1.87E+05	7.33E+04	24003.97376	1046654.38	485615.828	243526.754
208	36	9	0.000704428	0.002893594	1.40E-03	8.97E+04	2.69E+04	9166.211111	469167.6394	231105.1172	130701.3704
209	2.40E+01	9	0.00062218	0.005765532	1.40E-03	4.25E+05	1.17E+05	31975.19373	2511994.885	1042623.389	462528.8442
210	30	12	0.000552412	0.003409207	2.84E-03	4.90E+04	1.46E+04	6974.481103	252843.8458	147803.9972	125048.7823
211	30	6	0.000905293	0.004519648	1.41E-03	2.50E+05	1.04E+05	30506.83655	1856978.326	739434.1311	314579.4374
212	24	9	0.000579314	0.003170684	3.90E-03	4.05E+04	1.31E+04	8376.095012	169892.901	106590.1093	115462.4686
213	24	6	0.000874397	0.005348647	1.28E-03	4.13E+05	1.60E+05	45742.84959	2736556.513	1098246.266	464814.7597
214	3.60E+01	9	0.000571418	0.00297242	3.03E-03	5.35E+04	1.65E+04	7231.777755	249156.521	139137.145	102423.1994
215	30	12	0.000684922	0.003391553	2.94E-03	4.69E+04	1.40E+04	6832.055859	241643.0638	142322.537	122745.6185
216	3.60E+01	9	0.000750527	0.001664497	2.84E-03	1.17E+04	3.83E+03	2578.631427	46206.70376	29728.81372	35268.22388
217	24	12	0.000653346	0.005188618	3.82E-03	1.09E+05	3.15E+04	13935.71946	562164.4608	318679.1376	249941.847
218	30	9	0.000575381	0.005521724	2.25E-03	2.87E+05	8.24E+04	23958.34367	1698742.194	742338.5823	347984.4289
