12,0.000959113891392121,0.00338434436248866,0.00217972550862972,0.298950043408198,0.0130115226078907,0.192710409121522,54.9486434028691,0,43.6500373979913,0.146655251428302
12,0.000683420055966336,0.00268881401714553,0.00292146050883123,0.204689465901546,0.0279710686865688,0.24567708562592,45.556311324046,0,37.8548432470161,0.0995250632375561
24,0.000623199812568684,0.00375256993840716,0.00255242793552669,0.246882231661135,0.0271824623724655,0.154022389234735,17.8161375755348,0,17.6258589092109,0.122734765617062
8,0.000817269193648286,0.00494971142602167,0.00295572426585984,0.275029421420759,0.0323550345946885,0.187015370926122,259.484589958395,0,257.867809980914,0.131192831463924
24,0.000525883176310314,0.00535163753304984,0.00355009934131439,0.227669193242232,0.0260259457741307,0.111766821299389,19.3174927920708,0,17.6030296869957,0.113128246733417
24,0.000534640263441558,0.00258446639651394,0.00322165953232702,0.185785601031209,0.0109957359842374,0.176735208132466,1.3295525156528,1,5.03786097887201,0.0921864515752369
12,0.000863387093038017,0.00343499832568703,0.003384358116929,0.298371238991622,0.0111272856933155,0.214322571509059,25.4160270808024,0,22.3412042828735,0.146365849636144
8,0.000787309965324774,0.00135913330727113,0.0034056920448286,0.291782155689796,0.0279202740045419,0.238614104240502,33.2672815240122,0,30.0039750781579,0.139569029130352
16,0.000551006793171779,0.00273111329347151,0.00254724387474994,0.105268753793782,0.0131111209688712,0.178176521033542,21.6243170243978,0,20.1647800202006,0.0510464625298716
12,0.000952469332225048,0.00207569267453176,0.00307804773679539,0.162720330039407,0.0111273761793094,0.184706607788177,38.2755359961261,0,31.8286104671376,0.0785405803187821
8,0.000982756203618901,0.00207399105519925,0.00226633985157592,0.280151227379288,0.0327111675646991,0.153579251138991,139.927191013265,0,112.796244305273,0.133753680268656
12,0.000879662920198583,0.00493453257484595,0.0015910925963329,0.24718656341161,0.0180765886463684,0.203744292389859,144.260615089855,0,125.325539713849,0.120773556713339
24,0.00083151678470793,0.00330014271099081,0.00329736156252672,0.10153591682427,0.0268359898051362,0.166162079420408,60.3523366516127,0,45.5818708830339,0.0500616138108041
